date,year,month,day,supply
9/29/2011,2011,9,29,14048
9/30/2011,2011,9,30,14875
10/1/2011,2011,10,1,16746
10/2/2011,2011,10,2,18722
10/3/2011,2011,10,3,20700
10/4/2011,2011,10,4,19303
10/5/2011,2011,10,5,18051
10/6/2011,2011,10,6,16796
10/7/2011,2011,10,7,16070
10/8/2011,2011,10,8,16510
10/9/2011,2011,10,9,17320
10/10/2011,2011,10,10,15488
10/11/2011,2011,10,11,13125
10/12/2011,2011,10,12,12702
10/13/2011,2011,10,13,12339
10/14/2011,2011,10,14,11643
10/15/2011,2011,10,15,13178
10/16/2011,2011,10,16,13800
10/17/2011,2011,10,17,12638
10/18/2011,2011,10,18,11698
10/19/2011,2011,10,19,11503
10/20/2011,2011,10,20,11374
10/21/2011,2011,10,21,10781
10/22/2011,2011,10,22,10988
10/23/2011,2011,10,23,11796
10/24/2011,2011,10,24,10347
10/25/2011,2011,10,25,10382
10/26/2011,2011,10,26,10405
10/27/2011,2011,10,27,8000
10/28/2011,2011,10,28,9802
10/29/2011,2011,10,29,11163
10/30/2011,2011,10,30,11908
10/31/2011,2011,10,31,11405
11/1/2011,2011,11,1,11148
11/2/2011,2011,11,2,10090
11/3/2011,2011,11,3,10279
11/4/2011,2011,11,4,10547
11/5/2011,2011,11,5,12143
11/6/2011,2011,11,6,13320
11/7/2011,2011,11,7,12350
11/8/2011,2011,11,8,12160
11/9/2011,2011,11,9,13289
11/10/2011,2011,11,10,13497
11/11/2011,2011,11,11,14101
11/12/2011,2011,11,12,15487
11/13/2011,2011,11,13,16711
11/14/2011,2011,11,14,17547
11/15/2011,2011,11,15,17498
11/16/2011,2011,11,16,18394
11/17/2011,2011,11,17,18911
11/18/2011,2011,11,18,19146
11/19/2011,2011,11,19,21220
11/20/2011,2011,11,20,23037
11/21/2011,2011,11,21,23189
11/22/2011,2011,11,22,22948
11/23/2011,2011,11,23,22796
11/24/2011,2011,11,24,22897
11/25/2011,2011,11,25,23509
11/26/2011,2011,11,26,24817
11/27/2011,2011,11,27,26353
11/28/2011,2011,11,28,26590
11/29/2011,2011,11,29,26170
11/30/2011,2011,11,30,25334
12/1/2011,2011,12,1,24955
12/2/2011,2011,12,2,23691
12/3/2011,2011,12,3,24477
12/4/2011,2011,12,4,25677
12/5/2011,2011,12,5,23513
12/6/2011,2011,12,6,21701
12/7/2011,2011,12,7,19865
12/8/2011,2011,12,8,17843
12/9/2011,2011,12,9,16005
12/10/2011,2011,12,10,17577
12/11/2011,2011,12,11,18551
12/12/2011,2011,12,12,16240
12/13/2011,2011,12,13,15902
12/14/2011,2011,12,14,15837
12/15/2011,2011,12,15,15940
12/16/2011,2011,12,16,15511
12/17/2011,2011,12,17,17729
12/18/2011,2011,12,18,19430
12/19/2011,2011,12,19,19249
12/20/2011,2011,12,20,19066
12/21/2011,2011,12,21,18140
12/22/2011,2011,12,22,19271
12/23/2011,2011,12,23,19589
12/24/2011,2011,12,24,22079
12/25/2011,2011,12,25,22189
12/26/2011,2011,12,26,21666
12/27/2011,2011,12,27,21993
12/28/2011,2011,12,28,21768
12/29/2011,2011,12,29,19819
12/30/2011,2011,12,30,18131
12/31/2011,2011,12,31,19935
1/1/2012,2012,1,1,19281
1/2/2012,2012,1,2,17530
1/3/2012,2012,1,3,16078
1/4/2012,2012,1,4,14548
1/5/2012,2012,1,5,14189
1/6/2012,2012,1,6,13227
1/7/2012,2012,1,7,14936
1/8/2012,2012,1,8,17471
1/9/2012,2012,1,9,14915
1/10/2012,2012,1,10,13863
1/11/2012,2012,1,11,13076
1/12/2012,2012,1,12,12914
1/13/2012,2012,1,13,12470
1/14/2012,2012,1,14,15066
1/15/2012,2012,1,15,16415
1/16/2012,2012,1,16,15037
1/17/2012,2012,1,17,13821
1/18/2012,2012,1,18,12991
1/19/2012,2012,1,19,12836
1/20/2012,2012,1,20,11764
1/21/2012,2012,1,21,12964
1/22/2012,2012,1,22,11369
1/23/2012,2012,1,23,10163
1/24/2012,2012,1,24,10536
1/25/2012,2012,1,25,11502
1/26/2012,2012,1,26,11518
1/27/2012,2012,1,27,12235
1/28/2012,2012,1,28,14678
1/29/2012,2012,1,29,16311
1/30/2012,2012,1,30,16511
1/31/2012,2012,1,31,17593
2/1/2012,2012,2,1,16802
2/2/2012,2012,2,2,17216
2/3/2012,2012,2,3,16799
2/4/2012,2012,2,4,20331
2/5/2012,2012,2,5,23271
2/6/2012,2012,2,6,21943
2/7/2012,2012,2,7,22839
2/8/2012,2012,2,8,22797
2/9/2012,2012,2,9,23649
2/10/2012,2012,2,10,22983
2/11/2012,2012,2,11,26112
2/12/2012,2012,2,12,28740
2/13/2012,2012,2,13,27096
2/14/2012,2012,2,14,26033
2/15/2012,2012,2,15,25180
2/16/2012,2012,2,16,24818
2/17/2012,2012,2,17,24029
2/18/2012,2012,2,18,27125
2/19/2012,2012,2,19,29184
2/20/2012,2012,2,20,27245
2/21/2012,2012,2,21,26142
2/22/2012,2012,2,22,24819
2/23/2012,2012,2,23,23796
2/24/2012,2012,2,24,22926
2/25/2012,2012,2,25,26261
2/26/2012,2012,2,26,27733
2/27/2012,2012,2,27,26111
2/28/2012,2012,2,28,25409
2/29/2012,2012,2,29,24681
3/1/2012,2012,3,1,26063
3/2/2012,2012,3,2,23559
3/3/2012,2012,3,3,26420
3/4/2012,2012,3,4,27410
3/5/2012,2012,3,5,25048
3/6/2012,2012,3,6,23499
3/7/2012,2012,3,7,21508
3/8/2012,2012,3,8,19815
3/9/2012,2012,3,9,17453
3/10/2012,2012,3,10,19355
3/11/2012,2012,3,11,20430
3/12/2012,2012,3,12,18995
3/13/2012,2012,3,13,18021
3/14/2012,2012,3,14,17745
3/15/2012,2012,3,15,18110
3/16/2012,2012,3,16,17175
3/17/2012,2012,3,17,19323
3/18/2012,2012,3,18,20893
3/19/2012,2012,3,19,19407
3/20/2012,2012,3,20,19140
3/21/2012,2012,3,21,17812
3/22/2012,2012,3,22,16247
3/23/2012,2012,3,23,15064
3/24/2012,2012,3,24,17644
3/25/2012,2012,3,25,18757
3/26/2012,2012,3,26,18536
3/27/2012,2012,3,27,17810
3/28/2012,2012,3,28,17517
3/29/2012,2012,3,29,16978
3/30/2012,2012,3,30,16574
3/31/2012,2012,3,31,19513
4/1/2012,2012,4,1,20963
4/2/2012,2012,4,2,20123
4/3/2012,2012,4,3,19358
4/4/2012,2012,4,4,18376
4/5/2012,2012,4,5,18679
4/6/2012,2012,4,6,17997
4/7/2012,2012,4,7,20765
4/8/2012,2012,4,8,21997
4/9/2012,2012,4,9,20507
4/10/2012,2012,4,10,18687
4/11/2012,2012,4,11,18760
4/12/2012,2012,4,12,17973
4/13/2012,2012,4,13,17140
4/14/2012,2012,4,14,19530
4/15/2012,2012,4,15,20255
4/16/2012,2012,4,16,19476
4/17/2012,2012,4,17,18882
4/18/2012,2012,4,18,17935
4/19/2012,2012,4,19,17516
4/20/2012,2012,4,20,17691
4/21/2012,2012,4,21,19497
4/22/2012,2012,4,22,20159
4/23/2012,2012,4,23,18288
4/24/2012,2012,4,24,16999
4/25/2012,2012,4,25,15047
4/26/2012,2012,4,26,14610
4/27/2012,2012,4,27,14851
4/28/2012,2012,4,28,17333
4/29/2012,2012,4,29,18613
4/30/2012,2012,4,30,18316
5/1/2012,2012,5,1,18141
5/2/2012,2012,5,2,18269
5/3/2012,2012,5,3,19100
5/4/2012,2012,5,4,20137
5/5/2012,2012,5,5,23997
5/6/2012,2012,5,6,25858
5/7/2012,2012,5,7,25844
5/8/2012,2012,5,8,24932
5/9/2012,2012,5,9,25390
5/10/2012,2012,5,10,25573
5/11/2012,2012,5,11,26057
5/12/2012,2012,5,12,28981
5/13/2012,2012,5,13,31078
5/14/2012,2012,5,14,30839
5/15/2012,2012,5,15,31217
5/16/2012,2012,5,16,31177
5/17/2012,2012,5,17,31080
5/18/2012,2012,5,18,32347
5/19/2012,2012,5,19,34314
5/20/2012,2012,5,20,36466
5/21/2012,2012,5,21,36636
5/22/2012,2012,5,22,36051
5/23/2012,2012,5,23,36016
5/24/2012,2012,5,24,36260
5/25/2012,2012,5,25,36659
5/26/2012,2012,5,26,38408
5/27/2012,2012,5,27,39353
5/28/2012,2012,5,28,39419
5/29/2012,2012,5,29,38769
5/30/2012,2012,5,30,38756
5/31/2012,2012,5,31,39440
6/1/2012,2012,6,1,38860
6/2/2012,2012,6,2,42025
6/3/2012,2012,6,3,43173
6/4/2012,2012,6,4,41434
6/5/2012,2012,6,5,40818
6/6/2012,2012,6,6,41667
6/7/2012,2012,6,7,39922
6/8/2012,2012,6,8,38923
6/9/2012,2012,6,9,41488
6/10/2012,2012,6,10,42587
6/11/2012,2012,6,11,40616
6/12/2012,2012,6,12,39263
6/13/2012,2012,6,13,38842
6/14/2012,2012,6,14,39695
6/15/2012,2012,6,15,39771
6/16/2012,2012,6,16,41976
6/17/2012,2012,6,17,42674
6/18/2012,2012,6,18,41748
6/19/2012,2012,6,19,40555
6/20/2012,2012,6,20,39093
6/21/2012,2012,6,21,37706
6/22/2012,2012,6,22,36691
6/23/2012,2012,6,23,37939
6/24/2012,2012,6,24,38809
6/25/2012,2012,6,25,36842
6/26/2012,2012,6,26,35060
6/27/2012,2012,6,27,33683
6/28/2012,2012,6,28,31950
6/29/2012,2012,6,29,31364
6/30/2012,2012,6,30,32836
7/1/2012,2012,7,1,33652
7/2/2012,2012,7,2,31636
7/3/2012,2012,7,3,29541
7/4/2012,2012,7,4,27898
7/5/2012,2012,7,5,26945
7/6/2012,2012,7,6,25310
7/7/2012,2012,7,7,28076
7/8/2012,2012,7,8,29949
7/9/2012,2012,7,9,28926
7/10/2012,2012,7,10,28686
7/11/2012,2012,7,11,27716
7/12/2012,2012,7,12,28702
7/13/2012,2012,7,13,29274
7/14/2012,2012,7,14,31943
7/15/2012,2012,7,15,33068
7/16/2012,2012,7,16,33453
7/17/2012,2012,7,17,33848
7/18/2012,2012,7,18,34463
7/19/2012,2012,7,19,35253
7/20/2012,2012,7,20,36144
7/21/2012,2012,7,21,38253
7/22/2012,2012,7,22,39211
7/23/2012,2012,7,23,38166
7/24/2012,2012,7,24,36811
7/25/2012,2012,7,25,36524
7/26/2012,2012,7,26,36108
7/27/2012,2012,7,27,35385
7/28/2012,2012,7,28,37181
7/29/2012,2012,7,29,37901
7/30/2012,2012,7,30,36217
7/31/2012,2012,7,31,35469
8/1/2012,2012,8,1,35051
8/2/2012,2012,8,2,34255
8/3/2012,2012,8,3,32722
8/4/2012,2012,8,4,34852
8/5/2012,2012,8,5,35455
8/6/2012,2012,8,6,34144
8/7/2012,2012,8,7,32772
8/8/2012,2012,8,8,32031
8/9/2012,2012,8,9,31269
8/10/2012,2012,8,10,30111
8/11/2012,2012,8,11,32724
8/12/2012,2012,8,12,33421
8/13/2012,2012,8,13,32416
8/14/2012,2012,8,14,31391
8/15/2012,2012,8,15,31953
8/16/2012,2012,8,16,31375
8/17/2012,2012,8,17,30041
8/18/2012,2012,8,18,32102
8/19/2012,2012,8,19,33393
8/20/2012,2012,8,20,31140
8/21/2012,2012,8,21,29349
8/22/2012,2012,8,22,28408
8/23/2012,2012,8,23,27988
8/24/2012,2012,8,24,27006
8/25/2012,2012,8,25,29377
8/26/2012,2012,8,26,30722
8/27/2012,2012,8,27,29434
8/28/2012,2012,8,28,26142
8/29/2012,2012,8,29,26238
8/30/2012,2012,8,30,26021
8/31/2012,2012,8,31,26269
9/1/2012,2012,9,1,28490
9/2/2012,2012,9,2,29513
9/3/2012,2012,9,3,27551
9/4/2012,2012,9,4,25782
9/5/2012,2012,9,5,24708
9/6/2012,2012,9,6,24020
9/7/2012,2012,9,7,22877
9/8/2012,2012,9,8,25709
9/9/2012,2012,9,9,26241
9/10/2012,2012,9,10,24800
9/11/2012,2012,9,11,23475
9/12/2012,2012,9,12,22831
9/13/2012,2012,9,13,21565
9/14/2012,2012,9,14,20839
9/15/2012,2012,9,15,22589
9/16/2012,2012,9,16,23703
9/17/2012,2012,9,17,20871
9/18/2012,2012,9,18,20207
9/19/2012,2012,9,19,19608
9/20/2012,2012,9,20,19538
9/21/2012,2012,9,21,19425
9/22/2012,2012,9,22,22055
9/23/2012,2012,9,23,23287
9/24/2012,2012,9,24,22307
9/25/2012,2012,9,25,21828
9/26/2012,2012,9,26,21935
9/27/2012,2012,9,27,22443
9/28/2012,2012,9,28,21141
9/29/2012,2012,9,29,20780
9/30/2012,2012,9,30,19795
10/1/2012,2012,10,1,19238
10/2/2012,2012,10,2,20843
10/3/2012,2012,10,3,22556
10/4/2012,2012,10,4,21751
10/5/2012,2012,10,5,21185
10/6/2012,2012,10,6,23034
10/7/2012,2012,10,7,24054
10/8/2012,2012,10,8,22244
10/9/2012,2012,10,9,20163
10/10/2012,2012,10,10,18863
10/11/2012,2012,10,11,18663
10/12/2012,2012,10,12,18364
10/13/2012,2012,10,13,19972
10/14/2012,2012,10,14,21176
10/15/2012,2012,10,15,19544
10/16/2012,2012,10,16,18039
10/17/2012,2012,10,17,17448
10/18/2012,2012,10,18,17607
10/19/2012,2012,10,19,16519
10/20/2012,2012,10,20,18156
10/21/2012,2012,10,21,19041
10/22/2012,2012,10,22,17423
10/23/2012,2012,10,23,16688
10/24/2012,2012,10,24,15483
10/25/2012,2012,10,25,15368
10/26/2012,2012,10,26,14772
10/27/2012,2012,10,27,15709
10/28/2012,2012,10,28,16775
10/29/2012,2012,10,29,16272
10/30/2012,2012,10,30,16415
10/31/2012,2012,10,31,16031
11/1/2012,2012,11,1,16491
11/2/2012,2012,11,2,16178
11/3/2012,2012,11,3,19338
11/4/2012,2012,11,4,20391
11/5/2012,2012,11,5,19011
11/6/2012,2012,11,6,18501
11/7/2012,2012,11,7,19256
11/8/2012,2012,11,8,18163
11/9/2012,2012,11,9,19182
11/10/2012,2012,11,10,22119
11/11/2012,2012,11,11,23203
11/12/2012,2012,11,12,22377
11/13/2012,2012,11,13,21883
11/14/2012,2012,11,14,21011
11/15/2012,2012,11,15,21644
11/16/2012,2012,11,16,21865
11/17/2012,2012,11,17,24438
11/18/2012,2012,11,18,25693
11/19/2012,2012,11,19,24987
11/20/2012,2012,11,20,25098
11/21/2012,2012,11,21,26320
11/22/2012,2012,11,22,26719
11/23/2012,2012,11,23,27576
11/24/2012,2012,11,24,30178
11/25/2012,2012,11,25,31011
11/26/2012,2012,11,26,30767
11/27/2012,2012,11,27,30771
11/28/2012,2012,11,28,31309
11/29/2012,2012,11,29,31734
11/30/2012,2012,11,30,33718
12/1/2012,2012,12,1,35531
12/2/2012,2012,12,2,36136
12/3/2012,2012,12,3,34015
12/4/2012,2012,12,4,33024
12/5/2012,2012,12,5,30926
12/6/2012,2012,12,6,28203
12/7/2012,2012,12,7,25739
12/8/2012,2012,12,8,27149
12/9/2012,2012,12,9,28011
12/10/2012,2012,12,10,25709
12/11/2012,2012,12,11,24033
12/12/2012,2012,12,12,23146
12/13/2012,2012,12,13,23170
12/14/2012,2012,12,14,21990
12/15/2012,2012,12,15,24903
12/16/2012,2012,12,16,25626
12/17/2012,2012,12,17,24803
12/18/2012,2012,12,18,24703
12/19/2012,2012,12,19,24494
12/20/2012,2012,12,20,25084
12/21/2012,2012,12,21,24769
12/22/2012,2012,12,22,26879
12/23/2012,2012,12,23,28221
12/24/2012,2012,12,24,27931
12/25/2012,2012,12,25,27827
12/26/2012,2012,12,26,26624
12/27/2012,2012,12,27,26494
12/28/2012,2012,12,28,25096
12/29/2012,2012,12,29,26969
12/30/2012,2012,12,30,28205
12/31/2012,2012,12,31,25835
1/1/2013,2013,1,1,25113
1/2/2013,2013,1,2,24078
1/3/2013,2013,1,3,23338
1/4/2013,2013,1,4,21868
1/5/2013,2013,1,5,23722
1/6/2013,2013,1,6,25007
1/7/2013,2013,1,7,23261
1/8/2013,2013,1,8,22712
1/9/2013,2013,1,9,22062
1/10/2013,2013,1,10,22235
1/11/2013,2013,1,11,20985
1/12/2013,2013,1,12,22872
1/13/2013,2013,1,13,26098
1/14/2013,2013,1,14,24492
1/15/2013,2013,1,15,22254
1/16/2013,2013,1,16,21175
1/17/2013,2013,1,17,21142
1/18/2013,2013,1,18,20499
1/19/2013,2013,1,19,23524
1/20/2013,2013,1,20,24619
1/21/2013,2013,1,21,22124
1/22/2013,2013,1,22,21198
1/23/2013,2013,1,23,20860
1/24/2013,2013,1,24,20591
1/25/2013,2013,1,25,20690
1/26/2013,2013,1,26,23427
1/27/2013,2013,1,27,26269
1/28/2013,2013,1,28,26163
1/29/2013,2013,1,29,27049
1/30/2013,2013,1,30,28126
1/31/2013,2013,1,31,29670
2/1/2013,2013,2,1,28959
2/2/2013,2013,2,2,32929
2/3/2013,2013,2,3,34847
2/4/2013,2013,2,4,33914
2/5/2013,2013,2,5,33352
2/6/2013,2013,2,6,33881
2/7/2013,2013,2,7,33662
2/8/2013,2013,2,8,31998
2/9/2013,2013,2,9,31861
2/10/2013,2013,2,10,30867
2/11/2013,2013,2,11,31122
2/12/2013,2013,2,12,30737
2/13/2013,2013,2,13,30491
2/14/2013,2013,2,14,30006
2/15/2013,2013,2,15,28813
2/16/2013,2013,2,16,29964
2/17/2013,2013,2,17,29900
2/18/2013,2013,2,18,27593
2/19/2013,2013,2,19,26043
2/20/2013,2013,2,20,24717
2/21/2013,2013,2,21,24185
2/22/2013,2013,2,22,22327
2/23/2013,2013,2,23,25310
2/24/2013,2013,2,24,26548
2/25/2013,2013,2,25,24165
2/26/2013,2013,2,26,22755
2/27/2013,2013,2,27,21412
2/28/2013,2013,2,28,19712
3/1/2013,2013,3,1,19783
3/2/2013,2013,3,2,22415
3/3/2013,2013,3,3,23211
3/4/2013,2013,3,4,21492
3/5/2013,2013,3,5,19178
3/6/2013,2013,3,6,18117
3/7/2013,2013,3,7,16740
3/8/2013,2013,3,8,14894
3/9/2013,2013,3,9,17778
3/10/2013,2013,3,10,19323
3/11/2013,2013,3,11,17767
3/12/2013,2013,3,12,15871
3/13/2013,2013,3,13,14222
3/14/2013,2013,3,14,13694
3/15/2013,2013,3,15,13590
3/16/2013,2013,3,16,16960
3/17/2013,2013,3,17,19004
3/18/2013,2013,3,18,18411
3/19/2013,2013,3,19,18323
3/20/2013,2013,3,20,17672
3/21/2013,2013,3,21,17678
3/22/2013,2013,3,22,18028
3/23/2013,2013,3,23,21710
3/24/2013,2013,3,24,23265
3/25/2013,2013,3,25,23717
3/26/2013,2013,3,26,23895
3/27/2013,2013,3,27,24033
3/28/2013,2013,3,28,23998
3/29/2013,2013,3,29,24478
3/30/2013,2013,3,30,28105
3/31/2013,2013,3,31,30176
4/1/2013,2013,4,1,29592
4/2/2013,2013,4,2,29008
4/3/2013,2013,4,3,28713
4/4/2013,2013,4,4,28828
4/5/2013,2013,4,5,29084
4/6/2013,2013,4,6,32071
4/7/2013,2013,4,7,33271
4/8/2013,2013,4,8,33082
4/9/2013,2013,4,9,33102
4/10/2013,2013,4,10,32999
4/11/2013,2013,4,11,32358
4/12/2013,2013,4,12,33597
4/13/2013,2013,4,13,37169
4/14/2013,2013,4,14,37630
4/15/2013,2013,4,15,36749
4/16/2013,2013,4,16,36698
4/17/2013,2013,4,17,35592
4/18/2013,2013,4,18,34523
4/19/2013,2013,4,19,34612
4/20/2013,2013,4,20,36358
4/21/2013,2013,4,21,37276
4/22/2013,2013,4,22,36528
4/23/2013,2013,4,23,34756
4/24/2013,2013,4,24,34288
4/25/2013,2013,4,25,34077
4/26/2013,2013,4,26,34228
4/27/2013,2013,4,27,36889
4/28/2013,2013,4,28,37912
4/29/2013,2013,4,29,37564
4/30/2013,2013,4,30,37717
5/1/2013,2013,5,1,35579
5/2/2013,2013,5,2,31215
5/3/2013,2013,5,3,31254
5/4/2013,2013,5,4,34468
5/5/2013,2013,5,5,35464
5/6/2013,2013,5,6,35613
5/7/2013,2013,5,7,35343
5/8/2013,2013,5,8,35510
5/9/2013,2013,5,9,36271
5/10/2013,2013,5,10,36898
5/11/2013,2013,5,11,40079
5/12/2013,2013,5,12,41385
5/13/2013,2013,5,13,40939
5/14/2013,2013,5,14,40561
5/15/2013,2013,5,15,39852
5/16/2013,2013,5,16,39568
5/17/2013,2013,5,17,38459
5/18/2013,2013,5,18,41084
5/19/2013,2013,5,19,41948
5/20/2013,2013,5,20,41403
5/21/2013,2013,5,21,41995
5/22/2013,2013,5,22,42074
5/23/2013,2013,5,23,42241
5/24/2013,2013,5,24,41495
5/25/2013,2013,5,25,43479
5/26/2013,2013,5,26,44308
5/27/2013,2013,5,27,43206
5/28/2013,2013,5,28,42477
5/29/2013,2013,5,29,42603
5/30/2013,2013,5,30,43247
5/31/2013,2013,5,31,43950
6/1/2013,2013,6,1,46392
6/2/2013,2013,6,2,46950
6/3/2013,2013,6,3,46970
6/4/2013,2013,6,4,45999
6/5/2013,2013,6,5,44821
6/6/2013,2013,6,6,44445
6/7/2013,2013,6,7,45191
6/8/2013,2013,6,8,47730
6/9/2013,2013,6,9,49015
6/10/2013,2013,6,10,48166
6/11/2013,2013,6,11,46316
6/12/2013,2013,6,12,45623
6/13/2013,2013,6,13,46122
6/14/2013,2013,6,14,45856
6/15/2013,2013,6,15,48497
6/16/2013,2013,6,16,49195
6/17/2013,2013,6,17,46829
6/18/2013,2013,6,18,44336
6/19/2013,2013,6,19,43213
6/20/2013,2013,6,20,42551
6/21/2013,2013,6,21,41963
6/22/2013,2013,6,22,43626
6/23/2013,2013,6,23,44500
6/24/2013,2013,6,24,42781
6/25/2013,2013,6,25,40627
6/26/2013,2013,6,26,39310
6/27/2013,2013,6,27,38213
6/28/2013,2013,6,28,36306
6/29/2013,2013,6,29,37304
6/30/2013,2013,6,30,37814
7/1/2013,2013,7,1,35091
7/2/2013,2013,7,2,32639
7/3/2013,2013,7,3,31290
7/4/2013,2013,7,4,29591
7/5/2013,2013,7,5,29281
7/6/2013,2013,7,6,31936
7/7/2013,2013,7,7,32924
7/8/2013,2013,7,8,31940
7/9/2013,2013,7,9,32203
7/10/2013,2013,7,10,32327
7/11/2013,2013,7,11,32290
7/12/2013,2013,7,12,31003
7/13/2013,2013,7,13,33852
7/14/2013,2013,7,14,34734
7/15/2013,2013,7,15,34492
7/16/2013,2013,7,16,34917
7/17/2013,2013,7,17,35144
7/18/2013,2013,7,18,36077
7/19/2013,2013,7,19,35174
7/20/2013,2013,7,20,37076
7/21/2013,2013,7,21,38153
7/22/2013,2013,7,22,37300
7/23/2013,2013,7,23,35845
7/24/2013,2013,7,24,34655
7/25/2013,2013,7,25,34177
7/26/2013,2013,7,26,32930
7/27/2013,2013,7,27,34740
7/28/2013,2013,7,28,35598
7/29/2013,2013,7,29,35306
7/30/2013,2013,7,30,34921
7/31/2013,2013,7,31,34948
8/1/2013,2013,8,1,35529
8/2/2013,2013,8,2,35013
8/3/2013,2013,8,3,37311
8/4/2013,2013,8,4,39089
8/5/2013,2013,8,5,37936
8/6/2013,2013,8,6,37019
8/7/2013,2013,8,7,37174
8/8/2013,2013,8,8,36705
8/9/2013,2013,8,9,35831
8/10/2013,2013,8,10,38542
8/11/2013,2013,8,11,39424
8/12/2013,2013,8,12,38385
8/13/2013,2013,8,13,37572
8/14/2013,2013,8,14,37076
8/15/2013,2013,8,15,38260
8/16/2013,2013,8,16,37699
8/17/2013,2013,8,17,40589
8/18/2013,2013,8,18,41761
8/19/2013,2013,8,19,40191
8/20/2013,2013,8,20,39514
8/21/2013,2013,8,21,38936
8/22/2013,2013,8,22,38283
8/23/2013,2013,8,23,37436
8/24/2013,2013,8,24,40199
8/25/2013,2013,8,25,41499
8/26/2013,2013,8,26,40425
8/27/2013,2013,8,27,40340
8/28/2013,2013,8,28,41014
8/29/2013,2013,8,29,40403
8/30/2013,2013,8,30,41036
8/31/2013,2013,8,31,43990
9/1/2013,2013,9,1,44829
9/2/2013,2013,9,2,43995
9/3/2013,2013,9,3,43314
9/4/2013,2013,9,4,43501
9/5/2013,2013,9,5,42710
9/6/2013,2013,9,6,42030
9/7/2013,2013,9,7,44221
9/8/2013,2013,9,8,44438
9/9/2013,2013,9,9,43311
9/10/2013,2013,9,10,42217
9/11/2013,2013,9,11,41966
9/12/2013,2013,9,12,40931
9/13/2013,2013,9,13,40011
9/14/2013,2013,9,14,42460
9/15/2013,2013,9,15,43361
9/16/2013,2013,9,16,41689
9/17/2013,2013,9,17,40407
9/18/2013,2013,9,18,39356
9/19/2013,2013,9,19,37856
9/20/2013,2013,9,20,37052
9/21/2013,2013,9,21,38540
9/22/2013,2013,9,22,39412
9/23/2013,2013,9,23,37629
9/24/2013,2013,9,24,35304
9/25/2013,2013,9,25,33308
9/26/2013,2013,9,26,31991
9/27/2013,2013,9,27,30222
9/28/2013,2013,9,28,30783
9/29/2013,2013,9,29,31054
9/30/2013,2013,9,30,28964
10/1/2013,2013,10,1,26819
10/2/2013,2013,10,2,24671
10/3/2013,2013,10,3,25110
10/4/2013,2013,10,4,22975
10/5/2013,2013,10,5,24196
10/6/2013,2013,10,6,24481
10/7/2013,2013,10,7,22409
10/8/2013,2013,10,8,19091
10/9/2013,2013,10,9,19302
10/10/2013,2013,10,10,17899
10/11/2013,2013,10,11,16977
10/12/2013,2013,10,12,19863
10/13/2013,2013,10,13,20862
10/14/2013,2013,10,14,19309
10/15/2013,2013,10,15,18907
10/16/2013,2013,10,16,18222
10/17/2013,2013,10,17,18829
10/18/2013,2013,10,18,19356
10/19/2013,2013,10,19,22589
10/20/2013,2013,10,20,23605
10/21/2013,2013,10,21,22328
10/22/2013,2013,10,22,21813
10/23/2013,2013,10,23,21638
10/24/2013,2013,10,24,21964
10/25/2013,2013,10,25,22684
10/26/2013,2013,10,26,26380
10/27/2013,2013,10,27,27888
10/28/2013,2013,10,28,27426
10/29/2013,2013,10,29,27836
10/30/2013,2013,10,30,28843
10/31/2013,2013,10,31,29140
11/1/2013,2013,11,1,27783
11/2/2013,2013,11,2,30188
11/3/2013,2013,11,3,30930
11/4/2013,2013,11,4,29798
11/5/2013,2013,11,5,28538
11/6/2013,2013,11,6,29453
11/7/2013,2013,11,7,30318
11/8/2013,2013,11,8,31269
11/9/2013,2013,11,9,33832
11/10/2013,2013,11,10,34978
11/11/2013,2013,11,11,34370
11/12/2013,2013,11,12,34367
11/13/2013,2013,11,13,34352
11/14/2013,2013,11,14,33260
11/15/2013,2013,11,15,33006
11/16/2013,2013,11,16,35829
11/17/2013,2013,11,17,37407
11/18/2013,2013,11,18,37168
11/19/2013,2013,11,19,37313
11/20/2013,2013,11,20,37137
11/21/2013,2013,11,21,38456
11/22/2013,2013,11,22,38894
11/23/2013,2013,11,23,41653
11/24/2013,2013,11,24,42556
11/25/2013,2013,11,25,42129
11/26/2013,2013,11,26,42082
11/27/2013,2013,11,27,42100
11/28/2013,2013,11,28,42543
11/29/2013,2013,11,29,41994
11/30/2013,2013,11,30,44695
12/1/2013,2013,12,1,45510
12/2/2013,2013,12,2,43836
12/3/2013,2013,12,3,42026
12/4/2013,2013,12,4,39766
12/5/2013,2013,12,5,38964
12/6/2013,2013,12,6,36883
12/7/2013,2013,12,7,39473
12/8/2013,2013,12,8,39774
12/9/2013,2013,12,9,36807
12/10/2013,2013,12,10,34559
12/11/2013,2013,12,11,32061
12/12/2013,2013,12,12,31385
12/13/2013,2013,12,13,31000
12/14/2013,2013,12,14,33603
12/15/2013,2013,12,15,34709
12/16/2013,2013,12,16,33563
12/17/2013,2013,12,17,33485
12/18/2013,2013,12,18,32719
12/19/2013,2013,12,19,32036
12/20/2013,2013,12,20,32262
12/21/2013,2013,12,21,34941
12/22/2013,2013,12,22,36305
12/23/2013,2013,12,23,35450
12/24/2013,2013,12,24,35268
12/25/2013,2013,12,25,35818
12/26/2013,2013,12,26,34997
12/27/2013,2013,12,27,35140
12/28/2013,2013,12,28,37687
