source,year,month,month_name,unit,patients
Ulsan,2021,12,December,4513.142449,1843
Ulsan,2022,1,January,5089.571251,2025
Ulsan,2022,2,February,4314.219079,1729
Ulsan,2022,3,March,4582.960182,1822
Ulsan,2022,4,April,4582.145542,1831
Ulsan,2022,5,May,4874.906825,1969
Ulsan,2022,6,June,4843.680775,1956
Ulsan,2022,7,July,4968.174471,1986
Ulsan,2022,8,August,5135.605029,2036
Ulsan,2022,9,September,4816.328166,1898
Ulsan,2022,10,October,4726.332961,1890
Ulsan,2022,11,November,4803.40854,1951
Ulsan,2022,12,December,4656.789163,1923
Western Seoul,2006,1,January,13642.24946,5441
Western Seoul,2006,2,February,12832.27159,5087
Western Seoul,2006,3,March,12786.23134,5003
Western Seoul,2006,4,April,11692.54688,4585
Western Seoul,2006,5,May,12425.94763,4880
Western Seoul,2006,6,June,12274.31815,4827
Western Seoul,2006,7,July,12927.37037,5152
Western Seoul,2006,8,August,13932.29717,5495
Western Seoul,2006,9,September,12207.43878,4710
Western Seoul,2006,10,October,11851.38024,4561
Western Seoul,2006,11,November,12281.54274,4788
Western Seoul,2006,12,December,12355.34156,4861
Western Seoul,2007,1,January,15995.59489,6480
Western Seoul,2007,2,February,12666.38027,5001
Western Seoul,2007,3,March,13947.03932,5470
Western Seoul,2007,4,April,13002.20394,5126
Western Seoul,2007,5,May,13494.48939,5302
Western Seoul,2007,6,June,12850.79793,5014
Western Seoul,2007,7,July,14105.65594,5558
Western Seoul,2007,8,August,14586.32192,5683
Western Seoul,2007,9,September,11909.8877,4523
Western Seoul,2007,10,October,13653.4766,5303
Western Seoul,2007,11,November,12629.3475,4925
Western Seoul,2007,12,December,12324.94642,4890
Western Seoul,2008,1,January,16242.96933,6718
Western Seoul,2008,2,February,12462.56636,5028
Western Seoul,2008,3,March,13652.09308,5522
Western Seoul,2008,4,April,12680.62026,5129
Western Seoul,2008,5,May,12610.17253,5100
Western Seoul,2008,6,June,13161.70282,5356
Western Seoul,2008,7,July,14197.10794,5857
Western Seoul,2008,8,August,13251.83096,5422
Western Seoul,2008,9,September,12342.94226,4934
Western Seoul,2008,10,October,10941.47887,4317
Western Seoul,2008,11,November,11743.65626,4781
Western Seoul,2008,12,December,12349.43413,5074
Western Seoul,2009,1,January,15972.18194,6531
Western Seoul,2009,2,February,15121.2419,6246
Western Seoul,2009,3,March,15452.12841,6269
Western Seoul,2009,4,April,14401.13503,5855
Western Seoul,2009,5,May,14025.92316,5735
Western Seoul,2009,6,June,14488.35869,5932
Western Seoul,2009,7,July,15900.351,6544
Western Seoul,2009,8,August,15735.20142,6453
Western Seoul,2009,9,September,14570.88758,5845
Western Seoul,2009,10,October,14433.28531,5792
Western Seoul,2009,11,November,13663.35565,5504
Western Seoul,2009,12,December,15052.11705,6212
Western Seoul,2010,1,January,17718.35658,7336
Western Seoul,2010,2,February,14408.71153,5907
Western Seoul,2010,3,March,16698.7239,6813
Western Seoul,2010,4,April,15074.39369,6136
Western Seoul,2010,5,May,14963.78521,6095
Western Seoul,2010,6,June,15557.07523,6352
Western Seoul,2010,7,July,15551.65987,6383
Western Seoul,2010,8,August,16068.06465,6669
Western Seoul,2010,9,September,13351.07724,5333
Western Seoul,2010,10,October,14187.71873,5739
Western Seoul,2010,11,November,14048.81028,5760
Western Seoul,2010,12,December,14330.78668,6023
Western Seoul,2011,1,January,17174.15369,7107
Western Seoul,2011,2,February,13880.51677,5719
Western Seoul,2011,3,March,16230.47292,6684
Western Seoul,2011,4,April,14353.47004,5942
Western Seoul,2011,5,May,14857.82573,6167
Western Seoul,2011,6,June,14781.07384,6104
Western Seoul,2011,7,July,14889.01478,6203
Western Seoul,2011,8,August,13784.27873,5722
Western Seoul,2011,9,September,11126.43275,4496
Western Seoul,2011,10,October,13539.9815,5590
Western Seoul,2011,11,November,13779.77683,5756
Western Seoul,2011,12,December,14164.70896,6027
Western Seoul,2012,1,January,17553.19848,7445
Western Seoul,2012,2,February,16254.01832,6894
Western Seoul,2012,3,March,15558.01872,6477
Western Seoul,2012,4,April,14598.24299,6125
Western Seoul,2012,5,May,15300.21957,6436
Western Seoul,2012,6,June,14578.15761,6052
Western Seoul,2012,7,July,16647.85173,6984
Western Seoul,2012,8,August,16143.21769,6732
Western Seoul,2012,9,September,13873.23396,5699
Western Seoul,2012,10,October,15315.61753,6378
Western Seoul,2012,11,November,14519.66469,6091
Western Seoul,2012,12,December,14145.87793,6036
Western Seoul,2013,1,January,18646.10729,7947
Western Seoul,2013,2,February,14623.99924,6103
Western Seoul,2013,3,March,15225.91436,6332
Western Seoul,2013,4,April,14655.83901,6128
Western Seoul,2013,5,May,14746.1791,6216
Western Seoul,2013,6,June,13950.40361,5858
Western Seoul,2013,7,July,15917.40234,6766
Western Seoul,2013,8,August,14880.68015,6252
Western Seoul,2013,9,September,13602.48093,5613
Western Seoul,2013,10,October,14346.35053,5993
Western Seoul,2013,11,November,13726.15911,5781
Western Seoul,2013,12,December,14909.40748,6410
Western Seoul,2014,1,January,16669.42453,7113
Western Seoul,2014,2,February,15760.93547,6769
Western Seoul,2014,3,March,15134.76501,6383
Western Seoul,2014,4,April,14283.79067,6000
Western Seoul,2014,5,May,13852.44737,5795
Western Seoul,2014,6,June,14048.43642,5855
Western Seoul,2014,7,July,15619.93969,6558
Western Seoul,2014,8,August,14773.03998,6174
Western Seoul,2014,9,September,14246.95634,5860
Western Seoul,2014,10,October,14093.13127,5839
Western Seoul,2014,11,November,13380.57483,5637
Western Seoul,2014,12,December,14583.12679,6254
Western Seoul,2015,1,January,16904.96982,7255
Western Seoul,2015,2,February,13069.3599,5516
Western Seoul,2015,3,March,15355.37936,6503
Western Seoul,2015,4,April,14090.41608,5929
Western Seoul,2015,5,May,13495.18933,5679
Western Seoul,2015,6,June,12221.69307,5053
Western Seoul,2015,7,July,14105.99676,5891
Western Seoul,2015,8,August,14681.83361,6230
Western Seoul,2015,9,September,13248.4752,5515
Western Seoul,2015,10,October,14158.54903,5939
Western Seoul,2015,11,November,14011.69041,5966
Western Seoul,2015,12,December,14695.15064,6372
Western Seoul,2016,1,January,17061.37993,7346
Western Seoul,2016,2,February,14377.79057,6130
Western Seoul,2016,3,March,16097.1916,6842
Western Seoul,2016,4,April,13949.25777,5910
Western Seoul,2016,5,May,14913.89703,6377
Western Seoul,2016,6,June,14310.3068,6013
Western Seoul,2016,7,July,14648.99564,6138
Western Seoul,2016,8,August,15126.9615,6384
Western Seoul,2016,9,September,13496.69602,5555
Western Seoul,2016,10,October,13847.86493,5793
Western Seoul,2016,11,November,14237.54515,5992
Western Seoul,2016,12,December,14379.8606,6202
Western Seoul,2017,1,January,16442.73211,7148
Western Seoul,2017,2,February,14682.58006,6390
Western Seoul,2017,3,March,15188.76657,6523
Western Seoul,2017,4,April,13918.38261,5969
Western Seoul,2017,5,May,14792.45995,6360
Western Seoul,2017,6,June,14341.23237,6159
Western Seoul,2017,7,July,15052.81109,6543
Western Seoul,2017,8,August,15361.96212,6642
Western Seoul,2017,9,September,14237.31521,6080
Western Seoul,2017,10,October,13078.81932,5601
Western Seoul,2017,11,November,14327.98029,6225
Western Seoul,2017,12,December,13748.10067,6046
Western Seoul,2018,1,January,17746.56748,7845
Western Seoul,2018,2,February,13313.55347,5807
Western Seoul,2018,3,March,15001.10884,6516
Western Seoul,2018,4,April,14519.91414,6333
Western Seoul,2018,5,May,14717.96521,6435
Western Seoul,2018,6,June,13635.30742,5930
Western Seoul,2018,7,July,15510.45906,6835
Western Seoul,2018,8,August,14975.40026,6571
Western Seoul,2018,9,September,12787.73169,5524
Western Seoul,2018,10,October,14729.79356,6412
Western Seoul,2018,11,November,14349.8465,6272
Western Seoul,2018,12,December,14199.44153,6342
Western Seoul,2019,1,January,18199.00349,8040
Western Seoul,2019,2,February,14016.10345,6139
Western Seoul,2019,3,March,15378.12549,6743
Western Seoul,2019,4,April,15175.29476,6655
Western Seoul,2019,5,May,15367.9438,6773
Western Seoul,2019,6,June,14400.08514,6323
Western Seoul,2019,7,July,16506.14181,7324
Western Seoul,2019,8,August,15251.9675,6738
Western Seoul,2019,9,September,14473.77525,6341
Western Seoul,2019,10,October,14813.4556,6433
Western Seoul,2019,11,November,14812.61408,6541
Western Seoul,2019,12,December,15307.37752,6886
Western Seoul,2020,1,January,16248.00523,7146
Western Seoul,2020,2,February,13988.42292,6189
Western Seoul,2020,3,March,13506.10755,5897
Western Seoul,2020,4,April,13019.81736,5615
Western Seoul,2020,5,May,14141.05082,6184
Western Seoul,2020,6,June,15024.21179,6610
Western Seoul,2020,7,July,15333.82225,6734
Western Seoul,2020,8,August,13819.73783,6026
Western Seoul,2020,9,September,13461.75727,5807
Western Seoul,2020,10,October,14227.33052,6193
Western Seoul,2020,11,November,14446.12142,6375
Western Seoul,2020,12,December,14441.57942,6449
Western Seoul,2021,1,January,16138.33622,7074
Western Seoul,2021,2,February,13466.34796,5887
Western Seoul,2021,3,March,16642.57108,7325
Western Seoul,2021,4,April,15378.67672,6751
Western Seoul,2021,5,May,14808.0805,6491
Western Seoul,2021,6,June,15461.83486,6789
Western Seoul,2021,7,July,15798.71653,6941
Western Seoul,2021,8,August,15646.32953,6889
Western Seoul,2021,9,September,14164.10158,6168
Western Seoul,2021,10,October,14915.3133,6549
Western Seoul,2021,11,November,15524.15085,6859
Western Seoul,2021,12,December,14847.83613,6730
Western Seoul,2022,1,January,16793.0827,7220
Western Seoul,2022,2,February,14339.64382,6190
Western Seoul,2022,3,March,15272.40221,6552
Western Seoul,2022,4,April,15270.16561,6581
Western Seoul,2022,5,May,16353.99834,7121
Western Seoul,2022,6,June,16098.78898,7032
Western Seoul,2022,7,July,16263.73663,7054
Western Seoul,2022,8,August,16707.05675,7210
Western Seoul,2022,9,September,15603.04913,6688
Western Seoul,2022,10,October,15674.3271,6786
Western Seoul,2022,11,November,16155.26541,7072
Western Seoul,2022,12,December,15689.8425,6999
