city,year,month,composition_rate,total_unit,women_unit,men_unit
Ulsan,2021,11,8.7,7280.0,1709.0,5571.0
Ulsan,2021,12,9.0,7525.0,1829.0,5696.0
Ulsan,2021,2,7.4,6211.0,1400.0,4811.0
Ulsan,2021,3,8.8,7388.0,1730.0,5658.0
Ulsan,2021,4,8.6,7187.0,1630.0,5557.0
Ulsan,2021,5,9.2,7658.0,1864.0,5794.0
Ulsan,2021,6,8.0,6651.0,1673.0,4978.0
Ulsan,2021,7,8.6,7151.0,1887.0,5264.0
Ulsan,2021,8,7.9,6596.0,1513.0,5083.0
Ulsan,2021,9,7.9,6569.0,1589.0,4980.0
Ulsan,2022,1,6.7,5797.0,1098.0,4699.0
Ulsan,2022,10,9.6,8382.0,2491.0,5891.0
Ulsan,2022,11,9.0,7851.0,1980.0,5871.0
Ulsan,2022,12,10.7,9335.0,2396.0,6939.0
Ulsan,2022,2,6.4,5543.0,1480.0,4063.0
Ulsan,2022,3,6.4,5595.0,1491.0,4104.0
Ulsan,2022,4,8.4,7325.0,2065.0,5260.0
Ulsan,2022,5,9.4,8199.0,2087.0,6112.0
Ulsan,2022,6,8.0,6928.0,1818.0,5110.0
Ulsan,2022,7,7.8,6828.0,1777.0,5051.0
Ulsan,2022,8,8.9,7758.0,2210.0,5548.0
Ulsan,2022,9,8.7,7578.0,2043.0,5535.0
Ulsan,2023,1,7.3,7240.0,1645.0,5595.0
Ulsan,2023,10,8.4,8371.0,2243.0,6128.0
Ulsan,2023,11,9.2,9143.0,2146.0,6997.0
Ulsan,2023,12,9.0,8938.0,2122.0,6816.0
Ulsan,2023,2,7.6,7542.0,1898.0,5644.0
Ulsan,2023,3,7.9,7814.0,1858.0,5956.0
Ulsan,2023,4,8.4,8341.0,1979.0,6362.0
Ulsan,2023,5,8.5,8448.0,2432.0,6016.0
Ulsan,2023,6,8.3,8213.0,2118.0,6095.0
Ulsan,2023,7,8.2,8142.0,2163.0,5979.0
Ulsan,2023,8,9.0,8900.0,2560.0,6340.0
Ulsan,2023,9,8.2,8169.0,2347.0,5822.0
Seoul,2006,1,30.4,57868.0,10432.0,47436.0
Seoul,2006,2,32.6,61420.0,12250.0,49170.0
Seoul,2006,3,35.3,66112.0,12866.0,53246.0
Seoul,2006,4,34.5,64646.0,14658.0,49988.0
Seoul,2006,5,36.6,68775.0,14898.0,53877.0
Seoul,2006,6,34.2,64239.0,14594.0,49645.0
Seoul,2006,7,32.7,61863.0,12721.0,49142.0
Seoul,2006,8,34.3,64325.0,12010.0,52315.0
Seoul,2006,9,29.9,56435.0,12704.0,43731.0
Seoul,2006,10,32.0,59806.0,14448.0,45358.0
Seoul,2006,11,32.0,59701.0,15215.0,44486.0
Seoul,2006,12,35.4,65702.0,13182.0,52520.0
Seoul,2007,1,37.8,65898.0,14078.0,51820.0
Seoul,2007,2,35.1,61308.0,13686.0,47622.0
Seoul,2007,3,31.9,55625.0,13049.0,42576.0
Seoul,2007,4,33.7,58718.0,15409.0,43309.0
Seoul,2007,5,36.8,64198.0,17306.0,46892.0
Seoul,2007,6,34.1,59445.0,15917.0,43528.0
Seoul,2007,7,34.0,59096.0,15491.0,43605.0
Seoul,2007,8,31.7,55232.0,13673.0,41559.0
Seoul,2007,9,25.0,43547.0,11451.0,32096.0
Seoul,2007,10,35.3,61393.0,16974.0,44419.0
Seoul,2007,11,32.3,56365.0,16454.0,39911.0
Seoul,2007,12,32.6,56678.0,15611.0,41067.0
Seoul,2008,1,39.0,74810.0,16668.0,58142.0
Seoul,2008,2,26.8,51348.0,15109.0,36239.0
Seoul,2008,3,32.7,62490.0,16982.0,45508.0
Seoul,2008,4,32.2,61590.0,17420.0,44170.0
Seoul,2008,5,33.6,64288.0,19086.0,45202.0
Seoul,2008,6,31.3,59893.0,16603.0,43290.0
Seoul,2008,7,35.1,67113.0,18027.0,49086.0
Seoul,2008,8,34.2,65398.0,17473.0,47925.0
Seoul,2008,9,32.6,61963.0,16739.0,45224.0
Seoul,2008,10,34.1,65011.0,18950.0,46061.0
Seoul,2008,11,32.6,62181.0,18864.0,43317.0
Seoul,2008,12,35.7,68020.0,19542.0,48478.0
Seoul,2009,1,31.3,64222.0,16727.0,47495.0
Seoul,2009,2,30.6,62939.0,18540.0,44399.0
Seoul,2009,3,32.2,66304.0,18985.0,47319.0
Seoul,2009,4,32.8,67594.0,20262.0,47332.0
Seoul,2009,5,37.2,76590.0,23374.0,53216.0
Seoul,2009,6,34.6,71147.0,20993.0,50154.0
Seoul,2009,7,36.3,74736.0,21392.0,53344.0
Seoul,2009,8,35.1,72010.0,20938.0,51072.0
Seoul,2009,9,32.7,67039.0,18259.0,48780.0
Seoul,2009,10,30.2,62224.0,17059.0,45165.0
Seoul,2009,11,35.5,72872.0,20360.0,52512.0
Seoul,2009,12,32.0,65785.0,19517.0,46268.0
Seoul,2010,1,41.0,70578.0,19453.0,51125.0
Seoul,2010,2,35.7,63205.0,17510.0,45695.0
Seoul,2010,3,38.1,67031.0,18256.0,48775.0
Seoul,2010,4,37.4,64962.0,19174.0,45788.0
Seoul,2010,5,41.6,72940.0,21740.0,51200.0
Seoul,2010,6,40.6,72912.0,23507.0,49405.0
Seoul,2010,7,30.3,72679.0,23951.0,48728.0
Seoul,2010,8,29.4,70616.0,23533.0,47083.0
Seoul,2010,9,24.6,59259.0,19018.0,40241.0
Seoul,2010,10,25.9,62451.0,19791.0,42660.0
Seoul,2010,11,27.9,67161.0,20894.0,46267.0
Seoul,2010,12,27.6,66430.0,21665.0,44765.0
Seoul,2011,1,24.9,62700.0,18982.0,43718.0
Seoul,2011,2,22.7,57294.0,18801.0,38493.0
Seoul,2011,3,25.2,63047.0,19277.0,43770.0
Seoul,2011,4,23.8,59768.0,19460.0,40308.0
Seoul,2011,5,27.2,68537.0,22950.0,45587.0
Seoul,2011,6,23.2,58146.0,19146.0,39000.0
Seoul,2011,7,25.0,63132.0,20796.0,42336.0
Seoul,2011,8,26.2,66122.0,20951.0,45171.0
Seoul,2011,9,23.4,58935.0,19014.0,39921.0
Seoul,2011,10,23.8,60135.0,19127.0,41008.0
Seoul,2011,11,27.8,70084.0,23389.0,46695.0
Seoul,2011,12,26.5,66695.0,22047.0,44648.0
Seoul,2012,1,24.3,63856.0,17931.0,45925.0
Seoul,2012,2,26.8,70268.0,22658.0,47610.0
Seoul,2012,3,24.6,64791.0,20453.0,44338.0
Seoul,2012,4,22.9,59916.0,17556.0,42360.0
Seoul,2012,5,28.1,73739.0,24255.0,49484.0
Seoul,2012,6,23.9,62555.0,20112.0,42443.0
Seoul,2012,7,27.5,72446.0,23398.0,49048.0
Seoul,2012,8,25.0,65950.0,20413.0,45537.0
Seoul,2012,9,22.1,57957.0,17550.0,40407.0
Seoul,2012,10,25.0,65759.0,20815.0,44944.0
Seoul,2012,11,26.7,70742.0,24769.0,45973.0
Seoul,2012,12,23.0,60196.0,19008.0,41188.0
Seoul,2013,1,26.1,72412.0,21336.0,51076.0
Seoul,2013,2,20.8,57788.0,17682.0,40106.0
Seoul,2013,3,23.9,66267.0,19096.0,47171.0
Seoul,2013,4,23.3,64829.0,18322.0,46507.0
Seoul,2013,5,25.4,70665.0,21724.0,48941.0
Seoul,2013,6,25.4,70588.0,22341.0,48247.0
Seoul,2013,7,27.2,75421.0,22424.0,52997.0
Seoul,2013,8,27.7,77065.0,23158.0,53907.0
Seoul,2013,9,22.4,62141.0,17881.0,44260.0
Seoul,2013,10,25.4,70450.0,22293.0,48157.0
Seoul,2013,11,27.1,75503.0,24476.0,51027.0
Seoul,2013,12,25.2,70075.0,22323.0,47752.0
Seoul,2014,1,23.7,68765.0,19695.0,49070.0
Seoul,2014,2,23.8,69230.0,20333.0,48897.0
Seoul,2014,3,25.6,74876.0,20473.0,54403.0
Seoul,2014,4,23.6,68899.0,19758.0,49141.0
Seoul,2014,5,27.3,80154.0,25805.0,54349.0
Seoul,2014,6,23.9,69800.0,21446.0,48354.0
Seoul,2014,7,28.5,83785.0,24356.0,59429.0
Seoul,2014,8,25.5,75466.0,21934.0,53532.0
Seoul,2014,9,22.7,66919.0,20038.0,46881.0
Seoul,2014,10,25.0,73412.0,21396.0,52016.0
Seoul,2014,11,26.1,77040.0,24066.0,52974.0
Seoul,2014,12,24.4,71340.0,22165.0,49175.0
Seoul,2015,1,26.7,76236.0,20515.0,55721.0
Seoul,2015,2,21.5,61589.0,17699.0,43890.0
Seoul,2015,3,25.6,73028.0,20811.0,52217.0
Seoul,2015,4,24.3,68977.0,20178.0,48799.0
Seoul,2015,5,26.3,75086.0,22715.0,52371.0
Seoul,2015,6,23.9,68403.0,20706.0,47697.0
Seoul,2015,7,26.7,75823.0,22037.0,53786.0
Seoul,2015,8,25.7,73245.0,22439.0,50806.0
Seoul,2015,9,23.8,67766.0,20296.0,47470.0
Seoul,2015,10,26.5,75450.0,22179.0,53271.0
Seoul,2015,11,24.5,69950.0,21655.0,48295.0
Seoul,2015,12,24.5,69647.0,20193.0,49454.0
Seoul,2016,1,28.7,76264.0,19597.0,56667.0
Seoul,2016,2,23.0,61091.0,15796.0,45295.0
Seoul,2016,3,27.0,71623.0,19928.0,51695.0
Seoul,2016,4,23.2,61312.0,15961.0,45351.0
Seoul,2016,5,25.2,67048.0,19509.0,47539.0
Seoul,2016,6,22.1,58488.0,16106.0,42382.0
Seoul,2016,7,24.9,65808.0,18987.0,46821.0
Seoul,2016,8,23.4,61275.0,15914.0,45361.0
Seoul,2016,9,21.7,56858.0,15400.0,41458.0
Seoul,2016,10,26.8,70315.0,19679.0,50636.0
Seoul,2016,11,26.2,69138.0,19956.0,49182.0
Seoul,2016,12,27.5,72487.0,18881.0,53606.0
Seoul,2017,1,24.7,66245.0,15646.0,50599.0
Seoul,2017,2,24.2,64787.0,16144.0,48643.0
Seoul,2017,3,25.9,69254.0,17064.0,52190.0
Seoul,2017,4,22.8,60974.0,16718.0,44256.0
Seoul,2017,5,27.3,73293.0,20991.0,52302.0
Seoul,2017,6,23.3,62335.0,16366.0,45969.0
Seoul,2017,7,27.8,74594.0,21040.0,53554.0
Seoul,2017,8,25.8,69017.0,18701.0,50316.0
Seoul,2017,9,23.3,62544.0,17709.0,44835.0
Seoul,2017,10,22.8,61089.0,16691.0,44398.0
Seoul,2017,11,25.5,68751.0,19168.0,49583.0
Seoul,2017,12,26.4,70847.0,19147.0,51700.0
Seoul,2018,1,27.1,70282.0,17637.0,52645.0
Seoul,2018,2,23.7,61227.0,15116.0,46111.0
Seoul,2018,3,27.7,71534.0,17339.0,54195.0
Seoul,2018,4,24.5,62997.0,17888.0,45109.0
Seoul,2018,5,26.0,67582.0,18966.0,48616.0
Seoul,2018,6,23.7,61313.0,17258.0,44055.0
Seoul,2018,7,26.1,67246.0,18080.0,49166.0
Seoul,2018,8,23.3,60455.0,15785.0,44670.0
Seoul,2018,9,23.0,59638.0,16362.0,43276.0
Seoul,2018,10,24.4,62955.0,16844.0,46111.0
Seoul,2018,11,26.5,68653.0,18301.0,50352.0
Seoul,2018,12,24.0,62239.0,15972.0,46267.0
Seoul,2019,1,28.3,68351.0,16252.0,52099.0
Seoul,2019,2,23.3,56429.0,13664.0,42765.0
Seoul,2019,3,25.2,60939.0,14084.0,46855.0
Seoul,2019,4,23.3,56297.0,14597.0,41700.0
Seoul,2019,5,27.3,66066.0,20383.0,45683.0
Seoul,2019,6,23.7,57492.0,16092.0,41400.0
Seoul,2019,7,26.0,62927.0,18654.0,44273.0
Seoul,2019,8,24.2,58551.0,17440.0,41111.0
Seoul,2019,9,21.4,51552.0,14186.0,37366.0
Seoul,2019,10,25.6,61874.0,18402.0,43472.0
Seoul,2019,11,26.3,63496.0,16604.0,46892.0
Seoul,2019,12,25.4,61651.0,15832.0,45819.0
Seoul,2020,1,26.7,57266.0,12772.0,44494.0
Seoul,2020,2,25.0,53867.0,14151.0,39716.0
Seoul,2020,3,25.0,53457.0,12692.0,40765.0
Seoul,2020,4,24.0,51752.0,11942.0,39810.0
Seoul,2020,5,26.7,57321.0,16562.0,40759.0
Seoul,2020,6,27.4,58791.0,14817.0,43974.0
Seoul,2020,7,25.5,54789.0,15783.0,39006.0
Seoul,2020,8,23.7,50872.0,14549.0,36323.0
Seoul,2020,9,23.1,49615.0,14014.0,35601.0
Seoul,2020,10,23.7,50870.0,14160.0,36710.0
Seoul,2020,11,23.5,50514.0,13823.0,36691.0
Seoul,2020,12,25.6,54999.0,15503.0,39496.0
Seoul,2021,1,25.4,52924.0,13188.0,39736.0
Seoul,2021,2,22.4,46437.0,11759.0,34678.0
Seoul,2021,3,26.3,54766.0,14235.0,40531.0
Seoul,2021,4,25.1,52170.0,13611.0,38559.0
Seoul,2021,5,25.9,53526.0,14356.0,39170.0
Seoul,2021,6,25.3,52589.0,14509.0,38080.0
Seoul,2021,7,23.5,48998.0,14684.0,34314.0
Seoul,2021,8,24.4,50581.0,14503.0,36078.0
Seoul,2021,9,23.4,48733.0,12527.0,36206.0
Seoul,2021,10,24.5,51049.0,14118.0,36931.0
Seoul,2021,11,26.2,54518.0,14546.0,39972.0
Seoul,2021,12,27.5,57134.0,15563.0,41571.0
Seoul,2022,1,22.3,47949.0,11402.0,36547.0
Seoul,2022,2,20.6,44137.0,12747.0,31390.0
Seoul,2022,3,21.7,46834.0,13967.0,32867.0
Seoul,2022,4,25.8,55514.0,18114.0,37400.0
Seoul,2022,5,27.5,58958.0,17204.0,41754.0
Seoul,2022,6,24.0,51406.0,15192.0,36214.0
Seoul,2022,7,25.3,54116.0,16291.0,37825.0
Seoul,2022,8,24.7,52970.0,17035.0,35935.0
Seoul,2022,9,25.8,55294.0,17843.0,37451.0
Seoul,2022,10,26.1,56199.0,17069.0,39130.0
Seoul,2022,11,27.5,59402.0,16843.0,42559.0
Seoul,2022,12,28.4,60935.0,15235.0,45700.0
Seoul,2023,1,22.8,52197.0,13009.0,39188.0
Seoul,2023,2,22.4,51256.0,14417.0,36839.0
Seoul,2023,3,26.0,59628.0,14967.0,44661.0
Seoul,2023,4,23.8,54504.0,16123.0,38381.0
Seoul,2023,5,25.1,57523.0,16593.0,40930.0
Seoul,2023,6,25.6,58406.0,17218.0,41188.0
Seoul,2023,7,26.7,60938.0,19721.0,41217.0
Seoul,2023,8,25.9,59226.0,18746.0,40480.0
Seoul,2023,9,23.6,54194.0,15536.0,38658.0
Seoul,2023,10,24.0,54715.0,14093.0,40622.0
Seoul,2023,11,26.6,60807.0,15981.0,44826.0
Seoul,2023,12,27.6,63107.0,16483.0,46624.0
