city,year,month,composition_rate,total_unit,women_unit,men_unit
Daegu/Gyeongbuk,2008,6,8.1,15138.0,5240.0,9898.0
Daegu/Gyeongbuk,2008,7,7.9,14880.0,3915.0,10965.0
Daegu/Gyeongbuk,2008,8,8.2,15369.0,3870.0,11499.0
Daegu/Gyeongbuk,2008,9,8.6,16253.0,5337.0,10916.0
Daegu/Gyeongbuk,2009,1,7.5,16187.0,4026.0,12161.0
Daegu/Gyeongbuk,2009,10,7.3,15820.0,4965.0,10855.0
Daegu/Gyeongbuk,2009,11,8.7,18821.0,5304.0,13517.0
Daegu/Gyeongbuk,2009,12,8.3,17987.0,5145.0,12842.0
Daegu/Gyeongbuk,2009,2,8.0,17169.0,4742.0,12427.0
Daegu/Gyeongbuk,2009,3,8.8,18997.0,5854.0,13143.0
Daegu/Gyeongbuk,2009,4,8.1,17394.0,4743.0,12651.0
Daegu/Gyeongbuk,2009,5,9.3,20013.0,6187.0,13826.0
Daegu/Gyeongbuk,2009,6,8.0,17137.0,5459.0,11678.0
Daegu/Gyeongbuk,2009,7,8.9,19094.0,5639.0,13455.0
Daegu/Gyeongbuk,2009,8,9.1,19636.0,5733.0,13903.0
Daegu/Gyeongbuk,2009,9,8.0,17224.0,6054.0,11170.0
Daegu/Gyeongbuk,2010,1,8,17046.0,4092.0,12954.0
Daegu/Gyeongbuk,2010,10,7.9,16829.0,5704.0,11125.0
Daegu/Gyeongbuk,2010,11,8.7,18559.0,5998.0,12561.0
Daegu/Gyeongbuk,2010,12,8.6,18369.0,5672.0,12697.0
Daegu/Gyeongbuk,2010,2,7.1,15204.0,4452.0,10752.0
Daegu/Gyeongbuk,2010,3,8.6,18356.0,5311.0,13045.0
Daegu/Gyeongbuk,2010,4,8.5,18096.0,4930.0,13166.0
Daegu/Gyeongbuk,2010,5,8.7,18568.0,6652.0,11916.0
Daegu/Gyeongbuk,2010,6,8.6,18307.0,6604.0,11703.0
Daegu/Gyeongbuk,2010,7,8.5,18208.0,5405.0,12803.0
Daegu/Gyeongbuk,2010,8,8.8,18757.0,6025.0,12732.0
Daegu/Gyeongbuk,2010,9,8,16970.0,5857.0,11113.0
Daegu/Gyeongbuk,2011,1,7.8,16594.0,4279.0,12315.0
Daegu/Gyeongbuk,2011,10,7.8,16506.0,5686.0,10820.0
Daegu/Gyeongbuk,2011,11,9.4,19972.0,7453.0,12519.0
Daegu/Gyeongbuk,2011,12,9.1,19254.0,6157.0,13097.0
Daegu/Gyeongbuk,2011,2,7.2,15169.0,4759.0,10410.0
Daegu/Gyeongbuk,2011,3,8.4,17791.0,5612.0,12179.0
Daegu/Gyeongbuk,2011,4,8.3,17565.0,5124.0,12441.0
Daegu/Gyeongbuk,2011,5,9.0,19143.0,7121.0,12022.0
Daegu/Gyeongbuk,2011,6,8.2,17367.0,6201.0,11166.0
Daegu/Gyeongbuk,2011,7,8.3,17483.0,5411.0,12072.0
Daegu/Gyeongbuk,2011,8,8.9,18746.0,5778.0,12968.0
Daegu/Gyeongbuk,2011,9,7.6,16133.0,5751.0,10382.0
Daegu/Gyeongbuk,2012,1,7.6,17341.0,4271.0,13070.0
Daegu/Gyeongbuk,2012,10,8.6,19535.0,6834.0,12701.0
Daegu/Gyeongbuk,2012,11,9.4,21235.0,8028.0,13207.0
Daegu/Gyeongbuk,2012,12,7.9,17901.0,5724.0,12177.0
Daegu/Gyeongbuk,2012,2,8.5,19317.0,6348.0,12969.0
Daegu/Gyeongbuk,2012,3,8.2,18592.0,6373.0,12219.0
Daegu/Gyeongbuk,2012,4,8.5,19200.0,5524.0,13676.0
Daegu/Gyeongbuk,2012,5,9.4,21419.0,7767.0,13652.0
Daegu/Gyeongbuk,2012,6,7.6,17198.0,6361.0,10837.0
Daegu/Gyeongbuk,2012,7,7.8,17688.0,5522.0,12166.0
Daegu/Gyeongbuk,2012,8,8.2,18673.0,5197.0,13476.0
Daegu/Gyeongbuk,2012,9,8.3,18725.0,6832.0,11893.0
Daegu/Gyeongbuk,2013,1,8.3,20204.0,4960.0,15244.0
Daegu/Gyeongbuk,2013,10,8.8,21431.0,7369.0,14062.0
Daegu/Gyeongbuk,2013,11,9.7,23817.0,8720.0,15097.0
Daegu/Gyeongbuk,2013,12,8.3,20379.0,6497.0,13882.0
Daegu/Gyeongbuk,2013,2,6.7,16292.0,4653.0,11639.0
Daegu/Gyeongbuk,2013,3,8.0,19469.0,5697.0,13772.0
Daegu/Gyeongbuk,2013,4,8.8,21646.0,6540.0,15106.0
Daegu/Gyeongbuk,2013,5,9.2,22470.0,8886.0,13584.0
Daegu/Gyeongbuk,2013,6,7.4,18012.0,6605.0,11407.0
Daegu/Gyeongbuk,2013,7,8.4,20469.0,5595.0,14874.0
Daegu/Gyeongbuk,2013,8,8.4,20472.0,5938.0,14534.0
Daegu/Gyeongbuk,2013,9,8.2,20089.0,7284.0,12805.0
Daegu/Gyeongbuk,2014,1,7.7,20283.0,5070.0,15213.0
Daegu/Gyeongbuk,2014,10,8.6,22718.0,8674.0,14044.0
Daegu/Gyeongbuk,2014,11,9.1,23925.0,7843.0,16082.0
Daegu/Gyeongbuk,2014,12,9.1,23872.0,7811.0,16061.0
Daegu/Gyeongbuk,2014,2,6.9,18176.0,5496.0,12680.0
Daegu/Gyeongbuk,2014,3,8.6,22759.0,7445.0,15314.0
Daegu/Gyeongbuk,2014,4,8.4,22083.0,6900.0,15183.0
Daegu/Gyeongbuk,2014,5,9.8,25737.0,9196.0,16541.0
Daegu/Gyeongbuk,2014,6,7.1,18738.0,6536.0,12202.0
Daegu/Gyeongbuk,2014,7,8.7,22838.0,6872.0,15966.0
Daegu/Gyeongbuk,2014,8,8.2,21497.0,6323.0,15174.0
Daegu/Gyeongbuk,2014,9,8.0,21139.0,7193.0,13946.0
Daegu/Gyeongbuk,2015,1,8.4,21740.0,5484.0,16256.0
Daegu/Gyeongbuk,2015,10,9.1,23802.0,8244.0,15558.0
Daegu/Gyeongbuk,2015,11,8.9,23142.0,8157.0,14985.0
Daegu/Gyeongbuk,2015,12,7.8,20307.0,6191.0,14116.0
Daegu/Gyeongbuk,2015,2,7.2,18616.0,4977.0,13639.0
Daegu/Gyeongbuk,2015,3,8.8,22959.0,7625.0,15334.0
Daegu/Gyeongbuk,2015,4,8.4,21872.0,7600.0,14272.0
Daegu/Gyeongbuk,2015,5,8.9,23114.0,7335.0,15779.0
Daegu/Gyeongbuk,2015,6,7.7,20104.0,6603.0,13501.0
Daegu/Gyeongbuk,2015,7,9.0,23384.0,6409.0,16975.0
Daegu/Gyeongbuk,2015,8,7.9,20470.0,5945.0,14525.0
Daegu/Gyeongbuk,2015,9,8.0,20717.0,7973.0,12744.0
Daegu/Gyeongbuk,2016,1,8.0,18967.0,4643.0,14324.0
Daegu/Gyeongbuk,2016,10,8.7,20511.0,6372.0,14139.0
Daegu/Gyeongbuk,2016,11,9.2,21751.0,7008.0,14743.0
Daegu/Gyeongbuk,2016,12,9.1,21509.0,5942.0,15567.0
Daegu/Gyeongbuk,2016,2,7.2,16956.0,4667.0,12289.0
Daegu/Gyeongbuk,2016,3,8.8,20829.0,6267.0,14562.0
Daegu/Gyeongbuk,2016,4,8.6,20312.0,5811.0,14501.0
Daegu/Gyeongbuk,2016,5,8.6,20312.0,6164.0,14148.0
Daegu/Gyeongbuk,2016,6,7.3,17402.0,5074.0,12328.0
Daegu/Gyeongbuk,2016,7,8.2,19446.0,5518.0,13928.0
Daegu/Gyeongbuk,2016,8,8.2,19414.0,4945.0,14469.0
Daegu/Gyeongbuk,2016,9,8.2,19486.0,6060.0,13426.0
Daegu/Gyeongbuk,2017,1,7.1,17099.0,3960.0,13139.0
Daegu/Gyeongbuk,2017,10,7.5,18072.0,5036.0,13036.0
Daegu/Gyeongbuk,2017,11,8.6,20677.0,6263.0,14414.0
Daegu/Gyeongbuk,2017,12,9.0,21744.0,6391.0,15353.0
Daegu/Gyeongbuk,2017,2,7.5,17997.0,4857.0,13140.0
Daegu/Gyeongbuk,2017,3,8.8,21158.0,6289.0,14869.0
Daegu/Gyeongbuk,2017,4,7.9,19006.0,5529.0,13477.0
Daegu/Gyeongbuk,2017,5,9.7,23245.0,6476.0,16769.0
Daegu/Gyeongbuk,2017,6,8.1,19493.0,5645.0,13848.0
Daegu/Gyeongbuk,2017,7,8.5,20529.0,5779.0,14750.0
Daegu/Gyeongbuk,2017,8,8.5,20430.0,5360.0,15070.0
Daegu/Gyeongbuk,2017,9,8.9,21324.0,6611.0,14713.0
Daegu/Gyeongbuk,2018,1,7.7,18898.0,4402.0,14496.0
Daegu/Gyeongbuk,2018,10,8.8,21678.0,6441.0,15237.0
Daegu/Gyeongbuk,2018,11,10.0,24693.0,7555.0,17138.0
Daegu/Gyeongbuk,2018,12,8.7,21371.0,5880.0,15491.0
Daegu/Gyeongbuk,2018,2,6.7,16506.0,4343.0,12163.0
Daegu/Gyeongbuk,2018,3,8.7,21305.0,6312.0,14993.0
Daegu/Gyeongbuk,2018,4,8.2,20156.0,5839.0,14317.0
Daegu/Gyeongbuk,2018,5,9.2,22584.0,7152.0,15432.0
Daegu/Gyeongbuk,2018,6,7.9,19483.0,5223.0,14260.0
Daegu/Gyeongbuk,2018,7,8.0,19644.0,5036.0,14608.0
Daegu/Gyeongbuk,2018,8,8.4,20555.0,5499.0,15056.0
Daegu/Gyeongbuk,2018,9,7.8,19282.0,5764.0,13518.0
Daegu/Gyeongbuk,2019,1,8.4,19477.0,4802.0,14675.0
Daegu/Gyeongbuk,2019,10,8.3,19240.0,5375.0,13865.0
Daegu/Gyeongbuk,2019,11,8.8,20480.0,6146.0,14334.0
Daegu/Gyeongbuk,2019,12,8.6,19983.0,5185.0,14798.0
Daegu/Gyeongbuk,2019,2,6.9,16014.0,4172.0,11842.0
Daegu/Gyeongbuk,2019,3,8.6,20039.0,6014.0,14025.0
Daegu/Gyeongbuk,2019,4,8.6,19916.0,5607.0,14309.0
Daegu/Gyeongbuk,2019,5,9.0,21010.0,6581.0,14429.0
Daegu/Gyeongbuk,2019,6,8.3,19225.0,5494.0,13731.0
Daegu/Gyeongbuk,2019,7,8.8,20463.0,5449.0,15014.0
Daegu/Gyeongbuk,2019,8,8.2,19117.0,5193.0,13924.0
Daegu/Gyeongbuk,2019,9,7.5,17517.0,5173.0,12344.0
Daegu/Gyeongbuk,2020,1,8.8,17335.0,4242.0,13093.0
Daegu/Gyeongbuk,2020,10,9.2,17976.0,5272.0,12704.0
Daegu/Gyeongbuk,2020,11,10.0,19578.0,5720.0,13858.0
Daegu/Gyeongbuk,2020,12,10.1,19904.0,5919.0,13985.0
Daegu/Gyeongbuk,2020,2,6.8,13270.0,3872.0,9398.0
Daegu/Gyeongbuk,2020,3,5.1,10023.0,2304.0,7719.0
Daegu/Gyeongbuk,2020,4,5.8,11465.0,3226.0,8239.0
Daegu/Gyeongbuk,2020,5,8.2,16050.0,4971.0,11079.0
Daegu/Gyeongbuk,2020,6,8.3,16322.0,4795.0,11527.0
Daegu/Gyeongbuk,2020,7,8.7,17115.0,4975.0,12140.0
Daegu/Gyeongbuk,2020,8,10.2,19948.0,6234.0,13714.0
Daegu/Gyeongbuk,2020,9,8.9,17387.0,5557.0,11830.0
Daegu/Gyeongbuk,2021,1,8.2,18370.0,5292.0,13078.0
Daegu/Gyeongbuk,2021,10,8.2,18434.0,4968.0,13466.0
Daegu/Gyeongbuk,2021,11,9.5,21311.0,6592.0,14719.0
Daegu/Gyeongbuk,2021,12,9.2,20628.0,6038.0,14590.0
Daegu/Gyeongbuk,2021,2,7.2,16217.0,5006.0,11211.0
Daegu/Gyeongbuk,2021,3,8.9,20089.0,6372.0,13717.0
Daegu/Gyeongbuk,2021,4,8.2,18494.0,4894.0,13600.0
Daegu/Gyeongbuk,2021,5,8.9,19967.0,6348.0,13619.0
Daegu/Gyeongbuk,2021,6,8.0,18101.0,5294.0,12807.0
Daegu/Gyeongbuk,2021,7,7.9,17907.0,5708.0,12199.0
Daegu/Gyeongbuk,2021,8,7.5,16953.0,4736.0,12217.0
Daegu/Gyeongbuk,2021,9,8.4,18859.0,4927.0,13932.0
Daegu/Gyeongbuk,2022,1,7.3,16335.0,4139.0,12196.0
Daegu/Gyeongbuk,2022,10,9.1,20574.0,6236.0,14338.0
Daegu/Gyeongbuk,2022,11,10.1,22688.0,6698.0,15990.0
Daegu/Gyeongbuk,2022,12,9.1,20400.0,5216.0,15184.0
Daegu/Gyeongbuk,2022,2,6.8,15293.0,4178.0,11115.0
Daegu/Gyeongbuk,2022,3,7.9,17707.0,5603.0,12104.0
Daegu/Gyeongbuk,2022,4,8.5,19145.0,5999.0,13146.0
Daegu/Gyeongbuk,2022,5,9.6,21705.0,6917.0,14788.0
Daegu/Gyeongbuk,2022,6,8.0,17949.0,5247.0,12702.0
Daegu/Gyeongbuk,2022,7,6.5,14711.0,4215.0,10496.0
Daegu/Gyeongbuk,2022,8,8.5,19052.0,5468.0,13584.0
Daegu/Gyeongbuk,2022,9,8.7,19595.0,6271.0,13324.0
Daegu/Gyeongbuk,2023,1,7.2,16650.0,4287.0,12363.0
Daegu/Gyeongbuk,2023,10,8.9,20363.0,5099.0,15264.0
Daegu/Gyeongbuk,2023,11,9.0,20742.0,5573.0,15169.0
Daegu/Gyeongbuk,2023,12,8.5,19606.0,5541.0,14065.0
Daegu/Gyeongbuk,2023,2,7.8,17965.0,4720.0,13245.0
Daegu/Gyeongbuk,2023,3,8.3,19150.0,5448.0,13702.0
Daegu/Gyeongbuk,2023,4,8.2,18804.0,4724.0,14080.0
Daegu/Gyeongbuk,2023,5,9.3,21368.0,6058.0,15310.0
Daegu/Gyeongbuk,2023,6,7.9,18117.0,4825.0,13292.0
Daegu/Gyeongbuk,2023,7,8.2,18735.0,5243.0,13492.0
Daegu/Gyeongbuk,2023,8,8.5,19634.0,5784.0,13850.0
Daegu/Gyeongbuk,2023,9,8.1,18581.0,4970.0,13611.0
Daejeon/Chungnam,2006,1,7.6,11187.0,1394.0,9793.0
Daejeon/Chungnam,2006,10,7.6,11143.0,2359.0,8784.0
Daejeon/Chungnam,2006,11,9.0,13218.0,3641.0,9577.0
Daejeon/Chungnam,2006,12,8.1,11842.0,2831.0,9011.0
Daejeon/Chungnam,2006,2,7.1,10374.0,1718.0,8656.0
Daejeon/Chungnam,2006,3,9.2,13583.0,3110.0,10473.0
Daejeon/Chungnam,2006,4,8.5,12463.0,2776.0,9687.0
Daejeon/Chungnam,2006,5,9.5,13892.0,3367.0,10525.0
Daejeon/Chungnam,2006,6,8.6,12664.0,2554.0,10110.0
Daejeon/Chungnam,2006,7,8.4,12405.0,1951.0,10454.0
Daejeon/Chungnam,2006,8,8.0,11731.0,1567.0,10164.0
Daejeon/Chungnam,2006,9,8.4,12350.0,2922.0,9428.0
Daejeon/Chungnam,2007,1,7.8,11398.0,1778.0,9620.0
Daejeon/Chungnam,2007,10,8.4,12252.0,3100.0,9152.0
Daejeon/Chungnam,2007,11,9.4,13815.0,3343.0,10472.0
Daejeon/Chungnam,2007,12,8.9,13010.0,2833.0,10177.0
Daejeon/Chungnam,2007,2,8.6,12578.0,1720.0,10858.0
Daejeon/Chungnam,2007,3,8.4,12375.0,2623.0,9752.0
Daejeon/Chungnam,2007,4,7.7,11341.0,2229.0,9112.0
Daejeon/Chungnam,2007,5,9.5,13861.0,3784.0,10077.0
Daejeon/Chungnam,2007,6,8.0,11693.0,2656.0,9037.0
Daejeon/Chungnam,2007,7,8.3,12212.0,2686.0,9526.0
Daejeon/Chungnam,2007,8,8.1,11916.0,2108.0,9808.0
Daejeon/Chungnam,2007,9,6.9,10146.0,2258.0,7888.0
Daejeon/Chungnam,2008,1,8.3,14464.0,2234.0,12230.0
Daejeon/Chungnam,2008,10,9.0,15658.0,4301.0,11357.0
Daejeon/Chungnam,2008,11,9.1,15780.0,4624.0,11156.0
Daejeon/Chungnam,2008,12,8.3,14369.0,3683.0,10686.0
Daejeon/Chungnam,2008,2,6.4,11016.0,1773.0,9243.0
Daejeon/Chungnam,2008,3,8.2,14221.0,3446.0,10775.0
Daejeon/Chungnam,2008,4,7.9,13660.0,3330.0,10330.0
Daejeon/Chungnam,2008,5,9.1,15750.0,4482.0,11268.0
Daejeon/Chungnam,2008,6,8.2,14179.0,3492.0,10687.0
Daejeon/Chungnam,2008,7,8.6,14964.0,2620.0,12344.0
Daejeon/Chungnam,2008,8,8.2,14156.0,2759.0,11397.0
Daejeon/Chungnam,2008,9,8.7,15017.0,3696.0,11321.0
Daejeon/Chungnam,2009,1,7.3,13303.0,2198.0,11105.0
Daejeon/Chungnam,2009,10,7.7,14130.0,3571.0,10559.0
Daejeon/Chungnam,2009,11,9.4,17258.0,4139.0,13119.0
Daejeon/Chungnam,2009,12,7.9,14381.0,2911.0,11470.0
Daejeon/Chungnam,2009,2,7.3,13432.0,2607.0,10825.0
Daejeon/Chungnam,2009,3,8.5,15569.0,4071.0,11498.0
Daejeon/Chungnam,2009,4,8.5,15469.0,3721.0,11748.0
Daejeon/Chungnam,2009,5,9.3,16943.0,4485.0,12458.0
Daejeon/Chungnam,2009,6,9.1,16577.0,4450.0,12127.0
Daejeon/Chungnam,2009,7,8.8,16170.0,3759.0,12411.0
Daejeon/Chungnam,2009,8,8.3,15109.0,3284.0,11825.0
Daejeon/Chungnam,2009,9,7.9,14436.0,3935.0,10501.0
Daejeon/Chungnam,2010,1,7.7,14692.0,2780.0,11912.0
Daejeon/Chungnam,2010,10,8.6,16568.0,3407.0,13161.0
Daejeon/Chungnam,2010,11,9.2,17648.0,4202.0,13446.0
Daejeon/Chungnam,2010,12,9.4,18108.0,5137.0,12971.0
Daejeon/Chungnam,2010,2,6.3,12069.0,2367.0,9702.0
Daejeon/Chungnam,2010,3,8.1,15595.0,3384.0,12211.0
Daejeon/Chungnam,2010,4,8.2,15716.0,3423.0,12293.0
Daejeon/Chungnam,2010,5,8.9,17023.0,4441.0,12582.0
Daejeon/Chungnam,2010,6,8.5,16310.0,3609.0,12701.0
Daejeon/Chungnam,2010,7,8.1,15536.0,2823.0,12713.0
Daejeon/Chungnam,2010,8,8.6,16601.0,3233.0,13368.0
Daejeon/Chungnam,2010,9,8.4,16119.0,4088.0,12031.0
Daejeon/Chungnam,2011,1,8.7,16440.0,3183.0,13257.0
Daejeon/Chungnam,2011,10,7.6,14512.0,3372.0,11140.0
Daejeon/Chungnam,2011,11,9.0,16988.0,4904.0,12084.0
Daejeon/Chungnam,2011,12,7.9,15057.0,3711.0,11346.0
Daejeon/Chungnam,2011,2,7.0,13280.0,2664.0,10616.0
Daejeon/Chungnam,2011,3,8.8,16766.0,4154.0,12612.0
Daejeon/Chungnam,2011,4,8.7,16422.0,3615.0,12807.0
Daejeon/Chungnam,2011,5,9.8,18584.0,5237.0,13347.0
Daejeon/Chungnam,2011,6,8.2,15600.0,3576.0,12024.0
Daejeon/Chungnam,2011,7,8.1,15312.0,3041.0,12271.0
Daejeon/Chungnam,2011,8,8.2,15467.0,3476.0,11991.0
Daejeon/Chungnam,2011,9,8.1,15309.0,3680.0,11629.0
Daejeon/Chungnam,2012,1,7.5,15512.0,2983.0,12529.0
Daejeon/Chungnam,2012,10,8.9,18265.0,4952.0,13313.0
Daejeon/Chungnam,2012,11,9.4,19320.0,5985.0,13335.0
Daejeon/Chungnam,2012,12,8.4,17346.0,4951.0,12395.0
Daejeon/Chungnam,2012,2,7.6,15727.0,3576.0,12151.0
Daejeon/Chungnam,2012,3,8.0,16590.0,4413.0,12177.0
Daejeon/Chungnam,2012,4,8.3,17215.0,4298.0,12917.0
Daejeon/Chungnam,2012,5,9.6,19709.0,6047.0,13662.0
Daejeon/Chungnam,2012,6,7.9,16240.0,4530.0,11710.0
Daejeon/Chungnam,2012,7,8.3,17170.0,3921.0,13249.0
Daejeon/Chungnam,2012,8,7.9,16209.0,3612.0,12597.0
Daejeon/Chungnam,2012,9,8.2,16943.0,4691.0,12252.0
Daejeon/Chungnam,2013,1,7.7,17296.0,3740.0,13556.0
Daejeon/Chungnam,2013,10,9.6,21500.0,6382.0,15118.0
Daejeon/Chungnam,2013,11,9.2,20573.0,6301.0,14272.0
Daejeon/Chungnam,2013,12,8.5,19068.0,5753.0,13315.0
Daejeon/Chungnam,2013,2,6.2,13958.0,3146.0,10812.0
Daejeon/Chungnam,2013,3,8.6,19258.0,5125.0,14133.0
Daejeon/Chungnam,2013,4,8.2,18337.0,4199.0,14138.0
Daejeon/Chungnam,2013,5,8.8,19713.0,6252.0,13461.0
Daejeon/Chungnam,2013,6,8.2,18344.0,5432.0,12912.0
Daejeon/Chungnam,2013,7,8.6,19233.0,4443.0,14790.0
Daejeon/Chungnam,2013,8,8.7,19420.0,4507.0,14913.0
Daejeon/Chungnam,2013,9,7.7,17350.0,5208.0,12142.0
Daejeon/Chungnam,2014,1,7.6,17578.0,4357.0,13221.0
Daejeon/Chungnam,2014,10,8.4,19486.0,5541.0,13945.0
Daejeon/Chungnam,2014,11,8.6,19860.0,5824.0,14036.0
Daejeon/Chungnam,2014,12,9.0,20969.0,5416.0,15553.0
Daejeon/Chungnam,2014,2,7.0,16132.0,3631.0,12501.0
Daejeon/Chungnam,2014,3,9.0,20992.0,5109.0,15883.0
Daejeon/Chungnam,2014,4,8.0,18456.0,4887.0,13569.0
Daejeon/Chungnam,2014,5,9.3,21476.0,6911.0,14565.0
Daejeon/Chungnam,2014,6,8.3,19372.0,5754.0,13618.0
Daejeon/Chungnam,2014,7,8.2,19099.0,4224.0,14875.0
Daejeon/Chungnam,2014,8,8.6,20063.0,4446.0,15617.0
Daejeon/Chungnam,2014,9,8.0,18534.0,5173.0,13361.0
Daejeon/Chungnam,2015,1,7.9,19761.0,4824.0,14937.0
Daejeon/Chungnam,2015,10,9.1,22593.0,6434.0,16159.0
Daejeon/Chungnam,2015,11,8.9,22146.0,6629.0,15517.0
Daejeon/Chungnam,2015,12,9.1,22581.0,6068.0,16513.0
Daejeon/Chungnam,2015,2,6.7,16622.0,4100.0,12522.0
Daejeon/Chungnam,2015,3,8.6,21340.0,5843.0,15497.0
Daejeon/Chungnam,2015,4,7.9,19792.0,5138.0,14654.0
Daejeon/Chungnam,2015,5,8.8,21907.0,7006.0,14901.0
Daejeon/Chungnam,2015,6,7.8,19416.0,5380.0,14036.0
Daejeon/Chungnam,2015,7,8.5,21095.0,5597.0,15498.0
Daejeon/Chungnam,2015,8,8.7,21649.0,5310.0,16339.0
Daejeon/Chungnam,2015,9,8.1,20262.0,6202.0,14060.0
Daejeon/Chungnam,2016,1,8.0,18817.0,4186.0,14631.0
Daejeon/Chungnam,2016,10,8.7,20563.0,6012.0,14551.0
Daejeon/Chungnam,2016,11,9.3,22098.0,7360.0,14738.0
Daejeon/Chungnam,2016,12,8.9,21058.0,5848.0,15210.0
Daejeon/Chungnam,2016,2,6.6,15508.0,3557.0,11951.0
Daejeon/Chungnam,2016,3,8.9,21075.0,5830.0,15245.0
Daejeon/Chungnam,2016,4,8.2,19502.0,5529.0,13973.0
Daejeon/Chungnam,2016,5,9.0,21190.0,6484.0,14706.0
Daejeon/Chungnam,2016,6,8.0,18839.0,5405.0,13434.0
Daejeon/Chungnam,2016,7,8.4,19803.0,4936.0,14867.0
Daejeon/Chungnam,2016,8,8.2,19385.0,4752.0,14633.0
Daejeon/Chungnam,2016,9,7.9,18653.0,5235.0,13418.0
Daejeon/Chungnam,2017,1,6.7,16132.0,3614.0,12518.0
Daejeon/Chungnam,2017,10,7.8,18862.0,5479.0,13383.0
Daejeon/Chungnam,2017,11,9.4,22596.0,7529.0,15067.0
Daejeon/Chungnam,2017,12,8.9,21398.0,6035.0,15363.0
Daejeon/Chungnam,2017,2,6.9,16605.0,3847.0,12758.0
Daejeon/Chungnam,2017,3,8.8,21142.0,5727.0,15415.0
Daejeon/Chungnam,2017,4,8.2,19755.0,4947.0,14808.0
Daejeon/Chungnam,2017,5,9.7,23318.0,7438.0,15880.0
Daejeon/Chungnam,2017,6,8.1,19426.0,6040.0,13386.0
Daejeon/Chungnam,2017,7,8.9,21421.0,5659.0,15762.0
Daejeon/Chungnam,2017,8,8.1,19455.0,4801.0,14654.0
Daejeon/Chungnam,2017,9,8.7,21002.0,6518.0,14484.0
Daejeon/Chungnam,2018,1,7.5,18643.0,4733.0,13910.0
Daejeon/Chungnam,2018,10,8.8,21886.0,7002.0,14884.0
Daejeon/Chungnam,2018,11,9.8,24434.0,8027.0,16407.0
Daejeon/Chungnam,2018,12,8.4,20808.0,5478.0,15330.0
Daejeon/Chungnam,2018,2,6.7,16531.0,3987.0,12544.0
Daejeon/Chungnam,2018,3,8.6,21392.0,5757.0,15635.0
Daejeon/Chungnam,2018,4,8.1,20145.0,5891.0,14254.0
Daejeon/Chungnam,2018,5,9.7,24166.0,7376.0,16790.0
Daejeon/Chungnam,2018,6,7.9,19737.0,5906.0,13831.0
Daejeon/Chungnam,2018,7,8.2,20464.0,5250.0,15214.0
Daejeon/Chungnam,2018,8,8.1,20088.0,4731.0,15357.0
Daejeon/Chungnam,2018,9,8.1,20029.0,5505.0,14524.0
Daejeon/Chungnam,2019,1,7.9,19718.0,4791.0,14927.0
Daejeon/Chungnam,2019,10,8.4,20942.0,6857.0,14085.0
Daejeon/Chungnam,2019,11,9.0,22431.0,7588.0,14843.0
Daejeon/Chungnam,2019,12,8.4,21013.0,5571.0,15442.0
Daejeon/Chungnam,2019,2,6.3,15692.0,3756.0,11936.0
Daejeon/Chungnam,2019,3,8.1,20164.0,5474.0,14690.0
Daejeon/Chungnam,2019,4,8.2,20486.0,5846.0,14640.0
Daejeon/Chungnam,2019,5,9.9,24729.0,8010.0,16719.0
Daejeon/Chungnam,2019,6,8.4,20874.0,6945.0,13929.0
Daejeon/Chungnam,2019,7,8.3,20596.0,5596.0,15000.0
Daejeon/Chungnam,2019,8,8.8,21930.0,5760.0,16170.0
Daejeon/Chungnam,2019,9,8.1,20203.0,6085.0,14118.0
Daejeon/Chungnam,2020,1,7.4,17729.0,4625.0,13104.0
Daejeon/Chungnam,2020,10,8.8,20993.0,5627.0,15366.0
Daejeon/Chungnam,2020,11,8.7,20762.0,6294.0,14468.0
Daejeon/Chungnam,2020,12,9.3,22170.0,6408.0,15762.0
Daejeon/Chungnam,2020,2,7.3,17425.0,4546.0,12879.0
Daejeon/Chungnam,2020,3,7.3,17421.0,4457.0,12964.0
Daejeon/Chungnam,2020,4,7.2,17256.0,4412.0,12844.0
Daejeon/Chungnam,2020,5,9.3,22171.0,6648.0,15523.0
Daejeon/Chungnam,2020,6,8.3,19772.0,5690.0,14082.0
Daejeon/Chungnam,2020,7,8.7,20861.0,5954.0,14907.0
Daejeon/Chungnam,2020,8,9.3,22142.0,6762.0,15380.0
Daejeon/Chungnam,2020,9,8.4,20123.0,5762.0,14361.0
Daejeon/Chungnam,2021,1,7.6,17669.0,4534.0,13135.0
Daejeon/Chungnam,2021,10,7.6,17819.0,4866.0,12953.0
Daejeon/Chungnam,2021,11,8.3,19351.0,6000.0,13351.0
Daejeon/Chungnam,2021,12,8.7,20372.0,5594.0,14778.0
Daejeon/Chungnam,2021,2,7.1,16554.0,4397.0,12157.0
Daejeon/Chungnam,2021,3,9.5,22177.0,6317.0,15860.0
Daejeon/Chungnam,2021,4,8.6,20031.0,5632.0,14399.0
Daejeon/Chungnam,2021,5,9.4,21864.0,6897.0,14967.0
Daejeon/Chungnam,2021,6,8.2,19253.0,6403.0,12850.0
Daejeon/Chungnam,2021,7,8.7,20349.0,5550.0,14799.0
Daejeon/Chungnam,2021,8,8.2,19183.0,5203.0,13980.0
Daejeon/Chungnam,2021,9,8.1,18807.0,5155.0,13652.0
Daejeon/Chungnam,2022,1,7.0,16506.0,4128.0,12378.0
Daejeon/Chungnam,2022,10,9.2,21841.0,6757.0,15084.0
