year,source,sex,age,count
2005,Ulsan,Men,30-39,11452
2005,Ulsan,Women,30-39,1005
2005,Gyeonggi,Men,30-39,26046
2005,Gyeonggi,Women,30-39,1747
2005,Gangwon,Men,30-39,4314
2005,Gangwon,Women,30-39,646
2005,Chungbook,Men,30-39,5815
2005,Chungbook,Women,30-39,697
2005,Daejeon/Sejong/Chungnaam,Men,30-39,11076
2005,Daejeon/Sejong/Chungnaam,Women,30-39,1068
2005,Jeonbook,Men,30-39,11626
2005,Jeonbook,Women,30-39,1028
2005,Gwangju/Jeonnam,Men,30-39,21789
2005,Gwangju/Jeonnam,Women,30-39,2577
2005,Gyeongnaam,Men,30-39,12906
2005,Gyeongnaam,Women,30-39,872
2005,Jeju,Men,30-39,4490
2005,Jeju,Women,30-39,484
2005,Outside of Korean Red Cross,Men,30-39,9479
2005,Outside of Korean Red Cross,Women,30-39,1441
2006,Central Seoul,Men,30-39,22302
2006,Central Seoul,Women,30-39,3549
2006,Western Seoul,Men,30-39,17157
2006,Western Seoul,Women,30-39,2105
2006,Southern Seoul,Men,30-39,24215
2006,Southern Seoul,Women,30-39,3555
2006,Eastern Seoul,Men,30-39,18773
2006,Eastern Seoul,Women,30-39,4131
2006,Busan,Men,30-39,19898
2006,Busan,Women,30-39,2932
2006,Daegu/Gyeungbook,Men,30-39,17115
2006,Daegu/Gyeungbook,Women,30-39,2473
2006,Incheon,Men,30-39,11616
2006,Incheon,Women,30-39,2307
2006,Ulsan,Men,30-39,8965
2006,Ulsan,Women,30-39,1134
2006,Gyeonggi,Men,30-39,21101
2006,Gyeonggi,Women,30-39,2340
2006,Gangwon,Men,30-39,4147
2006,Gangwon,Women,30-39,677
2006,Chungbook,Men,30-39,5874
2006,Chungbook,Women,30-39,725
2006,Daejeon/Sejong/Chungnaam,Men,30-39,11655
2006,Daejeon/Sejong/Chungnaam,Women,30-39,1298
2006,Jeonbook,Men,30-39,9594
2006,Jeonbook,Women,30-39,1372
2006,Gwangju/Jeonnam,Men,30-39,15822
2006,Gwangju/Jeonnam,Women,30-39,3029
2006,Gyeongnaam,Men,30-39,12180
2006,Gyeongnaam,Women,30-39,980
2006,Jeju,Men,30-39,3824
2006,Jeju,Women,30-39,564
2006,Outside of Korean Red Cross,Men,30-39,9873
2006,Outside of Korean Red Cross,Women,30-39,1351
2007,Central Seoul,Men,30-39,21349
2007,Central Seoul,Women,30-39,3764
2007,Western Seoul,Men,30-39,19644
2007,Western Seoul,Women,30-39,3125
2007,Southern Seoul,Men,30-39,23019
2007,Southern Seoul,Women,30-39,3379
2007,Eastern Seoul,Men,30-39,16743
2007,Eastern Seoul,Women,30-39,3954
2007,Busan,Men,30-39,24027
2007,Busan,Women,30-39,2722
2007,Daegu/Gyeungbook,Men,30-39,15075
2007,Daegu/Gyeungbook,Women,30-39,1955
2007,Incheon,Men,30-39,12626
2007,Incheon,Women,30-39,2240
2007,Ulsan,Men,30-39,7600
2007,Ulsan,Women,30-39,913
2007,Gyeonggi,Men,30-39,19024
2007,Gyeonggi,Women,30-39,2223
2007,Gangwon,Men,30-39,5400
2007,Gangwon,Women,30-39,597
2007,Chungbook,Men,30-39,6340
2007,Chungbook,Women,30-39,649
2007,Daejeon/Sejong/Chungnaam,Men,30-39,11664
2007,Daejeon/Sejong/Chungnaam,Women,30-39,1481
2007,Jeonbook,Men,30-39,9508
2007,Jeonbook,Women,30-39,1097
2007,Gwangju/Jeonnam,Men,30-39,16085
2007,Gwangju/Jeonnam,Women,30-39,2777
2007,Gyeongnaam,Men,30-39,10779
2007,Gyeongnaam,Women,30-39,1101
2007,Jeju,Men,30-39,3572
2007,Jeju,Women,30-39,566
2007,Outside of Korean Red Cross,Men,30-39,8732
2007,Outside of Korean Red Cross,Women,30-39,1487
2008,Central Seoul,Men,30-39,23223
2008,Central Seoul,Women,30-39,4980
2008,Western Seoul,Men,30-39,20759
2008,Western Seoul,Women,30-39,4058
2008,Southern Seoul,Men,30-39,25557
2008,Southern Seoul,Women,30-39,4418
2008,Eastern Seoul,Men,30-39,17091
2008,Eastern Seoul,Women,30-39,4442
2008,Busan,Men,30-39,25647
2008,Busan,Women,30-39,3329
2008,Daegu/Gyeungbook,Men,30-39,17431
2008,Daegu/Gyeungbook,Women,30-39,2735
2008,Incheon,Men,30-39,13474
2008,Incheon,Women,30-39,2504
2008,Ulsan,Men,30-39,8266
2008,Ulsan,Women,30-39,999
2008,Gyeonggi,Men,30-39,19850
2008,Gyeonggi,Women,30-39,2913
2008,Gangwon,Men,30-39,5376
2008,Gangwon,Women,30-39,759
2008,Chungbook,Men,30-39,6430
2008,Chungbook,Women,30-39,799
2008,Daejeon/Sejong/Chungnaam,Men,30-39,15028
2008,Daejeon/Sejong/Chungnaam,Women,30-39,2316
2008,Jeonbook,Men,30-39,12202
2008,Jeonbook,Women,30-39,1479
2008,Gwangju/Jeonnam,Men,30-39,18135
2008,Gwangju/Jeonnam,Women,30-39,3357
2008,Gyeongnaam,Men,30-39,10501
2008,Gyeongnaam,Women,30-39,1070
2008,Jeju,Men,30-39,4064
2008,Jeju,Women,30-39,665
2008,Outside of Korean Red Cross,Men,30-39,11028
2008,Outside of Korean Red Cross,Women,30-39,1803
2009,Central Seoul,Men,30-39,24805
2009,Central Seoul,Women,30-39,5640
2009,Western Seoul,Men,30-39,25705
2009,Western Seoul,Women,30-39,5243
2009,Southern Seoul,Men,30-39,27974
2009,Southern Seoul,Women,30-39,5316
2009,Eastern Seoul,Men,30-39,18591
2009,Eastern Seoul,Women,30-39,5216
2009,Busan,Men,30-39,28349
2009,Busan,Women,30-39,3812
2009,Daegu/Gyeungbook,Men,30-39,18853
2009,Daegu/Gyeungbook,Women,30-39,3655
2009,Incheon,Men,30-39,13894
2009,Incheon,Women,30-39,2958
2009,Ulsan,Men,30-39,8019
2009,Ulsan,Women,30-39,1139
2009,Gyeonggi,Men,30-39,23029
2009,Gyeonggi,Women,30-39,3950
2009,Gangwon,Men,30-39,6475
2009,Gangwon,Women,30-39,1129
2009,Chungbook,Men,30-39,7934
2009,Chungbook,Women,30-39,979
2009,Daejeon/Sejong/Chungnaam,Men,30-39,18425
2009,Daejeon/Sejong/Chungnaam,Women,30-39,2493
2009,Jeonbook,Men,30-39,12647
2009,Jeonbook,Women,30-39,1595
2009,Gwangju/Jeonnam,Men,30-39,19839
2009,Gwangju/Jeonnam,Women,30-39,3583
2009,Gyeongnaam,Men,30-39,14435
2009,Gyeongnaam,Women,30-39,1394
2009,Jeju,Men,30-39,4276
2009,Jeju,Women,30-39,935
2009,Outside of Korean Red Cross,Men,30-39,13524
2009,Outside of Korean Red Cross,Women,30-39,2139
2010,Central Seoul,Men,30-39,28883
2010,Central Seoul,Women,30-39,6748
2010,Western Seoul,Men,30-39,11544
2010,Western Seoul,Women,30-39,2449
2010,Southern Seoul,Men,30-39,28381
2010,Southern Seoul,Women,30-39,5559
2010,Eastern Seoul,Men,30-39,22646
2010,Eastern Seoul,Women,30-39,6641
2010,Busan,Men,30-39,27678
2010,Busan,Women,30-39,4162
2010,Daegu/Gyeungbook,Men,30-39,18224
2010,Daegu/Gyeungbook,Women,30-39,3936
2010,Incheon,Men,30-39,14243
2010,Incheon,Women,30-39,3334
2010,Ulsan,Men,30-39,7422
2010,Ulsan,Women,30-39,1229
2010,Gyeonggi,Men,30-39,23004
2010,Gyeonggi,Women,30-39,3877
2010,Gangwon,Men,30-39,6691
2010,Gangwon,Women,30-39,1223
2010,Chungbook,Men,30-39,8605
2010,Chungbook,Women,30-39,964
2010,Daejeon/Sejong/Chungnaam,Men,30-39,18632
2010,Daejeon/Sejong/Chungnaam,Women,30-39,2307
2010,Jeonbook,Men,30-39,12919
2010,Jeonbook,Women,30-39,1475
2010,Gwangju/Jeonnam,Men,30-39,18166
2010,Gwangju/Jeonnam,Women,30-39,3807
2010,Gyeongnaam,Men,30-39,13602
2010,Gyeongnaam,Women,30-39,1346
2010,Jeju,Men,30-39,4186
2010,Jeju,Women,30-39,1067
2010,Outside of Korean Red Cross,Men,30-39,15814
2010,Outside of Korean Red Cross,Women,30-39,3642
2011,Central Seoul,Men,30-39,
2011,Central Seoul,Women,30-39,
2011,Western Seoul,Men,30-39,30302
2011,Western Seoul,Women,30-39,7903
2011,Southern Seoul,Men,30-39,28226
2011,Southern Seoul,Women,30-39,5765
2011,Eastern Seoul,Men,30-39,24172
2011,Eastern Seoul,Women,30-39,8100
2011,Busan,Men,30-39,23105
2011,Busan,Women,30-39,4155
2011,Daegu/Gyeungbook,Men,30-39,17148
2011,Daegu/Gyeungbook,Women,30-39,4264
2011,Incheon,Men,30-39,15429
2011,Incheon,Women,30-39,4016
2011,Ulsan,Men,30-39,7249
2011,Ulsan,Women,30-39,1343
2011,Gyeonggi,Men,30-39,22297
2011,Gyeonggi,Women,30-39,3983
2011,Gangwon,Men,30-39,7815
2011,Gangwon,Women,30-39,1598
2011,Chungbook,Men,30-39,7081
2011,Chungbook,Women,30-39,1065
2011,Daejeon/Sejong/Chungnaam,Men,30-39,17055
2011,Daejeon/Sejong/Chungnaam,Women,30-39,2206
2011,Jeonbook,Men,30-39,13064
2011,Jeonbook,Women,30-39,1669
2011,Gwangju/Jeonnam,Men,30-39,16984
2011,Gwangju/Jeonnam,Women,30-39,3619
2011,Gyeongnaam,Men,30-39,12107
2011,Gyeongnaam,Women,30-39,1308
2011,Jeju,Men,30-39,3250
2011,Jeju,Women,30-39,908
2011,Outside of Korean Red Cross,Men,30-39,17782
2011,Outside of Korean Red Cross,Women,30-39,4377
2012,Central Seoul,Men,30-39,
2012,Central Seoul,Women,30-39,
2012,Western Seoul,Men,30-39,32643
2012,Western Seoul,Women,30-39,8643
2012,Southern Seoul,Men,30-39,30203
2012,Southern Seoul,Women,30-39,6813
2012,Eastern Seoul,Men,30-39,24902
2012,Eastern Seoul,Women,30-39,8030
2012,Busan,Men,30-39,23258
2012,Busan,Women,30-39,5003
2012,Daegu/Gyeungbook,Men,30-39,18799
2012,Daegu/Gyeungbook,Women,30-39,4958
2012,Incheon,Men,30-39,16113
2012,Incheon,Women,30-39,4666
2012,Ulsan,Men,30-39,8171
2012,Ulsan,Women,30-39,1631
2012,Gyeonggi,Men,30-39,24346
2012,Gyeonggi,Women,30-39,4710
2012,Gangwon,Men,30-39,7670
2012,Gangwon,Women,30-39,1628
2012,Chungbook,Men,30-39,7783
2012,Chungbook,Women,30-39,1150
2012,Daejeon/Sejong/Chungnaam,Men,30-39,18100
2012,Daejeon/Sejong/Chungnaam,Women,30-39,2809
2012,Jeonbook,Men,30-39,13427
2012,Jeonbook,Women,30-39,1907
2012,Gwangju/Jeonnam,Men,30-39,18621
2012,Gwangju/Jeonnam,Women,30-39,3552
2012,Gyeongnaam,Men,30-39,13247
2012,Gyeongnaam,Women,30-39,1427
2012,Jeju,Men,30-39,3116
2012,Jeju,Women,30-39,772
2012,Outside of Korean Red Cross,Men,30-39,20091
2012,Outside of Korean Red Cross,Women,30-39,4998
2013,Central Seoul,Men,30-39,
2013,Central Seoul,Women,30-39,
2013,Western Seoul,Men,30-39,33539
2013,Western Seoul,Women,30-39,9079
2013,Southern Seoul,Men,30-39,30835
2013,Southern Seoul,Women,30-39,6959
2013,Eastern Seoul,Men,30-39,26722
2013,Eastern Seoul,Women,30-39,7971
2013,Busan,Men,30-39,20103
2013,Busan,Women,30-39,5424
2013,Daegu/Gyeungbook,Men,30-39,20653
2013,Daegu/Gyeungbook,Women,30-39,5092
2013,Incheon,Men,30-39,17502
2013,Incheon,Women,30-39,4718
2013,Ulsan,Men,30-39,8399
2013,Ulsan,Women,30-39,1693
2013,Gyeonggi,Men,30-39,26217
2013,Gyeonggi,Women,30-39,4838
2013,Gangwon,Men,30-39,8850
2013,Gangwon,Women,30-39,1841
2013,Chungbook,Men,30-39,7881
2013,Chungbook,Women,30-39,1282
2013,Daejeon/Sejong/Chungnaam,Men,30-39,19050
2013,Daejeon/Sejong/Chungnaam,Women,30-39,3145
2013,Jeonbook,Men,30-39,12369
2013,Jeonbook,Women,30-39,1919
2013,Gwangju/Jeonnam,Men,30-39,22422
2013,Gwangju/Jeonnam,Women,30-39,4009
2013,Gyeongnaam,Men,30-39,14511
2013,Gyeongnaam,Women,30-39,1792
2013,Jeju,Men,30-39,3374
2013,Jeju,Women,30-39,1015
2013,Outside of Korean Red Cross,Men,30-39,21887
2013,Outside of Korean Red Cross,Women,30-39,6323
2014,Central Seoul,Men,30-39,
2014,Central Seoul,Women,30-39,
2014,Western Seoul,Men,30-39,35853
2014,Western Seoul,Women,30-39,9600
2014,Southern Seoul,Men,30-39,29410
2014,Southern Seoul,Women,30-39,6609
2014,Eastern Seoul,Men,30-39,27773
2014,Eastern Seoul,Women,30-39,8383
2014,Busan,Men,30-39,20092
2014,Busan,Women,30-39,6036
2014,Daegu/Gyeungbook,Men,30-39,22042
2014,Daegu/Gyeungbook,Women,30-39,5742
2014,Incheon,Men,30-39,18075
2014,Incheon,Women,30-39,4946
2014,Ulsan,Men,30-39,11294
2014,Ulsan,Women,30-39,2024
2014,Gyeonggi,Men,30-39,27014
2014,Gyeonggi,Women,30-39,5234
2014,Gangwon,Men,30-39,9798
2014,Gangwon,Women,30-39,2062
2014,Chungbook,Men,30-39,7674
2014,Chungbook,Women,30-39,1487
2014,Daejeon/Sejong/Chungnaam,Men,30-39,20468
2014,Daejeon/Sejong/Chungnaam,Women,30-39,3561
2014,Jeonbook,Men,30-39,11431
2014,Jeonbook,Women,30-39,2011
2014,Gwangju/Jeonnam,Men,30-39,18633
2014,Gwangju/Jeonnam,Women,30-39,4542
2014,Gyeongnaam,Men,30-39,15976
2014,Gyeongnaam,Women,30-39,2128
2014,Jeju,Men,30-39,3807
2014,Jeju,Women,30-39,1238
2014,Outside of Korean Red Cross,Men,30-39,21913
2014,Outside of Korean Red Cross,Women,30-39,6706
2015,Central Seoul,Men,30-39,
2015,Central Seoul,Women,30-39,
2015,Western Seoul,Men,30-39,35545
2015,Western Seoul,Women,30-39,10302
2015,Southern Seoul,Men,30-39,27477
2015,Southern Seoul,Women,30-39,6715
2015,Eastern Seoul,Men,30-39,27089
2015,Eastern Seoul,Women,30-39,7925
2015,Busan,Men,30-39,19553
2015,Busan,Women,30-39,6028
2015,Daegu/Gyeungbook,Men,30-39,22338
2015,Daegu/Gyeungbook,Women,30-39,5991
2015,Incheon,Men,30-39,17300
2015,Incheon,Women,30-39,5135
2015,Ulsan,Men,30-39,10673
2015,Ulsan,Women,30-39,2197
2015,Gyeonggi,Men,30-39,27602
2015,Gyeonggi,Women,30-39,5943
2015,Gangwon,Men,30-39,10908
2015,Gangwon,Women,30-39,2323
2015,Chungbook,Men,30-39,7519
2015,Chungbook,Women,30-39,1556
2015,Daejeon/Sejong/Chungnaam,Men,30-39,20645
2015,Daejeon/Sejong/Chungnaam,Women,30-39,4367
2015,Jeonbook,Men,30-39,11374
2015,Jeonbook,Women,30-39,1897
2015,Gwangju/Jeonnam,Men,30-39,17026
2015,Gwangju/Jeonnam,Women,30-39,4388
2015,Gyeongnaam,Men,30-39,15748
2015,Gyeongnaam,Women,30-39,2102
2015,Jeju,Men,30-39,3869
2015,Jeju,Women,30-39,1201
2015,Outside of Korean Red Cross,Men,30-39,23081
2015,Outside of Korean Red Cross,Women,30-39,6426
2016,Central Seoul,Men,30-39,
2016,Central Seoul,Women,30-39,
2016,Western Seoul,Men,30-39,34530
2016,Western Seoul,Women,30-39,10589
2016,Southern Seoul,Men,30-39,29525
2016,Southern Seoul,Women,30-39,8225
2016,Eastern Seoul,Men,30-39,27133
2016,Eastern Seoul,Women,30-39,8464
2016,Busan,Men,30-39,20214
2016,Busan,Women,30-39,5941
2016,Daegu/Gyeungbook,Men,30-39,23719
2016,Daegu/Gyeungbook,Women,30-39,6140
2016,Incheon,Men,30-39,17917
2016,Incheon,Women,30-39,5441
2016,Ulsan,Men,30-39,10574
2016,Ulsan,Women,30-39,2271
2016,Gyeonggi,Men,30-39,27730
2016,Gyeonggi,Women,30-39,6591
2016,Gangwon,Men,30-39,12638
2016,Gangwon,Women,30-39,2646
2016,Chungbook,Men,30-39,7793
2016,Chungbook,Women,30-39,1733
2016,Daejeon/Sejong/Chungnaam,Men,30-39,22079
2016,Daejeon/Sejong/Chungnaam,Women,30-39,4974
2016,Jeonbook,Men,30-39,9762
2016,Jeonbook,Women,30-39,2006
2016,Gwangju/Jeonnam,Men,30-39,17907
2016,Gwangju/Jeonnam,Women,30-39,4965
2016,Gyeongnaam,Men,30-39,14971
2016,Gyeongnaam,Women,30-39,2727
2016,Jeju,Men,30-39,4249
2016,Jeju,Women,30-39,1183
2016,Outside of Korean Red Cross,Men,30-39,24701
2016,Outside of Korean Red Cross,Women,30-39,8578
2017,Central Seoul,Men,30-39,
2017,Central Seoul,Women,30-39,
2017,Western Seoul,Men,30-39,34111
2017,Western Seoul,Women,30-39,10242
2017,Southern Seoul,Men,30-39,31889
2017,Southern Seoul,Women,30-39,9141
2017,Eastern Seoul,Men,30-39,28036
2017,Eastern Seoul,Women,30-39,8652
2017,Busan,Men,30-39,24215
2017,Busan,Women,30-39,6666
2017,Daegu/Gyeungbook,Men,30-39,24679
2017,Daegu/Gyeungbook,Women,30-39,7035
2017,Incheon,Men,30-39,18258
2017,Incheon,Women,30-39,5940
2017,Ulsan,Men,30-39,10494
2017,Ulsan,Women,30-39,2280
2017,Gyeonggi,Men,30-39,27866
2017,Gyeonggi,Women,30-39,6886
2017,Gangwon,Men,30-39,12942
2017,Gangwon,Women,30-39,2739
2017,Chungbook,Men,30-39,9411
2017,Chungbook,Women,30-39,1965
2017,Daejeon/Sejong/Chungnaam,Men,30-39,22666
2017,Daejeon/Sejong/Chungnaam,Women,30-39,5498
2017,Jeonbook,Men,30-39,11932
2017,Jeonbook,Women,30-39,2122
2017,Gwangju/Jeonnam,Men,30-39,23627
2017,Gwangju/Jeonnam,Women,30-39,5687
2017,Gyeongnaam,Men,30-39,14846
2017,Gyeongnaam,Women,30-39,2905
2017,Jeju,Men,30-39,5465
2017,Jeju,Women,30-39,1356
2017,Outside of Korean Red Cross,Men,30-39,25959
2017,Outside of Korean Red Cross,Women,30-39,8593
2018,Central Seoul,Men,30-39,35174
2018,Central Seoul,Women,30-39,10284
2018,Western Seoul,Men,30-39,
2018,Western Seoul,Women,30-39,
2018,Southern Seoul,Men,30-39,31562
2018,Southern Seoul,Women,30-39,9353
2018,Eastern Seoul,Men,30-39,29667
2018,Eastern Seoul,Women,30-39,9620
2018,Busan,Men,30-39,25486
2018,Busan,Women,30-39,7238
2018,Daegu/Gyeungbook,Men,30-39,25791
2018,Daegu/Gyeungbook,Women,30-39,7350
2018,Incheon,Men,30-39,19254
2018,Incheon,Women,30-39,6379
2018,Ulsan,Men,30-39,9892
2018,Ulsan,Women,30-39,2334
2018,Gyeonggi,Men,30-39,29386
2018,Gyeonggi,Women,30-39,7233
2018,Gangwon,Men,30-39,13058
2018,Gangwon,Women,30-39,2947
2018,Chungbook,Men,30-39,9976
2018,Chungbook,Women,30-39,2123
2018,Daejeon/Sejong/Chungnaam,Men,30-39,23983
2018,Daejeon/Sejong/Chungnaam,Women,30-39,6043
2018,Jeonbook,Men,30-39,11419
2018,Jeonbook,Women,30-39,2128
2018,Gwangju/Jeonnam,Men,30-39,25361
2018,Gwangju/Jeonnam,Women,30-39,5552
2018,Gyeongnaam,Men,30-39,15041
2018,Gyeongnaam,Women,30-39,3272
2018,Jeju,Men,30-39,4617
2018,Jeju,Women,30-39,1175
2018,Outside of Korean Red Cross,Men,30-39,26338
2018,Outside of Korean Red Cross,Women,30-39,8890
2019,Central Seoul,Men,30-39,34284
2019,Central Seoul,Women,30-39,10688
2019,Western Seoul,Men,30-39,
2019,Western Seoul,Women,30-39,
2019,Southern Seoul,Men,30-39,31117
2019,Southern Seoul,Women,30-39,9536
2019,Eastern Seoul,Men,30-39,29728
2019,Eastern Seoul,Women,30-39,9434
2019,Busan,Men,30-39,23919
2019,Busan,Women,30-39,7253
2019,Daegu/Gyeungbook,Men,30-39,25683
2019,Daegu/Gyeungbook,Women,30-39,7034
2019,Incheon,Men,30-39,19254
2019,Incheon,Women,30-39,6469
2019,Ulsan,Men,30-39,10298
2019,Ulsan,Women,30-39,2574
2019,Gyeonggi,Men,30-39,30458
2019,Gyeonggi,Women,30-39,7868
2019,Gangwon,Men,30-39,14073
2019,Gangwon,Women,30-39,3154
2019,Chungbook,Men,30-39,10611
2019,Chungbook,Women,30-39,2408
2019,Daejeon/Sejong/Chungnaam,Men,30-39,25975
2019,Daejeon/Sejong/Chungnaam,Women,30-39,6988
2019,Jeonbook,Men,30-39,11469
2019,Jeonbook,Women,30-39,2276
2019,Gwangju/Jeonnam,Men,30-39,26044
2019,Gwangju/Jeonnam,Women,30-39,5550
2019,Gyeongnaam,Men,30-39,14041
2019,Gyeongnaam,Women,30-39,3186
2019,Jeju,Men,30-39,4181
2019,Jeju,Women,30-39,1316
2019,Outside of Korean Red Cross,Men,30-39,26919
2019,Outside of Korean Red Cross,Women,30-39,7400
2020,Central Seoul,Men,30-39,32979
2020,Central Seoul,Women,30-39,12109
2020,Western Seoul,Men,30-39,
2020,Western Seoul,Women,30-39,
2020,Southern Seoul,Men,30-39,29322
2020,Southern Seoul,Women,30-39,9532
2020,Eastern Seoul,Men,30-39,28715
2020,Eastern Seoul,Women,30-39,9626
2020,Busan,Men,30-39,23435
2020,Busan,Women,30-39,8091
2020,Daegu/Gyeungbook,Men,30-39,25507
2020,Daegu/Gyeungbook,Women,30-39,7948
2020,Incheon,Men,30-39,22183
2020,Incheon,Women,30-39,7741
2020,Ulsan,Men,30-39,11520
2020,Ulsan,Women,30-39,2729
2020,Gyeonggi,Men,30-39,33627
2020,Gyeonggi,Women,30-39,9796
2020,Gangwon,Men,30-39,14670
2020,Gangwon,Women,30-39,3352
2020,Chungbook,Men,30-39,10668
2020,Chungbook,Women,30-39,2690
2020,Daejeon/Sejong/Chungnaam,Men,30-39,29146
2020,Daejeon/Sejong/Chungnaam,Women,30-39,8758
2020,Jeonbook,Men,30-39,10204
2020,Jeonbook,Women,30-39,2982
2020,Gwangju/Jeonnam,Men,30-39,22303
2020,Gwangju/Jeonnam,Women,30-39,6452
2020,Gyeongnaam,Men,30-39,16186
2020,Gyeongnaam,Women,30-39,4179
2020,Jeju,Men,30-39,5355
2020,Jeju,Women,30-39,1929
2020,Outside of Korean Red Cross,Men,30-39,28002
2020,Outside of Korean Red Cross,Women,30-39,9255
2021,Central Seoul,Men,30-39,31211
2021,Central Seoul,Women,30-39,11591
2021,Western Seoul,Men,30-39,
2021,Western Seoul,Women,30-39,
2021,Southern Seoul,Men,30-39,27033
2021,Southern Seoul,Women,30-39,9033
2021,Eastern Seoul,Men,30-39,28157
2021,Eastern Seoul,Women,30-39,9811
2021,Busan,Men,30-39,21069
2021,Busan,Women,30-39,7745
2021,Daegu/Gyeungbook,Men,30-39,26075
2021,Daegu/Gyeungbook,Women,30-39,8462
2021,Incheon,Men,30-39,22157
2021,Incheon,Women,30-39,7718
2021,Ulsan,Men,30-39,10309
2021,Ulsan,Women,30-39,2668
2021,Gyeonggi,Men,30-39,32414
2021,Gyeonggi,Women,30-39,10022
2021,Gangwon,Men,30-39,13362
2021,Gangwon,Women,30-39,3222
2021,Chungbook,Men,30-39,9059
2021,Chungbook,Women,30-39,2639
2021,Daejeon/Sejong/Chungnaam,Men,30-39,26077
2021,Daejeon/Sejong/Chungnaam,Women,30-39,7768
2021,Jeonbook,Men,30-39,8684
2021,Jeonbook,Women,30-39,2578
2021,Gwangju/Jeonnam,Men,30-39,19469
2021,Gwangju/Jeonnam,Women,30-39,5709
2021,Gyeongnaam,Men,30-39,14042
2021,Gyeongnaam,Women,30-39,3696
2021,Jeju,Men,30-39,4949
2021,Jeju,Women,30-39,1908
2021,Outside of Korean Red Cross,Men,30-39,26203
2021,Outside of Korean Red Cross,Women,30-39,8514
2022,Central Seoul,Men,30-39,30530
2022,Central Seoul,Women,30-39,13491
2022,Western Seoul,Men,30-39,
2022,Western Seoul,Women,30-39,
2022,Southern Seoul,Men,30-39,26537
2022,Southern Seoul,Women,30-39,10314
2022,Eastern Seoul,Men,30-39,28581
2022,Eastern Seoul,Women,30-39,11513
2022,Busan,Men,30-39,21754
2022,Busan,Women,30-39,9497
2022,Daegu/Gyeungbook,Men,30-39,24662
2022,Daegu/Gyeungbook,Women,30-39,8516
2022,Incheon,Men,30-39,22434
2022,Incheon,Women,30-39,8873
2022,Ulsan,Men,30-39,10274
2022,Ulsan,Women,30-39,3210
2022,Gyeonggi,Men,30-39,30285
2022,Gyeonggi,Women,30-39,10226
2022,Gangwon,Men,30-39,13069
2022,Gangwon,Women,30-39,3954
2022,Chungbook,Men,30-39,9083
2022,Chungbook,Women,30-39,2872
2022,Daejeon/Sejong/Chungnaam,Men,30-39,26167
2022,Daejeon/Sejong/Chungnaam,Women,30-39,8957
2022,Jeonbook,Men,30-39,8753
2022,Jeonbook,Women,30-39,3124
2022,Gwangju/Jeonnam,Men,30-39,19954
2022,Gwangju/Jeonnam,Women,30-39,7992
2022,Gyeongnaam,Men,30-39,14063
2022,Gyeongnaam,Women,30-39,4281
2022,Jeju,Men,30-39,4615
2022,Jeju,Women,30-39,1936
2022,Outside of Korean Red Cross,Men,30-39,29154
2022,Outside of Korean Red Cross,Women,30-39,10407
2023,Central Seoul,Men,30-39,30858
2023,Central Seoul,Women,30-39,13170
2023,Western Seoul,Men,30-39,
2023,Western Seoul,Women,30-39,
2023,Southern Seoul,Men,30-39,27713
2023,Southern Seoul,Women,30-39,10226
2023,Eastern Seoul,Men,30-39,30138
2023,Eastern Seoul,Women,30-39,12260
2023,Busan,Men,30-39,20974
2023,Busan,Women,30-39,9120
2023,Daegu/Gyeungbook,Men,30-39,24547
2023,Daegu/Gyeungbook,Women,30-39,7987
2023,Incheon,Men,30-39,23003
2023,Incheon,Women,30-39,8731
2023,Ulsan,Men,30-39,12149
2023,Ulsan,Women,30-39,3824
2023,Gyeonggi,Men,30-39,31657
2023,Gyeonggi,Women,30-39,9904
2023,Gangwon,Men,30-39,13622
2023,Gangwon,Women,30-39,3829
2023,Chungbook,Men,30-39,9233
2023,Chungbook,Women,30-39,2834
2023,Daejeon/Sejong/Chungnaam,Men,30-39,25225
2023,Daejeon/Sejong/Chungnaam,Women,30-39,8106
2023,Jeonbook,Men,30-39,9467
2023,Jeonbook,Women,30-39,3349
2023,Gwangju/Jeonnam,Men,30-39,19779
2023,Gwangju/Jeonnam,Women,30-39,7268
2023,Gyeongnaam,Men,30-39,14134
2023,Gyeongnaam,Women,30-39,3928
2023,Jeju,Men,30-39,5399
2023,Jeju,Women,30-39,2181
2023,Outside of Korean Red Cross,Men,30-39,32121
2023,Outside of Korean Red Cross,Women,30-39,11430
2005,Central Seoul,Men,40-49,6716
2005,Central Seoul,Women,40-49,1169
2005,Western Seoul,Men,40-49,5436
2005,Western Seoul,Women,40-49,608
2005,Southern Seoul,Men,40-49,7303
2005,Southern Seoul,Women,40-49,1139
2005,Eastern Seoul,Men,40-49,6205
2005,Eastern Seoul,Women,40-49,1729
2005,Busan,Men,40-49,6301
2005,Busan,Women,40-49,1082
2005,Daegu/Gyeungbook,Men,40-49,7423
2005,Daegu/Gyeungbook,Women,40-49,1375
2005,Incheon,Men,40-49,4456
2005,Incheon,Women,40-49,1210
2005,Ulsan,Men,40-49,4523
2005,Ulsan,Women,40-49,495
2005,Gyeonggi,Men,40-49,7074
2005,Gyeonggi,Women,40-49,708
2005,Gangwon,Men,40-49,2068
2005,Gangwon,Women,40-49,361
2005,Chungbook,Men,40-49,2539
2005,Chungbook,Women,40-49,286
2005,Daejeon/Sejong/Chungnaam,Men,40-49,4948
