year,source,sex,age,count
2006,Central Seoul,Men,50-59,2316
2006,Central Seoul,Women,50-59,310
2006,Western Seoul,Men,50-59,1690
2006,Western Seoul,Women,50-59,212
2006,Southern Seoul,Men,50-59,2487
2006,Southern Seoul,Women,50-59,490
2006,Eastern Seoul,Men,50-59,2364
2006,Eastern Seoul,Women,50-59,574
2006,Busan,Men,50-59,2165
2006,Busan,Women,50-59,349
2006,Daegu/Gyeungbook,Men,50-59,2205
2006,Daegu/Gyeungbook,Women,50-59,328
2006,Incheon,Men,50-59,1095
2006,Incheon,Women,50-59,235
2006,Ulsan,Men,50-59,1173
2006,Ulsan,Women,50-59,103
2006,Gyeonggi,Men,50-59,1779
2006,Gyeonggi,Women,50-59,160
2006,Gangwon,Men,50-59,622
2006,Gangwon,Women,50-59,69
2006,Chungbook,Men,50-59,721
2006,Chungbook,Women,50-59,82
2006,Daejeon/Sejong/Chungnaam,Men,50-59,1602
2006,Daejeon/Sejong/Chungnaam,Women,50-59,165
2006,Jeonbook,Men,50-59,934
2006,Jeonbook,Women,50-59,73
2006,Gwangju/Jeonnam,Men,50-59,1458
2006,Gwangju/Jeonnam,Women,50-59,207
2006,Gyeongnaam,Men,50-59,1131
2006,Gyeongnaam,Women,50-59,93
2006,Jeju,Men,50-59,322
2006,Jeju,Women,50-59,33
2006,Outside of Korean Red Cross,Men,50-59,628
2006,Outside of Korean Red Cross,Women,50-59,158
2007,Central Seoul,Men,50-59,2304
2007,Central Seoul,Women,50-59,380
2007,Western Seoul,Men,50-59,1929
2007,Western Seoul,Women,50-59,263
2007,Southern Seoul,Men,50-59,2458
2007,Southern Seoul,Women,50-59,461
2007,Eastern Seoul,Men,50-59,2188
2007,Eastern Seoul,Women,50-59,615
2007,Busan,Men,50-59,2198
2007,Busan,Women,50-59,373
2007,Daegu/Gyeungbook,Men,50-59,1927
2007,Daegu/Gyeungbook,Women,50-59,243
2007,Incheon,Men,50-59,1240
2007,Incheon,Women,50-59,302
2007,Ulsan,Men,50-59,1003
2007,Ulsan,Women,50-59,88
2007,Gyeonggi,Men,50-59,1785
2007,Gyeonggi,Women,50-59,198
2007,Gangwon,Men,50-59,602
2007,Gangwon,Women,50-59,42
2007,Chungbook,Men,50-59,903
2007,Chungbook,Women,50-59,83
2007,Daejeon/Sejong/Chungnaam,Men,50-59,1648
2007,Daejeon/Sejong/Chungnaam,Women,50-59,148
2007,Jeonbook,Men,50-59,842
2007,Jeonbook,Women,50-59,55
2007,Gwangju/Jeonnam,Men,50-59,1463
2007,Gwangju/Jeonnam,Women,50-59,239
2007,Gyeongnaam,Men,50-59,1283
2007,Gyeongnaam,Women,50-59,99
2007,Jeju,Men,50-59,328
2007,Jeju,Women,50-59,15
2007,Outside of Korean Red Cross,Men,50-59,793
2007,Outside of Korean Red Cross,Women,50-59,184
2008,Central Seoul,Men,50-59,2628
2008,Central Seoul,Women,50-59,429
2008,Western Seoul,Men,50-59,2222
2008,Western Seoul,Women,50-59,343
2008,Southern Seoul,Men,50-59,2999
2008,Southern Seoul,Women,50-59,600
2008,Eastern Seoul,Men,50-59,2600
2008,Eastern Seoul,Women,50-59,647
2008,Busan,Men,50-59,2684
2008,Busan,Women,50-59,495
2008,Daegu/Gyeungbook,Men,50-59,2126
2008,Daegu/Gyeungbook,Women,50-59,317
2008,Incheon,Men,50-59,1537
2008,Incheon,Women,50-59,316
2008,Ulsan,Men,50-59,1178
2008,Ulsan,Women,50-59,112
2008,Gyeonggi,Men,50-59,2478
2008,Gyeonggi,Women,50-59,304
2008,Gangwon,Men,50-59,868
2008,Gangwon,Women,50-59,129
2008,Chungbook,Men,50-59,1070
2008,Chungbook,Women,50-59,88
2008,Daejeon/Sejong/Chungnaam,Men,50-59,2253
2008,Daejeon/Sejong/Chungnaam,Women,50-59,226
2008,Jeonbook,Men,50-59,1001
2008,Jeonbook,Women,50-59,163
2008,Gwangju/Jeonnam,Men,50-59,1889
2008,Gwangju/Jeonnam,Women,50-59,307
2008,Gyeongnaam,Men,50-59,1415
2008,Gyeongnaam,Women,50-59,138
2008,Jeju,Men,50-59,386
2008,Jeju,Women,50-59,33
2008,Outside of Korean Red Cross,Men,50-59,1297
2008,Outside of Korean Red Cross,Women,50-59,281
2009,Central Seoul,Men,50-59,3453
2009,Central Seoul,Women,50-59,515
2009,Western Seoul,Men,50-59,2932
2009,Western Seoul,Women,50-59,425
2009,Southern Seoul,Men,50-59,3549
2009,Southern Seoul,Women,50-59,645
2009,Eastern Seoul,Men,50-59,3286
2009,Eastern Seoul,Women,50-59,807
2009,Busan,Men,50-59,3237
2009,Busan,Women,50-59,561
2009,Daegu/Gyeungbook,Men,50-59,3094
2009,Daegu/Gyeungbook,Women,50-59,434
2009,Incheon,Men,50-59,1989
2009,Incheon,Women,50-59,397
2009,Ulsan,Men,50-59,1519
2009,Ulsan,Women,50-59,122
2009,Gyeonggi,Men,50-59,3100
2009,Gyeonggi,Women,50-59,466
2009,Gangwon,Men,50-59,1200
2009,Gangwon,Women,50-59,192
2009,Chungbook,Men,50-59,1506
2009,Chungbook,Women,50-59,163
2009,Daejeon/Sejong/Chungnaam,Men,50-59,2700
2009,Daejeon/Sejong/Chungnaam,Women,50-59,286
2009,Jeonbook,Men,50-59,1292
2009,Jeonbook,Women,50-59,160
2009,Gwangju/Jeonnam,Men,50-59,2538
2009,Gwangju/Jeonnam,Women,50-59,429
2009,Gyeongnaam,Men,50-59,2005
2009,Gyeongnaam,Women,50-59,160
2009,Jeju,Men,50-59,588
2009,Jeju,Women,50-59,87
2009,Outside of Korean Red Cross,Men,50-59,1384
2009,Outside of Korean Red Cross,Women,50-59,219
2010,Central Seoul,Men,50-59,4059
2010,Central Seoul,Women,50-59,756
2010,Western Seoul,Men,50-59,1474
2010,Western Seoul,Women,50-59,223
2010,Southern Seoul,Men,50-59,3491
2010,Southern Seoul,Women,50-59,621
2010,Eastern Seoul,Men,50-59,4327
2010,Eastern Seoul,Women,50-59,1025
2010,Busan,Men,50-59,3448
2010,Busan,Women,50-59,649
2010,Daegu/Gyeungbook,Men,50-59,3182
2010,Daegu/Gyeungbook,Women,50-59,526
2010,Incheon,Men,50-59,2485
2010,Incheon,Women,50-59,449
2010,Ulsan,Men,50-59,1730
2010,Ulsan,Women,50-59,133
2010,Gyeonggi,Men,50-59,3363
2010,Gyeonggi,Women,50-59,592
2010,Gangwon,Men,50-59,1395
2010,Gangwon,Women,50-59,246
2010,Chungbook,Men,50-59,1493
2010,Chungbook,Women,50-59,162
2010,Daejeon/Sejong/Chungnaam,Men,50-59,3007
2010,Daejeon/Sejong/Chungnaam,Women,50-59,315
2010,Jeonbook,Men,50-59,1508
2010,Jeonbook,Women,50-59,182
2010,Gwangju/Jeonnam,Men,50-59,2800
2010,Gwangju/Jeonnam,Women,50-59,452
2010,Gyeongnaam,Men,50-59,2085
2010,Gyeongnaam,Women,50-59,157
2010,Jeju,Men,50-59,652
2010,Jeju,Women,50-59,106
2010,Outside of Korean Red Cross,Men,50-59,1823
2010,Outside of Korean Red Cross,Women,50-59,426
2011,Central Seoul,Men,50-59,
2011,Central Seoul,Women,50-59,
2011,Western Seoul,Men,50-59,4907
2011,Western Seoul,Women,50-59,863
2011,Southern Seoul,Men,50-59,3857
2011,Southern Seoul,Women,50-59,664
2011,Eastern Seoul,Men,50-59,5241
2011,Eastern Seoul,Women,50-59,1109
2011,Busan,Men,50-59,3448
2011,Busan,Women,50-59,649
2011,Daegu/Gyeungbook,Men,50-59,3286
2011,Daegu/Gyeungbook,Women,50-59,560
2011,Incheon,Men,50-59,3093
2011,Incheon,Women,50-59,644
2011,Ulsan,Men,50-59,1616
2011,Ulsan,Women,50-59,143
2011,Gyeonggi,Men,50-59,3578
2011,Gyeonggi,Women,50-59,569
2011,Gangwon,Men,50-59,1709
2011,Gangwon,Women,50-59,284
2011,Chungbook,Men,50-59,1563
2011,Chungbook,Women,50-59,172
2011,Daejeon/Sejong/Chungnaam,Men,50-59,3155
2011,Daejeon/Sejong/Chungnaam,Women,50-59,282
2011,Jeonbook,Men,50-59,1631
2011,Jeonbook,Women,50-59,254
2011,Gwangju/Jeonnam,Men,50-59,2935
2011,Gwangju/Jeonnam,Women,50-59,587
2011,Gyeongnaam,Men,50-59,2165
2011,Gyeongnaam,Women,50-59,146
2011,Jeju,Men,50-59,637
2011,Jeju,Women,50-59,94
2011,Outside of Korean Red Cross,Men,50-59,1949
2011,Outside of Korean Red Cross,Women,50-59,469
2012,Central Seoul,Men,50-59,
2012,Central Seoul,Women,50-59,
2012,Western Seoul,Men,50-59,5262
2012,Western Seoul,Women,50-59,978
2012,Southern Seoul,Men,50-59,4038
2012,Southern Seoul,Women,50-59,804
2012,Eastern Seoul,Men,50-59,5781
2012,Eastern Seoul,Women,50-59,1354
2012,Busan,Men,50-59,3631
2012,Busan,Women,50-59,788
2012,Daegu/Gyeungbook,Men,50-59,3916
2012,Daegu/Gyeungbook,Women,50-59,674
2012,Incheon,Men,50-59,3514
2012,Incheon,Women,50-59,790
2012,Ulsan,Men,50-59,1991
2012,Ulsan,Women,50-59,255
2012,Gyeonggi,Men,50-59,4426
2012,Gyeonggi,Women,50-59,720
2012,Gangwon,Men,50-59,1808
2012,Gangwon,Women,50-59,358
2012,Chungbook,Men,50-59,1576
2012,Chungbook,Women,50-59,167
2012,Daejeon/Sejong/Chungnaam,Men,50-59,3522
2012,Daejeon/Sejong/Chungnaam,Women,50-59,336
2012,Jeonbook,Men,50-59,1720
2012,Jeonbook,Women,50-59,262
2012,Gwangju/Jeonnam,Men,50-59,3169
2012,Gwangju/Jeonnam,Women,50-59,586
2012,Gyeongnaam,Men,50-59,2313
2012,Gyeongnaam,Women,50-59,160
2012,Jeju,Men,50-59,623
2012,Jeju,Women,50-59,104
2012,Outside of Korean Red Cross,Men,50-59,2559
2012,Outside of Korean Red Cross,Women,50-59,545
2013,Central Seoul,Men,50-59,
2013,Central Seoul,Women,50-59,
2013,Western Seoul,Men,50-59,6107
2013,Western Seoul,Women,50-59,1048
2013,Southern Seoul,Men,50-59,4525
2013,Southern Seoul,Women,50-59,869
2013,Eastern Seoul,Men,50-59,6112
2013,Eastern Seoul,Women,50-59,1553
2013,Busan,Men,50-59,4001
2013,Busan,Women,50-59,890
2013,Daegu/Gyeungbook,Men,50-59,4255
2013,Daegu/Gyeungbook,Women,50-59,780
2013,Incheon,Men,50-59,4103
2013,Incheon,Women,50-59,813
2013,Ulsan,Men,50-59,2271
2013,Ulsan,Women,50-59,282
2013,Gyeonggi,Men,50-59,5284
2013,Gyeonggi,Women,50-59,763
2013,Gangwon,Men,50-59,2041
2013,Gangwon,Women,50-59,380
2013,Chungbook,Men,50-59,1611
2013,Chungbook,Women,50-59,197
2013,Daejeon/Sejong/Chungnaam,Men,50-59,3795
2013,Daejeon/Sejong/Chungnaam,Women,50-59,413
2013,Jeonbook,Men,50-59,1921
2013,Jeonbook,Women,50-59,292
2013,Gwangju/Jeonnam,Men,50-59,3627
2013,Gwangju/Jeonnam,Women,50-59,655
2013,Gyeongnaam,Men,50-59,2587
2013,Gyeongnaam,Women,50-59,183
2013,Jeju,Men,50-59,664
2013,Jeju,Women,50-59,128
2013,Outside of Korean Red Cross,Men,50-59,2933
2013,Outside of Korean Red Cross,Women,50-59,850
2014,Central Seoul,Men,50-59,
2014,Central Seoul,Women,50-59,
2014,Western Seoul,Men,50-59,6895
2014,Western Seoul,Women,50-59,1189
2014,Southern Seoul,Men,50-59,4858
2014,Southern Seoul,Women,50-59,958
2014,Eastern Seoul,Men,50-59,6639
2014,Eastern Seoul,Women,50-59,1835
2014,Busan,Men,50-59,4656
2014,Busan,Women,50-59,1115
2014,Daegu/Gyeungbook,Men,50-59,4983
2014,Daegu/Gyeungbook,Women,50-59,975
2014,Incheon,Men,50-59,4468
2014,Incheon,Women,50-59,887
2014,Ulsan,Men,50-59,2610
2014,Ulsan,Women,50-59,362
2014,Gyeonggi,Men,50-59,6095
2014,Gyeonggi,Women,50-59,1001
2014,Gangwon,Men,50-59,2238
2014,Gangwon,Women,50-59,545
2014,Chungbook,Men,50-59,1778
2014,Chungbook,Women,50-59,259
2014,Daejeon/Sejong/Chungnaam,Men,50-59,4228
2014,Daejeon/Sejong/Chungnaam,Women,50-59,560
2014,Jeonbook,Men,50-59,2092
2014,Jeonbook,Women,50-59,324
2014,Gwangju/Jeonnam,Men,50-59,3859
2014,Gwangju/Jeonnam,Women,50-59,691
2014,Gyeongnaam,Men,50-59,2936
2014,Gyeongnaam,Women,50-59,260
2014,Jeju,Men,50-59,886
2014,Jeju,Women,50-59,204
2014,Outside of Korean Red Cross,Men,50-59,3313
2014,Outside of Korean Red Cross,Women,50-59,926
2015,Central Seoul,Men,50-59,
2015,Central Seoul,Women,50-59,
2015,Western Seoul,Men,50-59,8016
2015,Western Seoul,Women,50-59,1658
2015,Southern Seoul,Men,50-59,5414
2015,Southern Seoul,Women,50-59,1136
2015,Eastern Seoul,Men,50-59,7497
2015,Eastern Seoul,Women,50-59,1910
2015,Busan,Men,50-59,5126
2015,Busan,Women,50-59,1349
2015,Daegu/Gyeungbook,Men,50-59,5685
2015,Daegu/Gyeungbook,Women,50-59,1230
2015,Incheon,Men,50-59,4891
2015,Incheon,Women,50-59,1053
2015,Ulsan,Men,50-59,2923
2015,Ulsan,Women,50-59,452
2015,Gyeonggi,Men,50-59,6774
2015,Gyeonggi,Women,50-59,1233
2015,Gangwon,Men,50-59,2688
2015,Gangwon,Women,50-59,595
2015,Chungbook,Men,50-59,1961
2015,Chungbook,Women,50-59,330
2015,Daejeon/Sejong/Chungnaam,Men,50-59,5146
2015,Daejeon/Sejong/Chungnaam,Women,50-59,799
2015,Jeonbook,Men,50-59,2326
2015,Jeonbook,Women,50-59,358
2015,Gwangju/Jeonnam,Men,50-59,4695
2015,Gwangju/Jeonnam,Women,50-59,842
2015,Gyeongnaam,Men,50-59,2920
2015,Gyeongnaam,Women,50-59,323
2015,Jeju,Men,50-59,1054
2015,Jeju,Women,50-59,240
2015,Outside of Korean Red Cross,Men,50-59,3634
2015,Outside of Korean Red Cross,Women,50-59,1009
2016,Central Seoul,Men,50-59,
2016,Central Seoul,Women,50-59,
2016,Western Seoul,Men,50-59,8723
2016,Western Seoul,Women,50-59,1944
2016,Southern Seoul,Men,50-59,6331
2016,Southern Seoul,Women,50-59,1633
2016,Eastern Seoul,Men,50-59,8420
2016,Eastern Seoul,Women,50-59,2306
2016,Busan,Men,50-59,5758
2016,Busan,Women,50-59,1632
2016,Daegu/Gyeungbook,Men,50-59,6440
2016,Daegu/Gyeungbook,Women,50-59,1294
2016,Incheon,Men,50-59,5483
2016,Incheon,Women,50-59,1258
2016,Ulsan,Men,50-59,3170
2016,Ulsan,Women,50-59,576
2016,Gyeonggi,Men,50-59,7872
2016,Gyeonggi,Women,50-59,1567
2016,Gangwon,Men,50-59,3175
2016,Gangwon,Women,50-59,651
2016,Chungbook,Men,50-59,2311
2016,Chungbook,Women,50-59,369
2016,Daejeon/Sejong/Chungnaam,Men,50-59,6014
2016,Daejeon/Sejong/Chungnaam,Women,50-59,1108
2016,Jeonbook,Men,50-59,2498
2016,Jeonbook,Women,50-59,439
2016,Gwangju/Jeonnam,Men,50-59,5607
2016,Gwangju/Jeonnam,Women,50-59,1063
2016,Gyeongnaam,Men,50-59,3710
2016,Gyeongnaam,Women,50-59,476
2016,Jeju,Men,50-59,1093
2016,Jeju,Women,50-59,274
2016,Outside of Korean Red Cross,Men,50-59,4677
2016,Outside of Korean Red Cross,Women,50-59,1398
2017,Central Seoul,Men,50-59,
2017,Central Seoul,Women,50-59,
2017,Western Seoul,Men,50-59,9335
2017,Western Seoul,Women,50-59,2269
2017,Southern Seoul,Men,50-59,7518
2017,Southern Seoul,Women,50-59,1937
2017,Eastern Seoul,Men,50-59,9338
2017,Eastern Seoul,Women,50-59,2662
2017,Busan,Men,50-59,6989
2017,Busan,Women,50-59,2071
2017,Daegu/Gyeungbook,Men,50-59,7599
2017,Daegu/Gyeungbook,Women,50-59,1686
2017,Incheon,Men,50-59,6149
2017,Incheon,Women,50-59,1608
2017,Ulsan,Men,50-59,3428
2017,Ulsan,Women,50-59,667
2017,Gyeonggi,Men,50-59,8842
2017,Gyeonggi,Women,50-59,1812
2017,Gangwon,Men,50-59,3686
2017,Gangwon,Women,50-59,808
2017,Chungbook,Men,50-59,2724
2017,Chungbook,Women,50-59,487
2017,Daejeon/Sejong/Chungnaam,Men,50-59,6707
2017,Daejeon/Sejong/Chungnaam,Women,50-59,1126
2017,Jeonbook,Men,50-59,2922
2017,Jeonbook,Women,50-59,470
2017,Gwangju/Jeonnam,Men,50-59,6339
2017,Gwangju/Jeonnam,Women,50-59,1205
2017,Gyeongnaam,Men,50-59,4002
2017,Gyeongnaam,Women,50-59,651
2017,Jeju,Men,50-59,1394
2017,Jeju,Women,50-59,338
2017,Outside of Korean Red Cross,Men,50-59,5617
2017,Outside of Korean Red Cross,Women,50-59,1541
2018,Central Seoul,Men,50-59,10391
2018,Central Seoul,Women,50-59,2561
2018,Western Seoul,Men,50-59,
2018,Western Seoul,Women,50-59,
2018,Southern Seoul,Men,50-59,8307
2018,Southern Seoul,Women,50-59,2238
2018,Eastern Seoul,Men,50-59,11091
2018,Eastern Seoul,Women,50-59,3345
2018,Busan,Men,50-59,8071
2018,Busan,Women,50-59,2626
2018,Daegu/Gyeungbook,Men,50-59,8710
2018,Daegu/Gyeungbook,Women,50-59,2090
2018,Incheon,Men,50-59,7026
2018,Incheon,Women,50-59,1833
2018,Ulsan,Men,50-59,3966
2018,Ulsan,Women,50-59,752
2018,Gyeonggi,Men,50-59,10239
2018,Gyeonggi,Women,50-59,2015
2018,Gangwon,Men,50-59,4238
2018,Gangwon,Women,50-59,930
2018,Chungbook,Men,50-59,3183
2018,Chungbook,Women,50-59,534
2018,Daejeon/Sejong/Chungnaam,Men,50-59,7717
2018,Daejeon/Sejong/Chungnaam,Women,50-59,1475
2018,Jeonbook,Men,50-59,3356
2018,Jeonbook,Women,50-59,591
2018,Gwangju/Jeonnam,Men,50-59,6752
2018,Gwangju/Jeonnam,Women,50-59,1432
2018,Gyeongnaam,Men,50-59,4563
2018,Gyeongnaam,Women,50-59,839
2018,Jeju,Men,50-59,1385
2018,Jeju,Women,50-59,306
2018,Outside of Korean Red Cross,Men,50-59,6577
2018,Outside of Korean Red Cross,Women,50-59,1794
2019,Central Seoul,Men,50-59,11698
2019,Central Seoul,Women,50-59,3272
2019,Western Seoul,Men,50-59,
2019,Western Seoul,Women,50-59,
2019,Southern Seoul,Men,50-59,9657
2019,Southern Seoul,Women,50-59,2689
2019,Eastern Seoul,Men,50-59,12838
2019,Eastern Seoul,Women,50-59,3981
2019,Busan,Men,50-59,8933
2019,Busan,Women,50-59,2967
2019,Daegu/Gyeungbook,Men,50-59,10072
2019,Daegu/Gyeungbook,Women,50-59,2721
2019,Incheon,Men,50-59,8485
2019,Incheon,Women,50-59,2465
2019,Ulsan,Men,50-59,5377
2019,Ulsan,Women,50-59,1057
2019,Gyeonggi,Men,50-59,12283
2019,Gyeonggi,Women,50-59,2721
2019,Gangwon,Men,50-59,5132
2019,Gangwon,Women,50-59,1131
2019,Chungbook,Men,50-59,3844
2019,Chungbook,Women,50-59,785
2019,Daejeon/Sejong/Chungnaam,Men,50-59,9588
2019,Daejeon/Sejong/Chungnaam,Women,50-59,2028
2019,Jeonbook,Men,50-59,3848
2019,Jeonbook,Women,50-59,755
2019,Gwangju/Jeonnam,Men,50-59,7722
2019,Gwangju/Jeonnam,Women,50-59,1741
2019,Gyeongnaam,Men,50-59,5224
2019,Gyeongnaam,Women,50-59,1074
2019,Jeju,Men,50-59,1773
2019,Jeju,Women,50-59,519
2019,Outside of Korean Red Cross,Men,50-59,7465
2019,Outside of Korean Red Cross,Women,50-59,1800
2020,Central Seoul,Men,50-59,15143
2020,Central Seoul,Women,50-59,4268
2020,Western Seoul,Men,50-59,
2020,Western Seoul,Women,50-59,
2020,Southern Seoul,Men,50-59,12631
2020,Southern Seoul,Women,50-59,2982
2020,Eastern Seoul,Men,50-59,15949
2020,Eastern Seoul,Women,50-59,4649
2020,Busan,Men,50-59,11447
2020,Busan,Women,50-59,3938
2020,Daegu/Gyeungbook,Men,50-59,13305
2020,Daegu/Gyeungbook,Women,50-59,4243
2020,Incheon,Men,50-59,11844
2020,Incheon,Women,50-59,3482
2020,Ulsan,Men,50-59,8240
2020,Ulsan,Women,50-59,1476
2020,Gyeonggi,Men,50-59,18116
2020,Gyeonggi,Women,50-59,4449
2020,Gangwon,Men,50-59,7434
2020,Gangwon,Women,50-59,1988
2020,Chungbook,Men,50-59,5864
2020,Chungbook,Women,50-59,1428
2020,Daejeon/Sejong/Chungnaam,Men,50-59,14649
2020,Daejeon/Sejong/Chungnaam,Women,50-59,3799
2020,Jeonbook,Men,50-59,5920
2020,Jeonbook,Women,50-59,1367
2020,Gwangju/Jeonnam,Men,50-59,11416
2020,Gwangju/Jeonnam,Women,50-59,3130
2020,Gyeongnaam,Men,50-59,7960
2020,Gyeongnaam,Women,50-59,1968
2020,Jeju,Men,50-59,2960
2020,Jeju,Women,50-59,953
2020,Outside of Korean Red Cross,Men,50-59,11932
2020,Outside of Korean Red Cross,Women,50-59,3292
2021,Central Seoul,Men,50-59,15839
2021,Central Seoul,Women,50-59,4713
2021,Western Seoul,Men,50-59,
2021,Western Seoul,Women,50-59,
2021,Southern Seoul,Men,50-59,13111
2021,Southern Seoul,Women,50-59,3529
2021,Eastern Seoul,Men,50-59,17390
2021,Eastern Seoul,Women,50-59,5632
2021,Busan,Men,50-59,11734
2021,Busan,Women,50-59,4265
2021,Daegu/Gyeungbook,Men,50-59,14609
2021,Daegu/Gyeungbook,Women,50-59,4816
2021,Incheon,Men,50-59,12696
2021,Incheon,Women,50-59,4199
2021,Ulsan,Men,50-59,8040
2021,Ulsan,Women,50-59,1778
2021,Gyeonggi,Men,50-59,19213
2021,Gyeonggi,Women,50-59,4867
2021,Gangwon,Men,50-59,7664
2021,Gangwon,Women,50-59,1929
2021,Chungbook,Men,50-59,5899
2021,Chungbook,Women,50-59,1444
2021,Daejeon/Sejong/Chungnaam,Men,50-59,14942
2021,Daejeon/Sejong/Chungnaam,Women,50-59,3628
2021,Jeonbook,Men,50-59,5963
2021,Jeonbook,Women,50-59,1359
2021,Gwangju/Jeonnam,Men,50-59,11934
2021,Gwangju/Jeonnam,Women,50-59,3180
2021,Gyeongnaam,Men,50-59,7857
2021,Gyeongnaam,Women,50-59,1923
2021,Jeju,Men,50-59,3166
2021,Jeju,Women,50-59,1087
2021,Outside of Korean Red Cross,Men,50-59,13327
2021,Outside of Korean Red Cross,Women,50-59,3990
2022,Central Seoul,Men,50-59,16412
2022,Central Seoul,Women,50-59,5803
2022,Western Seoul,Men,50-59,
2022,Western Seoul,Women,50-59,
2022,Southern Seoul,Men,50-59,13514
2022,Southern Seoul,Women,50-59,4455
2022,Eastern Seoul,Men,50-59,19509
2022,Eastern Seoul,Women,50-59,7593
2022,Busan,Men,50-59,12315
2022,Busan,Women,50-59,5514
2022,Daegu/Gyeungbook,Men,50-59,14422
2022,Daegu/Gyeungbook,Women,50-59,5601
2022,Incheon,Men,50-59,13499
2022,Incheon,Women,50-59,5483
2022,Ulsan,Men,50-59,7568
2022,Ulsan,Women,50-59,2323
2022,Gyeonggi,Men,50-59,18847
2022,Gyeonggi,Women,50-59,5593
2022,Gangwon,Men,50-59,7817
2022,Gangwon,Women,50-59,2654
2022,Chungbook,Men,50-59,5695
2022,Chungbook,Women,50-59,2116
2022,Daejeon/Sejong/Chungnaam,Men,50-59,15789
2022,Daejeon/Sejong/Chungnaam,Women,50-59,5388
2022,Jeonbook,Men,50-59,5994
2022,Jeonbook,Women,50-59,2198
2022,Gwangju/Jeonnam,Men,50-59,12716
2022,Gwangju/Jeonnam,Women,50-59,5798
2022,Gyeongnaam,Men,50-59,8727
2022,Gyeongnaam,Women,50-59,2957
2022,Jeju,Men,50-59,3550
2022,Jeju,Women,50-59,1282
2022,Outside of Korean Red Cross,Men,50-59,16520
2022,Outside of Korean Red Cross,Women,50-59,5268
2023,Central Seoul,Men,50-59,17300
2023,Central Seoul,Women,50-59,5904
2023,Western Seoul,Men,50-59,
2023,Western Seoul,Women,50-59,
2023,Southern Seoul,Men,50-59,14656
2023,Southern Seoul,Women,50-59,4365
2023,Eastern Seoul,Men,50-59,20762
2023,Eastern Seoul,Women,50-59,8204
2023,Busan,Men,50-59,12435
2023,Busan,Women,50-59,5387
2023,Daegu/Gyeungbook,Men,50-59,14978
2023,Daegu/Gyeungbook,Women,50-59,4973
2023,Incheon,Men,50-59,13825
2023,Incheon,Women,50-59,5097
2023,Ulsan,Men,50-59,8786
2023,Ulsan,Women,50-59,2385
2023,Gyeonggi,Men,50-59,19524
2023,Gyeonggi,Women,50-59,5164
2023,Gangwon,Men,50-59,8061
2023,Gangwon,Women,50-59,2676
2023,Chungbook,Men,50-59,5493
2023,Chungbook,Women,50-59,1776
2023,Daejeon/Sejong/Chungnaam,Men,50-59,16189
2023,Daejeon/Sejong/Chungnaam,Women,50-59,5130
2023,Jeonbook,Men,50-59,6561
2023,Jeonbook,Women,50-59,2211
2023,Gwangju/Jeonnam,Men,50-59,12560
2023,Gwangju/Jeonnam,Women,50-59,4786
2023,Gyeongnaam,Men,50-59,9064
2023,Gyeongnaam,Women,50-59,2762
2023,Jeju,Men,50-59,4078
2023,Jeju,Women,50-59,1580
2023,Outside of Korean Red Cross,Men,50-59,19369
2023,Outside of Korean Red Cross,Women,50-59,6019
2005,Central Seoul,Men,over60,186
2005,Central Seoul,Women,over60,23
2005,Western Seoul,Men,over60,108
2005,Western Seoul,Women,over60,7
2005,Southern Seoul,Men,over60,217
2005,Southern Seoul,Women,over60,26
2005,Eastern Seoul,Men,over60,192
2005,Eastern Seoul,Women,over60,28
2005,Busan,Men,over60,149
2005,Busan,Women,over60,18
2005,Daegu/Gyeungbook,Men,over60,110
2005,Daegu/Gyeungbook,Women,over60,33
2005,Incheon,Men,over60,68
2005,Incheon,Women,over60,5
2005,Ulsan,Men,over60,22
2005,Ulsan,Women,over60,2
2005,Gyeonggi,Men,over60,64
2005,Gyeonggi,Women,over60,18
2005,Gangwon,Men,over60,57
2005,Gangwon,Women,over60,8
2005,Chungbook,Men,over60,49
2005,Chungbook,Women,over60,1
2005,Daejeon/Sejong/Chungnaam,Men,over60,173
2005,Daejeon/Sejong/Chungnaam,Women,over60,18
2005,Jeonbook,Men,over60,37
2005,Jeonbook,Women,over60,3
2005,Gwangju/Jeonnam,Men,over60,116
2005,Gwangju/Jeonnam,Women,over60,30
2005,Gyeongnaam,Men,over60,35
2005,Gyeongnaam,Women,over60,2
2005,Jeju,Men,over60,31
2005,Jeju,Women,over60,
2005,Outside of Korean Red Cross,Men,over60,30
2005,Outside of Korean Red Cross,Women,over60,6
2006,Central Seoul,Men,over60,189
2006,Central Seoul,Women,over60,18
2006,Western Seoul,Men,over60,152
2006,Western Seoul,Women,over60,15
2006,Southern Seoul,Men,over60,299
2006,Southern Seoul,Women,over60,22
2006,Eastern Seoul,Men,over60,258
2006,Eastern Seoul,Women,over60,21
2006,Busan,Men,over60,183
2006,Busan,Women,over60,13
2006,Daegu/Gyeungbook,Men,over60,113
2006,Daegu/Gyeungbook,Women,over60,18
2006,Incheon,Men,over60,63
2006,Incheon,Women,over60,14
2006,Ulsan,Men,over60,46
2006,Ulsan,Women,over60,2
2006,Gyeonggi,Men,over60,87
2006,Gyeonggi,Women,over60,17
2006,Gangwon,Men,over60,58
2006,Gangwon,Women,over60,3
2006,Chungbook,Men,over60,49
2006,Chungbook,Women,over60,
2006,Daejeon/Sejong/Chungnaam,Men,over60,168
