year,sex,career,source,count
2019,Women,Company Worker,Korean Red Cross 외,13445
2019,Women,Public Worker,Korean Red Cross,15973
2019,Women,Public Worker,Central Seoul,873
2019,Women,Public Worker,Western Seoul,
2019,Women,Public Worker,Southern Seoul,992
2019,Women,Public Worker,Eastern Seoul,1673
2019,Women,Public Worker,Busan,1116
2019,Women,Public Worker,Daegu/Gyeongbook,1356
2019,Women,Public Worker,Incheon,629
2019,Women,Public Worker,Ulsan,347
2019,Women,Public Worker,Gyeonggi,1080
2019,Women,Public Worker,Gangwon,1064
2019,Women,Public Worker,Chungbook,1000
2019,Women,Public Worker,Daejeon/Sejong/Chungnaam,1865
2019,Women,Public Worker,Jeonbook,740
2019,Women,Public Worker,Gwangju/Jeonnaam,1788
2019,Women,Public Worker,Gyeongnaam,980
2019,Women,Public Worker,Jeju,470
2019,Women,Public Worker,Korean Red Cross 외,302
2019,Women,Self-employed,Korean Red Cross,4821
2019,Women,Self-employed,Central Seoul,524
2019,Women,Self-employed,Western Seoul,
2019,Women,Self-employed,Southern Seoul,403
2019,Women,Self-employed,Eastern Seoul,606
2019,Women,Self-employed,Busan,413
2019,Women,Self-employed,Daegu/Gyeongbook,373
2019,Women,Self-employed,Incheon,326
2019,Women,Self-employed,Ulsan,128
2019,Women,Self-employed,Gyeonggi,436
2019,Women,Self-employed,Gangwon,274
2019,Women,Self-employed,Chungbook,203
2019,Women,Self-employed,Daejeon/Sejong/Chungnaam,305
2019,Women,Self-employed,Jeonbook,129
2019,Women,Self-employed,Gwangju/Jeonnaam,315
2019,Women,Self-employed,Gyeongnaam,190
2019,Women,Self-employed,Jeju,196
2019,Women,Self-employed,Korean Red Cross 외,228
2019,Women,Religion-related work,Korean Red Cross,481
2019,Women,Religion-related work,Central Seoul,61
2019,Women,Religion-related work,Western Seoul,
2019,Women,Religion-related work,Southern Seoul,39
2019,Women,Religion-related work,Eastern Seoul,69
2019,Women,Religion-related work,Busan,46
2019,Women,Religion-related work,Daegu/Gyeongbook,42
2019,Women,Religion-related work,Incheon,56
2019,Women,Religion-related work,Ulsan,11
2019,Women,Religion-related work,Gyeonggi,26
2019,Women,Religion-related work,Gangwon,3
2019,Women,Religion-related work,Chungbook,7
2019,Women,Religion-related work,Daejeon/Sejong/Chungnaam,13
2019,Women,Religion-related work,Jeonbook,23
2019,Women,Religion-related work,Gwangju/Jeonnaam,67
2019,Women,Religion-related work,Gyeongnaam,17
2019,Women,Religion-related work,Jeju,1
2019,Women,Religion-related work,Korean Red Cross 외,29
2019,Women,Stay-at-home,Korean Red Cross,48121
2019,Women,Stay-at-home,Central Seoul,4619
2019,Women,Stay-at-home,Western Seoul,
2019,Women,Stay-at-home,Southern Seoul,3623
2019,Women,Stay-at-home,Eastern Seoul,4968
2019,Women,Stay-at-home,Busan,4370
2019,Women,Stay-at-home,Daegu/Gyeongbook,5112
2019,Women,Stay-at-home,Incheon,3918
2019,Women,Stay-at-home,Ulsan,2103
2019,Women,Stay-at-home,Gyeonggi,4383
2019,Women,Stay-at-home,Gangwon,2187
2019,Women,Stay-at-home,Chungbook,1407
2019,Women,Stay-at-home,Daejeon/Sejong/Chungnaam,3925
2019,Women,Stay-at-home,Jeonbook,1495
2019,Women,Stay-at-home,Gwangju/Jeonnaam,3284
2019,Women,Stay-at-home,Gyeongnaam,2259
2019,Women,Stay-at-home,Jeju,468
2019,Women,Stay-at-home,Korean Red Cross 외,2986
2019,Women,Other,Korean Red Cross,65394
2019,Women,Other,Central Seoul,7850
2019,Women,Other,Western Seoul,
2019,Women,Other,Southern Seoul,7097
2019,Women,Other,Eastern Seoul,8856
2019,Women,Other,Busan,6525
2019,Women,Other,Daegu/Gyeongbook,5424
2019,Women,Other,Incheon,5305
2019,Women,Other,Ulsan,2336
2019,Women,Other,Gyeonggi,5120
2019,Women,Other,Gangwon,1574
2019,Women,Other,Chungbook,1563
2019,Women,Other,Daejeon/Sejong/Chungnaam,4297
2019,Women,Other,Jeonbook,1913
2019,Women,Other,Gwangju/Jeonnaam,4801
2019,Women,Other,Gyeongnaam,1766
2019,Women,Other,Jeju,967
2019,Women,Other,Korean Red Cross 외,6202
2020,Men,Highschool Student,Korean Red Cross,177856
2020,Men,Highschool Student,Central Seoul,11330
2020,Men,Highschool Student,Western Seoul,
2020,Men,Highschool Student,Southern Seoul,7698
2020,Men,Highschool Student,Eastern Seoul,12631
2020,Men,Highschool Student,Busan,14870
2020,Men,Highschool Student,Daegu/Gyeongbook,13955
2020,Men,Highschool Student,Incheon,8986
2020,Men,Highschool Student,Ulsan,8543
2020,Men,Highschool Student,Gyeonggi,13605
2020,Men,Highschool Student,Gangwon,5607
2020,Men,Highschool Student,Chungbook,7209
2020,Men,Highschool Student,Daejeon/Sejong/Chungnaam,20050
2020,Men,Highschool Student,Jeonbook,14868
2020,Men,Highschool Student,Gwangju/Jeonnaam,18575
2020,Men,Highschool Student,Gyeongnaam,14579
2020,Men,Highschool Student,Jeju,5350
2020,Men,Highschool Student,Korean Red Cross 외,10924
2020,Men,University Student,Korean Red Cross,323704
2020,Men,University Student,Central Seoul,28112
2020,Men,University Student,Western Seoul,
2020,Men,University Student,Southern Seoul,21920
2020,Men,University Student,Eastern Seoul,29841
2020,Men,University Student,Busan,32411
2020,Men,University Student,Daegu/Gyeongbook,34966
2020,Men,University Student,Incheon,19885
2020,Men,University Student,Ulsan,10624
2020,Men,University Student,Gyeonggi,25793
2020,Men,University Student,Gangwon,11417
2020,Men,University Student,Chungbook,10825
2020,Men,University Student,Daejeon/Sejong/Chungnaam,37156
2020,Men,University Student,Jeonbook,13258
2020,Men,University Student,Gwangju/Jeonnaam,27082
2020,Men,University Student,Gyeongnaam,17093
2020,Men,University Student,Jeju,3321
2020,Men,University Student,Korean Red Cross 외,23829
2020,Men,Military Person,Korean Red Cross,354458
2020,Men,Military Person,Central Seoul,23260
2020,Men,Military Person,Western Seoul,
2020,Men,Military Person,Southern Seoul,35926
2020,Men,Military Person,Eastern Seoul,42832
2020,Men,Military Person,Busan,19390
2020,Men,Military Person,Daegu/Gyeongbook,14008
2020,Men,Military Person,Incheon,22117
2020,Men,Military Person,Ulsan,4620
2020,Men,Military Person,Gyeonggi,25878
2020,Men,Military Person,Gangwon,67214
2020,Men,Military Person,Chungbook,15466
2020,Men,Military Person,Daejeon/Sejong/Chungnaam,30492
2020,Men,Military Person,Jeonbook,15816
2020,Men,Military Person,Gwangju/Jeonnaam,11919
2020,Men,Military Person,Gyeongnaam,22114
2020,Men,Military Person,Jeju,3406
2020,Men,Military Person,Korean Red Cross 외,4654
2020,Men,Company Worker,Korean Red Cross,600325
2020,Men,Company Worker,Central Seoul,65897
2020,Men,Company Worker,Western Seoul,
2020,Men,Company Worker,Southern Seoul,52109
2020,Men,Company Worker,Eastern Seoul,51682
2020,Men,Company Worker,Busan,44149
2020,Men,Company Worker,Daegu/Gyeongbook,46947
2020,Men,Company Worker,Incheon,44936
2020,Men,Company Worker,Ulsan,29911
2020,Men,Company Worker,Gyeonggi,73001
2020,Men,Company Worker,Gangwon,17678
2020,Men,Company Worker,Chungbook,20108
2020,Men,Company Worker,Daejeon/Sejong/Chungnaam,55577
2020,Men,Company Worker,Jeonbook,17978
2020,Men,Company Worker,Gwangju/Jeonnaam,39736
2020,Men,Company Worker,Gyeongnaam,31158
2020,Men,Company Worker,Jeju,9458
2020,Men,Company Worker,Korean Red Cross 외,62651
2020,Men,Public Worker,Korean Red Cross,102789
2020,Men,Public Worker,Central Seoul,4437
2020,Men,Public Worker,Western Seoul,
2020,Men,Public Worker,Southern Seoul,5184
2020,Men,Public Worker,Eastern Seoul,7892
2020,Men,Public Worker,Busan,5857
2020,Men,Public Worker,Daegu/Gyeongbook,7735
2020,Men,Public Worker,Incheon,6132
2020,Men,Public Worker,Ulsan,2717
2020,Men,Public Worker,Gyeonggi,10805
2020,Men,Public Worker,Gangwon,7189
2020,Men,Public Worker,Chungbook,5094
2020,Men,Public Worker,Daejeon/Sejong/Chungnaam,12096
2020,Men,Public Worker,Jeonbook,5774
2020,Men,Public Worker,Gwangju/Jeonnaam,10929
2020,Men,Public Worker,Gyeongnaam,7668
2020,Men,Public Worker,Jeju,3280
2020,Men,Public Worker,Korean Red Cross 외,2292
2020,Men,Self-employed,Korean Red Cross,54870
2020,Men,Self-employed,Central Seoul,5650
2020,Men,Self-employed,Western Seoul,
2020,Men,Self-employed,Southern Seoul,3760
2020,Men,Self-employed,Eastern Seoul,5886
2020,Men,Self-employed,Busan,4349
2020,Men,Self-employed,Daegu/Gyeongbook,5497
2020,Men,Self-employed,Incheon,3903
2020,Men,Self-employed,Ulsan,1379
2020,Men,Self-employed,Gyeonggi,5493
2020,Men,Self-employed,Gangwon,2831
2020,Men,Self-employed,Chungbook,2035
2020,Men,Self-employed,Daejeon/Sejong/Chungnaam,4171
2020,Men,Self-employed,Jeonbook,1763
2020,Men,Self-employed,Gwangju/Jeonnaam,4079
2020,Men,Self-employed,Gyeongnaam,2288
2020,Men,Self-employed,Jeju,1786
2020,Men,Self-employed,Korean Red Cross 외,2514
2020,Men,Religion-related work,Korean Red Cross,5590
2020,Men,Religion-related work,Central Seoul,582
2020,Men,Religion-related work,Western Seoul,
2020,Men,Religion-related work,Southern Seoul,373
2020,Men,Religion-related work,Eastern Seoul,569
2020,Men,Religion-related work,Busan,302
2020,Men,Religion-related work,Daegu/Gyeongbook,535
2020,Men,Religion-related work,Incheon,350
2020,Men,Religion-related work,Ulsan,96
2020,Men,Religion-related work,Gyeonggi,550
2020,Men,Religion-related work,Gangwon,308
2020,Men,Religion-related work,Chungbook,211
2020,Men,Religion-related work,Daejeon/Sejong/Chungnaam,503
2020,Men,Religion-related work,Jeonbook,367
2020,Men,Religion-related work,Gwangju/Jeonnaam,516
2020,Men,Religion-related work,Gyeongnaam,210
2020,Men,Religion-related work,Jeju,118
2020,Men,Religion-related work,Korean Red Cross 외,458
2020,Men,Stay-at-home,Korean Red Cross,157
2020,Men,Stay-at-home,Central Seoul,5
2020,Men,Stay-at-home,Western Seoul,
2020,Men,Stay-at-home,Southern Seoul,11
2020,Men,Stay-at-home,Eastern Seoul,11
2020,Men,Stay-at-home,Busan,8
2020,Men,Stay-at-home,Daegu/Gyeongbook,33
2020,Men,Stay-at-home,Incheon,20
2020,Men,Stay-at-home,Ulsan,1
2020,Men,Stay-at-home,Gyeonggi,16
2020,Men,Stay-at-home,Gangwon,4
2020,Men,Stay-at-home,Chungbook,3
2020,Men,Stay-at-home,Daejeon/Sejong/Chungnaam,11
2020,Men,Stay-at-home,Jeonbook,11
2020,Men,Stay-at-home,Gwangju/Jeonnaam,16
2020,Men,Stay-at-home,Gyeongnaam,4
2020,Men,Stay-at-home,Jeju,3
2020,Men,Stay-at-home,Korean Red Cross 외,33
2020,Men,Other,Korean Red Cross,173369
2020,Men,Other,Central Seoul,18559
2020,Men,Other,Western Seoul,
2020,Men,Other,Southern Seoul,17342
2020,Men,Other,Eastern Seoul,19846
2020,Men,Other,Busan,16731
2020,Men,Other,Daegu/Gyeongbook,15610
2020,Men,Other,Incheon,13054
2020,Men,Other,Ulsan,5769
2020,Men,Other,Gyeonggi,16052
2020,Men,Other,Gangwon,5085
2020,Men,Other,Chungbook,4987
2020,Men,Other,Daejeon/Sejong/Chungnaam,11584
2020,Men,Other,Jeonbook,6517
2020,Men,Other,Gwangju/Jeonnaam,14647
2020,Men,Other,Gyeongnaam,5291
2020,Men,Other,Jeju,2295
2020,Men,Other,Korean Red Cross 외,15971
2020,Women,Highschool Student,Korean Red Cross,126304
2020,Women,Highschool Student,Central Seoul,9118
2020,Women,Highschool Student,Western Seoul,
2020,Women,Highschool Student,Southern Seoul,4521
2020,Women,Highschool Student,Eastern Seoul,10399
2020,Women,Highschool Student,Busan,10133
2020,Women,Highschool Student,Daegu/Gyeongbook,10691
2020,Women,Highschool Student,Incheon,7835
2020,Women,Highschool Student,Ulsan,4763
2020,Women,Highschool Student,Gyeonggi,8441
2020,Women,Highschool Student,Gangwon,4403
2020,Women,Highschool Student,Chungbook,4610
2020,Women,Highschool Student,Daejeon/Sejong/Chungnaam,15674
2020,Women,Highschool Student,Jeonbook,8542
2020,Women,Highschool Student,Gwangju/Jeonnaam,15680
2020,Women,Highschool Student,Gyeongnaam,8048
2020,Women,Highschool Student,Jeju,3446
2020,Women,Highschool Student,Korean Red Cross 외,8735
2020,Women,University Student,Korean Red Cross,179847
2020,Women,University Student,Central Seoul,16430
2020,Women,University Student,Western Seoul,
2020,Women,University Student,Southern Seoul,11910
2020,Women,University Student,Eastern Seoul,16712
2020,Women,University Student,Busan,20572
2020,Women,University Student,Daegu/Gyeongbook,18961
2020,Women,University Student,Incheon,11283
2020,Women,University Student,Ulsan,4346
2020,Women,University Student,Gyeonggi,12230
2020,Women,University Student,Gangwon,5841
2020,Women,University Student,Chungbook,5033
2020,Women,University Student,Daejeon/Sejong/Chungnaam,22405
2020,Women,University Student,Jeonbook,7570
2020,Women,University Student,Gwangju/Jeonnaam,16240
2020,Women,University Student,Gyeongnaam,7931
2020,Women,University Student,Jeju,2383
2020,Women,University Student,Korean Red Cross 외,12991
2020,Women,Military Person,Korean Red Cross,6415
2020,Women,Military Person,Central Seoul,334
2020,Women,Military Person,Western Seoul,
2020,Women,Military Person,Southern Seoul,580
2020,Women,Military Person,Eastern Seoul,812
2020,Women,Military Person,Busan,426
2020,Women,Military Person,Daegu/Gyeongbook,265
2020,Women,Military Person,Incheon,359
2020,Women,Military Person,Ulsan,77
2020,Women,Military Person,Gyeonggi,548
2020,Women,Military Person,Gangwon,1048
2020,Women,Military Person,Chungbook,292
2020,Women,Military Person,Daejeon/Sejong/Chungnaam,602
2020,Women,Military Person,Jeonbook,256
2020,Women,Military Person,Gwangju/Jeonnaam,248
2020,Women,Military Person,Gyeongnaam,500
2020,Women,Military Person,Jeju,68
2020,Women,Military Person,Korean Red Cross 외,155
2020,Women,Company Worker,Korean Red Cross,168297
2020,Women,Company Worker,Central Seoul,23391
2020,Women,Company Worker,Western Seoul,
2020,Women,Company Worker,Southern Seoul,17367
2020,Women,Company Worker,Eastern Seoul,16840
2020,Women,Company Worker,Busan,13884
2020,Women,Company Worker,Daegu/Gyeongbook,11668
2020,Women,Company Worker,Incheon,13861
2020,Women,Company Worker,Ulsan,4072
2020,Women,Company Worker,Gyeonggi,18631
2020,Women,Company Worker,Gangwon,5519
2020,Women,Company Worker,Chungbook,4652
2020,Women,Company Worker,Daejeon/Sejong/Chungnaam,13779
2020,Women,Company Worker,Jeonbook,4106
2020,Women,Company Worker,Gwangju/Jeonnaam,10280
2020,Women,Company Worker,Gyeongnaam,6720
2020,Women,Company Worker,Jeju,3527
2020,Women,Company Worker,Korean Red Cross 외,18220
2020,Women,Public Worker,Korean Red Cross,26297
2020,Women,Public Worker,Central Seoul,1064
2020,Women,Public Worker,Western Seoul,
2020,Women,Public Worker,Southern Seoul,1267
2020,Women,Public Worker,Eastern Seoul,2175
2020,Women,Public Worker,Busan,1642
2020,Women,Public Worker,Daegu/Gyeongbook,1796
2020,Women,Public Worker,Incheon,1614
2020,Women,Public Worker,Ulsan,695
2020,Women,Public Worker,Gyeonggi,2449
2020,Women,Public Worker,Gangwon,1712
2020,Women,Public Worker,Chungbook,1307
2020,Women,Public Worker,Daejeon/Sejong/Chungnaam,3594
2020,Women,Public Worker,Jeonbook,1417
2020,Women,Public Worker,Gwangju/Jeonnaam,3006
2020,Women,Public Worker,Gyeongnaam,1772
2020,Women,Public Worker,Jeju,787
2020,Women,Public Worker,Korean Red Cross 외,575
2020,Women,Self-employed,Korean Red Cross,6723
2020,Women,Self-employed,Central Seoul,637
2020,Women,Self-employed,Western Seoul,
2020,Women,Self-employed,Southern Seoul,428
2020,Women,Self-employed,Eastern Seoul,681
2020,Women,Self-employed,Busan,515
2020,Women,Self-employed,Daegu/Gyeongbook,568
2020,Women,Self-employed,Incheon,419
2020,Women,Self-employed,Ulsan,166
2020,Women,Self-employed,Gyeonggi,617
2020,Women,Self-employed,Gangwon,420
2020,Women,Self-employed,Chungbook,290
2020,Women,Self-employed,Daejeon/Sejong/Chungnaam,576
2020,Women,Self-employed,Jeonbook,176
2020,Women,Self-employed,Gwangju/Jeonnaam,516
2020,Women,Self-employed,Gyeongnaam,324
2020,Women,Self-employed,Jeju,390
2020,Women,Self-employed,Korean Red Cross 외,336
2020,Women,Religion-related work,Korean Red Cross,877
2020,Women,Religion-related work,Central Seoul,77
2020,Women,Religion-related work,Western Seoul,
2020,Women,Religion-related work,Southern Seoul,67
2020,Women,Religion-related work,Eastern Seoul,123
2020,Women,Religion-related work,Busan,91
2020,Women,Religion-related work,Daegu/Gyeongbook,83
2020,Women,Religion-related work,Incheon,61
2020,Women,Religion-related work,Ulsan,16
2020,Women,Religion-related work,Gyeonggi,71
2020,Women,Religion-related work,Gangwon,8
2020,Women,Religion-related work,Chungbook,48
2020,Women,Religion-related work,Daejeon/Sejong/Chungnaam,47
2020,Women,Religion-related work,Jeonbook,47
2020,Women,Religion-related work,Gwangju/Jeonnaam,98
2020,Women,Religion-related work,Gyeongnaam,24
2020,Women,Religion-related work,Jeju,16
2020,Women,Religion-related work,Korean Red Cross 외,122
2020,Women,Stay-at-home,Korean Red Cross,53350
2020,Women,Stay-at-home,Central Seoul,4565
2020,Women,Stay-at-home,Western Seoul,
2020,Women,Stay-at-home,Southern Seoul,2964
2020,Women,Stay-at-home,Eastern Seoul,4615
2020,Women,Stay-at-home,Busan,4665
2020,Women,Stay-at-home,Daegu/Gyeongbook,6134
2020,Women,Stay-at-home,Incheon,4214
2020,Women,Stay-at-home,Ulsan,2146
2020,Women,Stay-at-home,Gyeonggi,5389
2020,Women,Stay-at-home,Gangwon,2420
2020,Women,Stay-at-home,Chungbook,1520
2020,Women,Stay-at-home,Daejeon/Sejong/Chungnaam,5159
2020,Women,Stay-at-home,Jeonbook,1884
2020,Women,Stay-at-home,Gwangju/Jeonnaam,3924
2020,Women,Stay-at-home,Gyeongnaam,3013
2020,Women,Stay-at-home,Jeju,738
2020,Women,Stay-at-home,Korean Red Cross 외,4314
2020,Women,Other,Korean Red Cross,73982
2020,Women,Other,Central Seoul,8576
2020,Women,Other,Western Seoul,
2020,Women,Other,Southern Seoul,6874
2020,Women,Other,Eastern Seoul,8241
2020,Women,Other,Busan,7307
2020,Women,Other,Daegu/Gyeongbook,6921
2020,Women,Other,Incheon,6045
2020,Women,Other,Ulsan,2577
2020,Women,Other,Gyeonggi,6333
2020,Women,Other,Gangwon,1966
2020,Women,Other,Chungbook,2058
2020,Women,Other,Daejeon/Sejong/Chungnaam,5349
2020,Women,Other,Jeonbook,2420
2020,Women,Other,Gwangju/Jeonnaam,5662
2020,Women,Other,Gyeongnaam,2352
2020,Women,Other,Jeju,1301
2020,Women,Other,Korean Red Cross 외,7417
2021,Men,Highschool Student,Korean Red Cross,191275
2021,Men,Highschool Student,Central Seoul,11737
2021,Men,Highschool Student,Western Seoul,
2021,Men,Highschool Student,Southern Seoul,7393
2021,Men,Highschool Student,Eastern Seoul,11512
2021,Men,Highschool Student,Busan,14487
2021,Men,Highschool Student,Daegu/Gyeongbook,16135
2021,Men,Highschool Student,Incheon,9036
2021,Men,Highschool Student,Ulsan,10409
2021,Men,Highschool Student,Gyeonggi,12632
2021,Men,Highschool Student,Gangwon,5354
2021,Men,Highschool Student,Chungbook,9118
2021,Men,Highschool Student,Daejeon/Sejong/Chungnaam,24456
2021,Men,Highschool Student,Jeonbook,15909
2021,Men,Highschool Student,Gwangju/Jeonnaam,23196
2021,Men,Highschool Student,Gyeongnaam,13782
2021,Men,Highschool Student,Jeju,6119
2021,Men,Highschool Student,Korean Red Cross 외,10669
2021,Men,University Student,Korean Red Cross,358887
2021,Men,University Student,Central Seoul,29012
2021,Men,University Student,Western Seoul,
2021,Men,University Student,Southern Seoul,22577
2021,Men,University Student,Eastern Seoul,32301
2021,Men,University Student,Busan,36425
2021,Men,University Student,Daegu/Gyeongbook,46042
2021,Men,University Student,Incheon,21745
2021,Men,University Student,Ulsan,11659
2021,Men,University Student,Gyeonggi,30105
2021,Men,University Student,Gangwon,12056
2021,Men,University Student,Chungbook,10999
2021,Men,University Student,Daejeon/Sejong/Chungnaam,38944
2021,Men,University Student,Jeonbook,14558
2021,Men,University Student,Gwangju/Jeonnaam,28393
2021,Men,University Student,Gyeongnaam,20333
2021,Men,University Student,Jeju,3738
2021,Men,University Student,Korean Red Cross 외,25058
2021,Men,Military Person,Korean Red Cross,304516
2021,Men,Military Person,Central Seoul,21491
2021,Men,Military Person,Western Seoul,
2021,Men,Military Person,Southern Seoul,26987
2021,Men,Military Person,Eastern Seoul,36181
2021,Men,Military Person,Busan,16681
2021,Men,Military Person,Daegu/Gyeongbook,16659
2021,Men,Military Person,Incheon,17386
2021,Men,Military Person,Ulsan,3919
2021,Men,Military Person,Gyeonggi,19812
2021,Men,Military Person,Gangwon,60570
2021,Men,Military Person,Chungbook,13718
2021,Men,Military Person,Daejeon/Sejong/Chungnaam,24147
2021,Men,Military Person,Jeonbook,16018
2021,Men,Military Person,Gwangju/Jeonnaam,9930
2021,Men,Military Person,Gyeongnaam,18029
2021,Men,Military Person,Jeju,2988
2021,Men,Military Person,Korean Red Cross 외,4003
2021,Men,Company Worker,Korean Red Cross,594865
2021,Men,Company Worker,Central Seoul,64480
2021,Men,Company Worker,Western Seoul,
2021,Men,Company Worker,Southern Seoul,52006
2021,Men,Company Worker,Eastern Seoul,53909
2021,Men,Company Worker,Busan,42334
2021,Men,Company Worker,Daegu/Gyeongbook,50594
2021,Men,Company Worker,Incheon,48089
2021,Men,Company Worker,Ulsan,28399
2021,Men,Company Worker,Gyeonggi,74958
2021,Men,Company Worker,Gangwon,17058
2021,Men,Company Worker,Chungbook,18369
2021,Men,Company Worker,Daejeon/Sejong/Chungnaam,52133
2021,Men,Company Worker,Jeonbook,16453
2021,Men,Company Worker,Gwangju/Jeonnaam,37771
2021,Men,Company Worker,Gyeongnaam,29005
2021,Men,Company Worker,Jeju,9307
2021,Men,Company Worker,Korean Red Cross 외,63348
2021,Men,Public Worker,Korean Red Cross,95486
2021,Men,Public Worker,Central Seoul,4405
2021,Men,Public Worker,Western Seoul,
2021,Men,Public Worker,Southern Seoul,4233
2021,Men,Public Worker,Eastern Seoul,7911
2021,Men,Public Worker,Busan,5309
2021,Men,Public Worker,Daegu/Gyeongbook,8031
2021,Men,Public Worker,Incheon,5635
2021,Men,Public Worker,Ulsan,2412
2021,Men,Public Worker,Gyeonggi,9391
2021,Men,Public Worker,Gangwon,7073
2021,Men,Public Worker,Chungbook,4899
2021,Men,Public Worker,Daejeon/Sejong/Chungnaam,11135
2021,Men,Public Worker,Jeonbook,5269
2021,Men,Public Worker,Gwangju/Jeonnaam,10408
2021,Men,Public Worker,Gyeongnaam,6546
2021,Men,Public Worker,Jeju,2829
2021,Men,Public Worker,Korean Red Cross 외,2281
2021,Men,Self-employed,Korean Red Cross,52385
2021,Men,Self-employed,Central Seoul,5078
2021,Men,Self-employed,Western Seoul,
2021,Men,Self-employed,Southern Seoul,3427
2021,Men,Self-employed,Eastern Seoul,5876
2021,Men,Self-employed,Busan,4109
2021,Men,Self-employed,Daegu/Gyeongbook,5368
2021,Men,Self-employed,Incheon,3798
2021,Men,Self-employed,Ulsan,1420
2021,Men,Self-employed,Gyeonggi,5361
2021,Men,Self-employed,Gangwon,2641
2021,Men,Self-employed,Chungbook,1981
2021,Men,Self-employed,Daejeon/Sejong/Chungnaam,3927
2021,Men,Self-employed,Jeonbook,1691
2021,Men,Self-employed,Gwangju/Jeonnaam,3815
2021,Men,Self-employed,Gyeongnaam,2094
2021,Men,Self-employed,Jeju,1799
2021,Men,Self-employed,Korean Red Cross 외,2339
2021,Men,Religion-related work,Korean Red Cross,5596
2021,Men,Religion-related work,Central Seoul,559
2021,Men,Religion-related work,Western Seoul,
2021,Men,Religion-related work,Southern Seoul,429
2021,Men,Religion-related work,Eastern Seoul,599
2021,Men,Religion-related work,Busan,364
2021,Men,Religion-related work,Daegu/Gyeongbook,511
2021,Men,Religion-related work,Incheon,437
2021,Men,Religion-related work,Ulsan,161
2021,Men,Religion-related work,Gyeonggi,564
2021,Men,Religion-related work,Gangwon,288
2021,Men,Religion-related work,Chungbook,153
2021,Men,Religion-related work,Daejeon/Sejong/Chungnaam,403
2021,Men,Religion-related work,Jeonbook,340
2021,Men,Religion-related work,Gwangju/Jeonnaam,507
2021,Men,Religion-related work,Gyeongnaam,188
2021,Men,Religion-related work,Jeju,93
2021,Men,Religion-related work,Korean Red Cross 외,473
2021,Men,Stay-at-home,Korean Red Cross,147
2021,Men,Stay-at-home,Central Seoul,11
2021,Men,Stay-at-home,Western Seoul,
2021,Men,Stay-at-home,Southern Seoul,7
2021,Men,Stay-at-home,Eastern Seoul,7
2021,Men,Stay-at-home,Busan,17
2021,Men,Stay-at-home,Daegu/Gyeongbook,25
2021,Men,Stay-at-home,Incheon,10
2021,Men,Stay-at-home,Ulsan,1
2021,Men,Stay-at-home,Gyeonggi,20
2021,Men,Stay-at-home,Gangwon,4
2021,Men,Stay-at-home,Chungbook,4
2021,Men,Stay-at-home,Daejeon/Sejong/Chungnaam,7
2021,Men,Stay-at-home,Jeonbook,8
2021,Men,Stay-at-home,Gwangju/Jeonnaam,15
2021,Men,Stay-at-home,Gyeongnaam,2
2021,Men,Stay-at-home,Jeju,9
2021,Men,Stay-at-home,Korean Red Cross 외,21
2021,Men,Other,Korean Red Cross,168799
2021,Men,Other,Central Seoul,18549
2021,Men,Other,Western Seoul,
2021,Men,Other,Southern Seoul,15810
2021,Men,Other,Eastern Seoul,19339
2021,Men,Other,Busan,15785
2021,Men,Other,Daegu/Gyeongbook,15790
2021,Men,Other,Incheon,13712
2021,Men,Other,Ulsan,5462
2021,Men,Other,Gyeonggi,15759
2021,Men,Other,Gangwon,5069
2021,Men,Other,Chungbook,4583
2021,Men,Other,Daejeon/Sejong/Chungnaam,11729
2021,Men,Other,Jeonbook,6040
2021,Men,Other,Gwangju/Jeonnaam,13563
2021,Men,Other,Gyeongnaam,5025
2021,Men,Other,Jeju,2584
2021,Men,Other,Korean Red Cross 외,14983
2021,Women,Highschool Student,Korean Red Cross,125772
2021,Women,Highschool Student,Central Seoul,7776
2021,Women,Highschool Student,Western Seoul,
2021,Women,Highschool Student,Southern Seoul,3848
2021,Women,Highschool Student,Eastern Seoul,9482
2021,Women,Highschool Student,Busan,8933
2021,Women,Highschool Student,Daegu/Gyeongbook,10972
2021,Women,Highschool Student,Incheon,7556
2021,Women,Highschool Student,Ulsan,5167
2021,Women,Highschool Student,Gyeonggi,8362
2021,Women,Highschool Student,Gangwon,4378
2021,Women,Highschool Student,Chungbook,4995
2021,Women,Highschool Student,Daejeon/Sejong/Chungnaam,16641
2021,Women,Highschool Student,Jeonbook,9570
2021,Women,Highschool Student,Gwangju/Jeonnaam,17675
2021,Women,Highschool Student,Gyeongnaam,7321
2021,Women,Highschool Student,Jeju,3096
2021,Women,Highschool Student,Korean Red Cross 외,8830
2021,Women,University Student,Korean Red Cross,194353
2021,Women,University Student,Central Seoul,15174
2021,Women,University Student,Western Seoul,
2021,Women,University Student,Southern Seoul,10822
2021,Women,University Student,Eastern Seoul,17761
2021,Women,University Student,Busan,22536
2021,Women,University Student,Daegu/Gyeongbook,25604
2021,Women,University Student,Incheon,11162
2021,Women,University Student,Ulsan,4690
2021,Women,University Student,Gyeonggi,13258
2021,Women,University Student,Gangwon,6900
2021,Women,University Student,Chungbook,5619
2021,Women,University Student,Daejeon/Sejong/Chungnaam,23782
2021,Women,University Student,Jeonbook,7768
2021,Women,University Student,Gwangju/Jeonnaam,17784
2021,Women,University Student,Gyeongnaam,8984
