Year,Month,Month_Number,Surgery,Patients
2008,December,12, Laparoscopic cholecystectomy ,2902.0
2009,January,1, Laparoscopic cholecystectomy ,3922.0
2009,February,2, Laparoscopic cholecystectomy ,3775.0
2009,March,3, Laparoscopic cholecystectomy ,3974.0
2009,April,4, Laparoscopic cholecystectomy ,3645.0
2009,May,5, Laparoscopic cholecystectomy ,3421.0
2009,June,6, Laparoscopic cholecystectomy ,3669.0
2009,July,7, Laparoscopic cholecystectomy ,4154.0
2009,August,8, Laparoscopic cholecystectomy ,4119.0
2009,September,9, Laparoscopic cholecystectomy ,3988.0
2009,October,10, Laparoscopic cholecystectomy ,3903.0
2009,November,11, Laparoscopic cholecystectomy ,3450.0
2009,December,12, Laparoscopic cholecystectomy ,3808.0
2010,January,1, Laparoscopic cholecystectomy ,4378.0
2010,February,2, Laparoscopic cholecystectomy ,3640.0
2010,March,3, Laparoscopic cholecystectomy ,4410.0
2010,April,4, Laparoscopic cholecystectomy ,3893.0
2010,May,5, Laparoscopic cholecystectomy ,3762.0
2010,June,6, Laparoscopic cholecystectomy ,4021.0
2010,July,7, Laparoscopic cholecystectomy ,4153.0
2010,August,8, Laparoscopic cholecystectomy ,4622.0
2010,September,9, Laparoscopic cholecystectomy ,4146.0
2010,October,10, Laparoscopic cholecystectomy ,4099.0
2010,November,11, Laparoscopic cholecystectomy ,4135.0
2010,December,12, Laparoscopic cholecystectomy ,4276.0
2011,January,1, Laparoscopic cholecystectomy ,4766.0
2011,February,2, Laparoscopic cholecystectomy ,4009.0
2011,March,3, Laparoscopic cholecystectomy ,4684.0
2011,April,4, Laparoscopic cholecystectomy ,4382.0
2011,May,5, Laparoscopic cholecystectomy ,4338.0
2011,June,6, Laparoscopic cholecystectomy ,4322.0
2011,July,7, Laparoscopic cholecystectomy ,4563.0
2011,August,8, Laparoscopic cholecystectomy ,4262.0
2011,September,9, Laparoscopic cholecystectomy ,3248.0
2011,October,10, Laparoscopic cholecystectomy ,4525.0
2011,November,11, Laparoscopic cholecystectomy ,4482.0
2011,December,12, Laparoscopic cholecystectomy ,4438.0
2012,January,1, Laparoscopic cholecystectomy ,5500.0
2012,February,2, Laparoscopic cholecystectomy ,5026.0
2012,March,3, Laparoscopic cholecystectomy ,4637.0
2012,April,4, Laparoscopic cholecystectomy ,4608.0
2012,May,5, Laparoscopic cholecystectomy ,4694.0
2012,June,6, Laparoscopic cholecystectomy ,4583.0
2012,July,7, Laparoscopic cholecystectomy ,5309.0
2012,August,8, Laparoscopic cholecystectomy ,5378.0
2012,September,9, Laparoscopic cholecystectomy ,4825.0
2012,October,10, Laparoscopic cholecystectomy ,5130.0
2012,November,11, Laparoscopic cholecystectomy ,4764.0
2012,December,12, Laparoscopic cholecystectomy ,4693.0
2013,January,1, Laparoscopic cholecystectomy ,5836.0
2013,February,2, Laparoscopic cholecystectomy ,4789.0
2013,March,3, Laparoscopic cholecystectomy ,4693.0
2013,April,4, Laparoscopic cholecystectomy ,4676.0
2013,May,5, Laparoscopic cholecystectomy ,4917.0
2013,June,6, Laparoscopic cholecystectomy ,4747.0
2013,July,7, Laparoscopic cholecystectomy ,5643.0
2013,August,8, Laparoscopic cholecystectomy ,5322.0
2013,September,9, Laparoscopic cholecystectomy ,4800.0
2013,October,10, Laparoscopic cholecystectomy ,5098.0
2013,November,11, Laparoscopic cholecystectomy ,4858.0
2013,December,12, Laparoscopic cholecystectomy ,5318.0
2014,January,1, Laparoscopic cholecystectomy ,5491.0
2014,February,2, Laparoscopic cholecystectomy ,5215.0
2014,March,3, Laparoscopic cholecystectomy ,4833.0
2014,April,4, Laparoscopic cholecystectomy ,4891.0
2014,May,5, Laparoscopic cholecystectomy ,4586.0
2014,June,6, Laparoscopic cholecystectomy ,4653.0
2014,July,7, Laparoscopic cholecystectomy ,5467.0
2014,August,8, Laparoscopic cholecystectomy ,5256.0
2014,September,9, Laparoscopic cholecystectomy ,5202.0
2014,October,10, Laparoscopic cholecystectomy ,5336.0
2014,November,11, Laparoscopic cholecystectomy ,4959.0
2014,December,12, Laparoscopic cholecystectomy ,5467.0
2015,January,1, Laparoscopic cholecystectomy ,5988.0
2015,February,2, Laparoscopic cholecystectomy ,4944.0
2015,March,3, Laparoscopic cholecystectomy ,5492.0
2015,April,4, Laparoscopic cholecystectomy ,5000.0
2015,May,5, Laparoscopic cholecystectomy ,4792.0
2015,June,6, Laparoscopic cholecystectomy ,4035.0
2015,July,7, Laparoscopic cholecystectomy ,4928.0
2015,August,8, Laparoscopic cholecystectomy ,5704.0
2015,September,9, Laparoscopic cholecystectomy ,5230.0
2015,October,10, Laparoscopic cholecystectomy ,5699.0
2015,November,11, Laparoscopic cholecystectomy ,5558.0
2015,December,12, Laparoscopic cholecystectomy ,5771.0
2016,January,1, Laparoscopic cholecystectomy ,6232.0
2016,February,2, Laparoscopic cholecystectomy ,5536.0
2016,March,3, Laparoscopic cholecystectomy ,5948.0
2016,April,4, Laparoscopic cholecystectomy ,5194.0
2016,May,5, Laparoscopic cholecystectomy ,5544.0
2016,June,6, Laparoscopic cholecystectomy ,5535.0
2016,July,7, Laparoscopic cholecystectomy ,5898.0
2016,August,8, Laparoscopic cholecystectomy ,6216.0
2016,September,9, Laparoscopic cholecystectomy ,5804.0
2016,October,10, Laparoscopic cholecystectomy ,5922.0
2016,November,11, Laparoscopic cholecystectomy ,5881.0
2016,December,12, Laparoscopic cholecystectomy ,5911.0
2017,January,1, Laparoscopic cholecystectomy ,6650.0
2017,February,2, Laparoscopic cholecystectomy ,5758.0
2017,March,3, Laparoscopic cholecystectomy ,5762.0
2017,April,4, Laparoscopic cholecystectomy ,5474.0
2017,May,5, Laparoscopic cholecystectomy ,5859.0
2017,June,6, Laparoscopic cholecystectomy ,5753.0
2017,July,7, Laparoscopic cholecystectomy ,6459.0
2017,August,8, Laparoscopic cholecystectomy ,6785.0
2017,September,9, Laparoscopic cholecystectomy ,6452.0
2017,October,10, Laparoscopic cholecystectomy ,5788.0
2017,November,11, Laparoscopic cholecystectomy ,6317.0
2017,December,12, Laparoscopic cholecystectomy ,6055.0
2018,January,1, Laparoscopic cholecystectomy ,7563.0
2018,February,2, Laparoscopic cholecystectomy ,5853.0
2018,March,3, Laparoscopic cholecystectomy ,6372.0
2018,April,4, Laparoscopic cholecystectomy ,6212.0
2018,May,5, Laparoscopic cholecystectomy ,6375.0
2018,June,6, Laparoscopic cholecystectomy ,5828.0
2018,July,7, Laparoscopic cholecystectomy ,7045.0
2018,August,8, Laparoscopic cholecystectomy ,6972.0
2018,September,9, Laparoscopic cholecystectomy ,6058.0
2018,October,10, Laparoscopic cholecystectomy ,6808.0
2018,November,11, Laparoscopic cholecystectomy ,6530.0
2018,December,12, Laparoscopic cholecystectomy ,6677.0
2019,January,1, Laparoscopic cholecystectomy ,8101.0
2019,February,2, Laparoscopic cholecystectomy ,6240.0
2019,March,3, Laparoscopic cholecystectomy ,6547.0
2019,April,4, Laparoscopic cholecystectomy ,6455.0
2019,May,5, Laparoscopic cholecystectomy ,6637.0
2019,June,6, Laparoscopic cholecystectomy ,6368.0
2019,July,7, Laparoscopic cholecystectomy ,7998.0
2019,August,8, Laparoscopic cholecystectomy ,7576.0
2019,September,9, Laparoscopic cholecystectomy ,7212.0
2019,October,10, Laparoscopic cholecystectomy ,7022.0
2019,November,11, Laparoscopic cholecystectomy ,6824.0
2019,December,12, Laparoscopic cholecystectomy ,7234.0
2020,January,1, Laparoscopic cholecystectomy ,7814.0
2020,February,2, Laparoscopic cholecystectomy ,6437.0
2020,March,3, Laparoscopic cholecystectomy ,6030.0
2020,April,4, Laparoscopic cholecystectomy ,5896.0
2020,May,5, Laparoscopic cholecystectomy ,6610.0
2020,June,6, Laparoscopic cholecystectomy ,7351.0
2020,July,7, Laparoscopic cholecystectomy ,8062.0
2020,August,8, Laparoscopic cholecystectomy ,7316.0
2020,September,9, Laparoscopic cholecystectomy ,7300.0
2020,October,10, Laparoscopic cholecystectomy ,6945.0
2020,November,11, Laparoscopic cholecystectomy ,7220.0
2020,December,12, Laparoscopic cholecystectomy ,7428.0
2021,January,1, Laparoscopic cholecystectomy ,7516.0
2021,February,2, Laparoscopic cholecystectomy ,6856.0
2021,March,3, Laparoscopic cholecystectomy ,7594.0
2021,April,4, Laparoscopic cholecystectomy ,7092.0
2021,May,5, Laparoscopic cholecystectomy ,6812.0
2021,June,6, Laparoscopic cholecystectomy ,7212.0
2021,July,7, Laparoscopic cholecystectomy ,7891.0
2021,August,8, Laparoscopic cholecystectomy ,7853.0
2021,September,9, Laparoscopic cholecystectomy ,7293.0
2021,October,10, Laparoscopic cholecystectomy ,7734.0
2021,November,11, Laparoscopic cholecystectomy ,7649.0
2021,December,12, Laparoscopic cholecystectomy ,7504.0
2022,January,1, Laparoscopic cholecystectomy ,7963.0
2022,February,2, Laparoscopic cholecystectomy ,6791.0
2022,March,3, Laparoscopic cholecystectomy ,6617.0
2022,April,4, Laparoscopic cholecystectomy ,6905.0
2022,May,5, Laparoscopic cholecystectomy ,7370.0
2022,June,6, Laparoscopic cholecystectomy ,7535.0
2022,July,7, Laparoscopic cholecystectomy ,7856.0
2022,August,8, Laparoscopic cholecystectomy ,8276.0
2022,September,9, Laparoscopic cholecystectomy ,7822.0
2022,October,10, Laparoscopic cholecystectomy ,7748.0
2022,November,11, Laparoscopic cholecystectomy ,8017.0
2022,December,12, Laparoscopic cholecystectomy ,7722.0
2006,January,1, Pylorus preserving pancreaticoduodenectomy ,1418.0
2006,February,2, Pylorus preserving pancreaticoduodenectomy ,1309.0
2006,March,3, Pylorus preserving pancreaticoduodenectomy ,1406.0
2006,April,4, Pylorus preserving pancreaticoduodenectomy ,1347.0
2006,May,5, Pylorus preserving pancreaticoduodenectomy ,1384.0
2006,June,6, Pylorus preserving pancreaticoduodenectomy ,1519.0
2006,July,7, Pylorus preserving pancreaticoduodenectomy ,1520.0
2006,August,8, Pylorus preserving pancreaticoduodenectomy ,1554.0
2006,September,9, Pylorus preserving pancreaticoduodenectomy ,1604.0
2006,October,10, Pylorus preserving pancreaticoduodenectomy ,1433.0
2006,November,11, Pylorus preserving pancreaticoduodenectomy ,1359.0
2006,December,12, Pylorus preserving pancreaticoduodenectomy ,1373.0
2007,January,1, Pylorus preserving pancreaticoduodenectomy ,1604.0
2007,February,2, Pylorus preserving pancreaticoduodenectomy ,1403.0
2007,March,3, Pylorus preserving pancreaticoduodenectomy ,1603.0
2007,April,4, Pylorus preserving pancreaticoduodenectomy ,1598.0
2007,May,5, Pylorus preserving pancreaticoduodenectomy ,1570.0
2007,June,6, Pylorus preserving pancreaticoduodenectomy ,1590.0
2007,July,7, Pylorus preserving pancreaticoduodenectomy ,1729.0
2007,August,8, Pylorus preserving pancreaticoduodenectomy ,1698.0
2007,September,9, Pylorus preserving pancreaticoduodenectomy ,1568.0
2007,October,10, Pylorus preserving pancreaticoduodenectomy ,1707.0
2007,November,11, Pylorus preserving pancreaticoduodenectomy ,1513.0
2007,December,12, Pylorus preserving pancreaticoduodenectomy ,1453.0
2008,January,1, Pylorus preserving pancreaticoduodenectomy ,1920.0
2008,February,2, Pylorus preserving pancreaticoduodenectomy ,1571.0
2008,March,3, Pylorus preserving pancreaticoduodenectomy ,1732.0
2008,April,4, Pylorus preserving pancreaticoduodenectomy ,1802.0
2008,May,5, Pylorus preserving pancreaticoduodenectomy ,1615.0
2008,June,6, Pylorus preserving pancreaticoduodenectomy ,1783.0
2008,July,7, Pylorus preserving pancreaticoduodenectomy ,1882.0
2008,August,8, Pylorus preserving pancreaticoduodenectomy ,1908.0
2008,September,9, Pylorus preserving pancreaticoduodenectomy ,1886.0
2008,October,10, Pylorus preserving pancreaticoduodenectomy ,1472.0
2008,November,11, Pylorus preserving pancreaticoduodenectomy ,1756.0
2008,December,12, Pylorus preserving pancreaticoduodenectomy ,1720.0
2009,January,1, Pylorus preserving pancreaticoduodenectomy ,1937.0
2009,February,2, Pylorus preserving pancreaticoduodenectomy ,1913.0
2009,March,3, Pylorus preserving pancreaticoduodenectomy ,2155.0
2009,April,4, Pylorus preserving pancreaticoduodenectomy ,2100.0
2009,May,5, Pylorus preserving pancreaticoduodenectomy ,2050.0
2009,June,6, Pylorus preserving pancreaticoduodenectomy ,2117.0
2009,July,7, Pylorus preserving pancreaticoduodenectomy ,2377.0
2009,August,8, Pylorus preserving pancreaticoduodenectomy ,2152.0
2009,September,9, Pylorus preserving pancreaticoduodenectomy ,2294.0
2009,October,10, Pylorus preserving pancreaticoduodenectomy ,2212.0
2009,November,11, Pylorus preserving pancreaticoduodenectomy ,1888.0
2009,December,12, Pylorus preserving pancreaticoduodenectomy ,2048.0
2010,January,1, Pylorus preserving pancreaticoduodenectomy ,2484.0
2010,February,2, Pylorus preserving pancreaticoduodenectomy ,2092.0
2010,March,3, Pylorus preserving pancreaticoduodenectomy ,2461.0
2010,April,4, Pylorus preserving pancreaticoduodenectomy ,2314.0
2010,May,5, Pylorus preserving pancreaticoduodenectomy ,2260.0
2010,June,6, Pylorus preserving pancreaticoduodenectomy ,2386.0
2010,July,7, Pylorus preserving pancreaticoduodenectomy ,2471.0
2010,August,8, Pylorus preserving pancreaticoduodenectomy ,2566.0
2010,September,9, Pylorus preserving pancreaticoduodenectomy ,2412.0
2010,October,10, Pylorus preserving pancreaticoduodenectomy ,2367.0
2010,November,11, Pylorus preserving pancreaticoduodenectomy ,2315.0
2010,December,12, Pylorus preserving pancreaticoduodenectomy ,2188.0
2011,January,1, Pylorus preserving pancreaticoduodenectomy ,2645.0
2011,February,2, Pylorus preserving pancreaticoduodenectomy ,2301.0
2011,March,3, Pylorus preserving pancreaticoduodenectomy ,2637.0
2011,April,4, Pylorus preserving pancreaticoduodenectomy ,2381.0
2011,May,5, Pylorus preserving pancreaticoduodenectomy ,2598.0
2011,June,6, Pylorus preserving pancreaticoduodenectomy ,2472.0
2011,July,7, Pylorus preserving pancreaticoduodenectomy ,2597.0
2011,August,8, Pylorus preserving pancreaticoduodenectomy ,2305.0
2011,September,9, Pylorus preserving pancreaticoduodenectomy ,1828.0
2011,October,10, Pylorus preserving pancreaticoduodenectomy ,2414.0
2011,November,11, Pylorus preserving pancreaticoduodenectomy ,2475.0
2011,December,12, Pylorus preserving pancreaticoduodenectomy ,2206.0
2012,January,1, Pylorus preserving pancreaticoduodenectomy ,2755.0
2012,February,2, Pylorus preserving pancreaticoduodenectomy ,2639.0
2012,March,3, Pylorus preserving pancreaticoduodenectomy ,2610.0
2012,April,4, Pylorus preserving pancreaticoduodenectomy ,2581.0
2012,May,5, Pylorus preserving pancreaticoduodenectomy ,2609.0
2012,June,6, Pylorus preserving pancreaticoduodenectomy ,2566.0
2012,July,7, Pylorus preserving pancreaticoduodenectomy ,2933.0
2012,August,8, Pylorus preserving pancreaticoduodenectomy ,2903.0
2012,September,9, Pylorus preserving pancreaticoduodenectomy ,2669.0
2012,October,10, Pylorus preserving pancreaticoduodenectomy ,2866.0
2012,November,11, Pylorus preserving pancreaticoduodenectomy ,2593.0
2012,December,12, Pylorus preserving pancreaticoduodenectomy ,2312.0
2013,January,1, Pylorus preserving pancreaticoduodenectomy ,3039.0
2013,February,2, Pylorus preserving pancreaticoduodenectomy ,2466.0
2013,March,3, Pylorus preserving pancreaticoduodenectomy ,2863.0
2013,April,4, Pylorus preserving pancreaticoduodenectomy ,2854.0
2013,May,5, Pylorus preserving pancreaticoduodenectomy ,2744.0
2013,June,6, Pylorus preserving pancreaticoduodenectomy ,2910.0
2013,July,7, Pylorus preserving pancreaticoduodenectomy ,3144.0
2013,August,8, Pylorus preserving pancreaticoduodenectomy ,3054.0
2013,September,9, Pylorus preserving pancreaticoduodenectomy ,2824.0
2013,October,10, Pylorus preserving pancreaticoduodenectomy ,2935.0
2013,November,11, Pylorus preserving pancreaticoduodenectomy ,2752.0
2013,December,12, Pylorus preserving pancreaticoduodenectomy ,2750.0
2014,January,1, Pylorus preserving pancreaticoduodenectomy ,2981.0
2014,February,2, Pylorus preserving pancreaticoduodenectomy ,2815.0
2014,March,3, Pylorus preserving pancreaticoduodenectomy ,3054.0
2014,April,4, Pylorus preserving pancreaticoduodenectomy ,2920.0
2014,May,5, Pylorus preserving pancreaticoduodenectomy ,2878.0
2014,June,6, Pylorus preserving pancreaticoduodenectomy ,2880.0
2014,July,7, Pylorus preserving pancreaticoduodenectomy ,3377.0
2014,August,8, Pylorus preserving pancreaticoduodenectomy ,3169.0
2014,September,9, Pylorus preserving pancreaticoduodenectomy ,3215.0
2014,October,10, Pylorus preserving pancreaticoduodenectomy ,3136.0
2014,November,11, Pylorus preserving pancreaticoduodenectomy ,2936.0
2014,December,12, Pylorus preserving pancreaticoduodenectomy ,2981.0
2015,January,1, Pylorus preserving pancreaticoduodenectomy ,3461.0
2015,February,2, Pylorus preserving pancreaticoduodenectomy ,2745.0
2015,March,3, Pylorus preserving pancreaticoduodenectomy ,3342.0
2015,April,4, Pylorus preserving pancreaticoduodenectomy ,3079.0
2015,May,5, Pylorus preserving pancreaticoduodenectomy ,3120.0
2015,June,6, Pylorus preserving pancreaticoduodenectomy ,2869.0
2015,July,7, Pylorus preserving pancreaticoduodenectomy ,3373.0
2015,August,8, Pylorus preserving pancreaticoduodenectomy ,3440.0
2015,September,9, Pylorus preserving pancreaticoduodenectomy ,3266.0
2015,October,10, Pylorus preserving pancreaticoduodenectomy ,3374.0
2015,November,11, Pylorus preserving pancreaticoduodenectomy ,3184.0
2015,December,12, Pylorus preserving pancreaticoduodenectomy ,3148.0
2016,January,1, Pylorus preserving pancreaticoduodenectomy ,3497.0
2016,February,2, Pylorus preserving pancreaticoduodenectomy ,3104.0
2016,March,3, Pylorus preserving pancreaticoduodenectomy ,3588.0
2016,April,4, Pylorus preserving pancreaticoduodenectomy ,3403.0
2016,May,5, Pylorus preserving pancreaticoduodenectomy ,3482.0
2016,June,6, Pylorus preserving pancreaticoduodenectomy ,3526.0
2016,July,7, Pylorus preserving pancreaticoduodenectomy ,3567.0
2016,August,8, Pylorus preserving pancreaticoduodenectomy ,3808.0
2016,September,9, Pylorus preserving pancreaticoduodenectomy ,3549.0
2016,October,10, Pylorus preserving pancreaticoduodenectomy ,3533.0
2016,November,11, Pylorus preserving pancreaticoduodenectomy ,3519.0
2016,December,12, Pylorus preserving pancreaticoduodenectomy ,3277.0
2017,January,1, Pylorus preserving pancreaticoduodenectomy ,3841.0
2017,February,2, Pylorus preserving pancreaticoduodenectomy ,3372.0
2017,March,3, Pylorus preserving pancreaticoduodenectomy ,3760.0
2017,April,4, Pylorus preserving pancreaticoduodenectomy ,3616.0
2017,May,5, Pylorus preserving pancreaticoduodenectomy ,3789.0
2017,June,6, Pylorus preserving pancreaticoduodenectomy ,3679.0
2017,July,7, Pylorus preserving pancreaticoduodenectomy ,3898.0
2017,August,8, Pylorus preserving pancreaticoduodenectomy ,4088.0
2017,September,9, Pylorus preserving pancreaticoduodenectomy ,3730.0
2017,October,10, Pylorus preserving pancreaticoduodenectomy ,3728.0
2017,November,11, Pylorus preserving pancreaticoduodenectomy ,3798.0
2017,December,12, Pylorus preserving pancreaticoduodenectomy ,3449.0
2018,January,1, Pylorus preserving pancreaticoduodenectomy ,4499.0
2018,February,2, Pylorus preserving pancreaticoduodenectomy ,3571.0
2018,March,3, Pylorus preserving pancreaticoduodenectomy ,4111.0
2018,April,4, Pylorus preserving pancreaticoduodenectomy ,3969.0
2018,May,5, Pylorus preserving pancreaticoduodenectomy ,4114.0
2018,June,6, Pylorus preserving pancreaticoduodenectomy ,3957.0
2018,July,7, Pylorus preserving pancreaticoduodenectomy ,4592.0
2018,August,8, Pylorus preserving pancreaticoduodenectomy ,4538.0
2018,September,9, Pylorus preserving pancreaticoduodenectomy ,4019.0
2018,October,10, Pylorus preserving pancreaticoduodenectomy ,4374.0
2018,November,11, Pylorus preserving pancreaticoduodenectomy ,4139.0
2018,December,12, Pylorus preserving pancreaticoduodenectomy ,3872.0
2019,January,1, Pylorus preserving pancreaticoduodenectomy ,4658.0
2019,February,2, Pylorus preserving pancreaticoduodenectomy ,3816.0
2019,March,3, Pylorus preserving pancreaticoduodenectomy ,4332.0
2019,April,4, Pylorus preserving pancreaticoduodenectomy ,4277.0
2019,May,5, Pylorus preserving pancreaticoduodenectomy ,4259.0
2019,June,6, Pylorus preserving pancreaticoduodenectomy ,4284.0
2019,July,7, Pylorus preserving pancreaticoduodenectomy ,4648.0
2019,August,8, Pylorus preserving pancreaticoduodenectomy ,4692.0
2019,September,9, Pylorus preserving pancreaticoduodenectomy ,4492.0
2019,October,10, Pylorus preserving pancreaticoduodenectomy ,4563.0
2019,November,11, Pylorus preserving pancreaticoduodenectomy ,4417.0
2019,December,12, Pylorus preserving pancreaticoduodenectomy ,4530.0
2020,January,1, Pylorus preserving pancreaticoduodenectomy ,4755.0
2020,February,2, Pylorus preserving pancreaticoduodenectomy ,4008.0
2020,March,3, Pylorus preserving pancreaticoduodenectomy ,4306.0
2020,April,4, Pylorus preserving pancreaticoduodenectomy ,4324.0
2020,May,5, Pylorus preserving pancreaticoduodenectomy ,4844.0
2020,June,6, Pylorus preserving pancreaticoduodenectomy ,4908.0
2020,July,7, Pylorus preserving pancreaticoduodenectomy ,5137.0
2020,August,8, Pylorus preserving pancreaticoduodenectomy ,4519.0
2020,September,9, Pylorus preserving pancreaticoduodenectomy ,4571.0
2020,October,10, Pylorus preserving pancreaticoduodenectomy ,4800.0
2020,November,11, Pylorus preserving pancreaticoduodenectomy ,4632.0
2020,December,12, Pylorus preserving pancreaticoduodenectomy ,4442.0
2021,January,1, Pylorus preserving pancreaticoduodenectomy ,6092.0
2021,February,2, Pylorus preserving pancreaticoduodenectomy ,5219.0
2021,March,3, Pylorus preserving pancreaticoduodenectomy ,6168.0
2021,April,4, Pylorus preserving pancreaticoduodenectomy ,5816.0
2021,May,5, Pylorus preserving pancreaticoduodenectomy ,5831.0
2021,June,6, Pylorus preserving pancreaticoduodenectomy ,5954.0
2021,July,7, Pylorus preserving pancreaticoduodenectomy ,6189.0
2021,August,8, Pylorus preserving pancreaticoduodenectomy ,6272.0
2021,September,9, Pylorus preserving pancreaticoduodenectomy ,5922.0
2021,October,10, Pylorus preserving pancreaticoduodenectomy ,6052.0
2021,November,11, Pylorus preserving pancreaticoduodenectomy ,5905.0
2021,December,12, Pylorus preserving pancreaticoduodenectomy ,5509.0
2022,January,1, Pylorus preserving pancreaticoduodenectomy ,6232.0
2022,February,2, Pylorus preserving pancreaticoduodenectomy ,5321.0
2022,March,3, Pylorus preserving pancreaticoduodenectomy ,5550.0
2022,April,4, Pylorus preserving pancreaticoduodenectomy ,5886.0
2022,May,5, Pylorus preserving pancreaticoduodenectomy ,6288.0
2022,June,6, Pylorus preserving pancreaticoduodenectomy ,6387.0
2022,July,7, Pylorus preserving pancreaticoduodenectomy ,6608.0
2022,August,8, Pylorus preserving pancreaticoduodenectomy ,6699.0
2022,September,9, Pylorus preserving pancreaticoduodenectomy ,6396.0
2022,October,10, Pylorus preserving pancreaticoduodenectomy ,6441.0
2022,November,11, Pylorus preserving pancreaticoduodenectomy ,6302.0
2022,December,12, Pylorus preserving pancreaticoduodenectomy ,5945.0
2006,January,1, Exploratory laparotomy ,3383.0
2006,February,2, Exploratory laparotomy ,3157.0
2006,March,3, Exploratory laparotomy ,2787.0
2006,April,4, Exploratory laparotomy ,2352.0
2006,May,5, Exploratory laparotomy ,2694.0
2006,June,6, Exploratory laparotomy ,2710.0
2006,July,7, Exploratory laparotomy ,3119.0
2006,August,8, Exploratory laparotomy ,3747.0
2006,September,9, Exploratory laparotomy ,2741.0
2006,October,10, Exploratory laparotomy ,2619.0
2006,November,11, Exploratory laparotomy ,2399.0
2006,December,12, Exploratory laparotomy ,2545.0
2007,January,1, Exploratory laparotomy ,4015.0
2007,February,2, Exploratory laparotomy ,2980.0
2007,March,3, Exploratory laparotomy ,2869.0
2007,April,4, Exploratory laparotomy ,2584.0
2007,May,5, Exploratory laparotomy ,2728.0
2007,June,6, Exploratory laparotomy ,2688.0
2007,July,7, Exploratory laparotomy ,3050.0
2007,August,8, Exploratory laparotomy ,3373.0
2007,September,9, Exploratory laparotomy ,2347.0
2007,October,10, Exploratory laparotomy ,2830.0
2007,November,11, Exploratory laparotomy ,2350.0
2007,December,12, Exploratory laparotomy ,2348.0
2008,January,1, Exploratory laparotomy ,3740.0
2008,February,2, Exploratory laparotomy ,2963.0
2008,March,3, Exploratory laparotomy ,2796.0
2008,April,4, Exploratory laparotomy ,2542.0
2008,May,5, Exploratory laparotomy ,2705.0
2008,June,6, Exploratory laparotomy ,2813.0
2008,July,7, Exploratory laparotomy ,3331.0
2008,August,8, Exploratory laparotomy ,3122.0
2008,September,9, Exploratory laparotomy ,2669.0
2008,October,10, Exploratory laparotomy ,2154.0
2008,November,11, Exploratory laparotomy ,2305.0
2008,December,12, Exploratory laparotomy ,2507.0
2009,January,1, Exploratory laparotomy ,3336.0
2009,February,2, Exploratory laparotomy ,3245.0
2009,March,3, Exploratory laparotomy ,2867.0
2009,April,4, Exploratory laparotomy ,2722.0
2009,May,5, Exploratory laparotomy ,2759.0
2009,June,6, Exploratory laparotomy ,2827.0
2009,July,7, Exploratory laparotomy ,3287.0
2009,August,8, Exploratory laparotomy ,3369.0
2009,September,9, Exploratory laparotomy ,2845.0
2009,October,10, Exploratory laparotomy ,2690.0
2009,November,11, Exploratory laparotomy ,2255.0
2009,December,12, Exploratory laparotomy ,2710.0
2010,January,1, Exploratory laparotomy ,3068.0
2010,February,2, Exploratory laparotomy ,2615.0
2010,March,3, Exploratory laparotomy ,3036.0
2010,April,4, Exploratory laparotomy ,2621.0
2010,May,5, Exploratory laparotomy ,3048.0
2010,June,6, Exploratory laparotomy ,3332.0
2010,July,7, Exploratory laparotomy ,3524.0
2010,August,8, Exploratory laparotomy ,3732.0
2010,September,9, Exploratory laparotomy ,2776.0
2010,October,10, Exploratory laparotomy ,2747.0
2010,November,11, Exploratory laparotomy ,2622.0
2010,December,12, Exploratory laparotomy ,2952.0
2011,January,1, Exploratory laparotomy ,3223.0
2011,February,2, Exploratory laparotomy ,2743.0
2011,March,3, Exploratory laparotomy ,3005.0
2011,April,4, Exploratory laparotomy ,2715.0
2011,May,5, Exploratory laparotomy ,2912.0
2011,June,6, Exploratory laparotomy ,3084.0
2011,July,7, Exploratory laparotomy ,3193.0
2011,August,8, Exploratory laparotomy ,3260.0
2011,September,9, Exploratory laparotomy ,2298.0
2011,October,10, Exploratory laparotomy ,2436.0
2011,November,11, Exploratory laparotomy ,2688.0
2011,December,12, Exploratory laparotomy ,2809.0
2012,January,1, Exploratory laparotomy ,3265.0
2012,February,2, Exploratory laparotomy ,3141.0
2012,March,3, Exploratory laparotomy ,2824.0
2012,April,4, Exploratory laparotomy ,2715.0
2012,May,5, Exploratory laparotomy ,2861.0
2012,June,6, Exploratory laparotomy ,2743.0
2012,July,7, Exploratory laparotomy ,3323.0
2012,August,8, Exploratory laparotomy ,3418.0
2012,September,9, Exploratory laparotomy ,2670.0
2012,October,10, Exploratory laparotomy ,2914.0
2012,November,11, Exploratory laparotomy ,2533.0
2012,December,12, Exploratory laparotomy ,2558.0
2013,January,1, Exploratory laparotomy ,3587.0
2013,February,2, Exploratory laparotomy ,2728.0
2013,March,3, Exploratory laparotomy ,2845.0
2013,April,4, Exploratory laparotomy ,2741.0
2013,May,5, Exploratory laparotomy ,2946.0
2013,June,6, Exploratory laparotomy ,2882.0
2013,July,7, Exploratory laparotomy ,3484.0
2013,August,8, Exploratory laparotomy ,3290.0
2013,September,9, Exploratory laparotomy ,2694.0
2013,October,10, Exploratory laparotomy ,2981.0
2013,November,11, Exploratory laparotomy ,2532.0
2013,December,12, Exploratory laparotomy ,2768.0
