"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","July","Southern Seoul","Composition Rate[%]","%","7","7.5","8.7","9","9.7","10.3","8.3","8.8","9.2","9.2","9","7.7","9.4","8.9","8.5","8.8","7.3","8.7","8.6",
"Men","July","Eastern Seoul","Donation Count","Unit","13583","13896","9692","12401","12671","15440","14504","17195","19080","21446","18402","16013","18574","16980","15565","13169","12500","13191","14641",
"Men","July","Eastern Seoul","Composition Rate[%]","%","8.6","9.2","7.6","9.2","8.9","9.5","8.5","9.5","9.6","10.1","8.9","8.2","9.2","8.4","8.4","7.7","7.5","7.9","8.1",
"Men","July","Busan","Donation Count","Unit","13862","14007","13242","12827","13047","14683","12831","12867","13916","14031","13982","12564","14978","13724","12673","12803","11246","11682","11901",
"Men","July","Busan","Composition Rate[%]","%","8.5","8.7","9","8.1","8.1","8.8","8.5","8.4","8.9","8.9","8.8","8.8","9.9","8.8","8.5","9.3","8.3","8.5","8.4",
"Men","July","Daegu/Gyeongbook","Donation Count","Unit","12836","11696","9011","10965","13455","12803","12072","12166","14874","15966","16975","13928","14750","14608","15014","12140","12199","10496","13492",
"Men","July","Daegu/Gyeongbook","Composition Rate[%]","%","8.7","8.4","7.7","8.3","8.9","8.7","8.5","8","9","8.9","9.6","8.3","8.5","8.3","9","8.7","7.7","6.6","8.1",
"Men","July","Incheon","Donation Count","Unit","7509","6447","6562","7369","8348","10338","10037","10280","11238","12860","10895","9834","10141","9404","9386","10630","9508","10235","11284",
"Men","July","Incheon","Composition Rate[%]","%","8.3","7.4","8.3","8.5","9.3","10.1","8.7","9","9.6","10.3","9","8.7","8.8","8.5","8.4","8.9","7.9","8.5","8.9",
"Men","July","Ulsan","Donation Count","Unit","5641","5176","4721","5525","5083","4741","4443","4848","5144","6077","6616","5751","6003","5362","5677","5995","5264","5051","5979",
"Men","July","Ulsan","Composition Rate[%]","%","9.1","8","9","9.9","8.9","8.6","8.2","8.4","8.5","8.9","9.4","8.8","9.1","8.1","8.3","9.4","8.2","7.9","8.1",
"Men","July","Gyeonggi","Donation Count","Unit","9089","9441","8821","10226","11106","11187","10017","11917","12671","14371","14502","13275","13893","13589","13951","15866","14035","13042","13644",
"Men","July","Gyeonggi","Composition Rate[%]","%","7.7","8.2","8.6","9.3","9.1","9","7.9","9.3","9","9.5","9.1","8.6","8.7","8.7","8.8","9.3","8.3","8.2","8.1",
"Men","July","Gangwon","Donation Count","Unit","6396","4882","5176","5527","6365","7028","6849","7367","9076","9220","11697","10994","11539","11829","11527","11143","7858","8601","8456",
"Men","July","Gangwon","Composition Rate[%]","%","8.5","7.2","9.3","9","9.9","10.6","9.5","8.6","9.5","9.2","10.1","9","9.1","8.8","9","9.5","7.1","8.7","8",
"Men","July","Chungbook","Donation Count","Unit","5314","5452","5106","6067","7569","7585","5241","7379","6748","7341","7091","5408","6606","6332","6259","6204","5020","5097","5115",
"Men","July","Chungbook","Composition Rate[%]","%","8.7","8.8","8.7","9","9.6","9.5","7.3","9.4","9","9.8","9.6","8.1","9.2","8.9","8.9","9.4","7.9","8.3","8",
"Men","July","Daejeon/Sejong/Chungnaam","Donation Count","Unit","13230","10454","9526","12344","12411","12713","12271","13249","14790","14875","15498","14867","15762","15214","15000","14907","14799","13576","14293",
"Men","July","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","9.4","9","8.2","9.3","8.9","8.5","8.5","8.7","9","8.7","8.6","8.7","9.1","8.5","8.5","8.7","8.9","8.2","8.5",
"Men","July","Jeonbook","Donation Count","Unit","9267","7754","6534","7205","7776","7724","6932","7144","7565","7723","7782","7061","7386","7258","7137","6042","6553","5892","6155",
"Men","July","Jeonbook","Composition Rate[%]","%","9.7","8.7","8.6","8.8","8.5","8.2","7.6","7.7","7.9","8.6","8.2","8.1","8.5","8.8","8.8","7.9","8.6","8.5","8.5",
"Men","July","Gwangju/Jeonnaam","Donation Count","Unit","11188","11672","10663","12279","12322","11636","9650","11066","11628","12654","12413","11636","12796","11997","12045","10466","11226","10179","11902",
"Men","July","Gwangju/Jeonnaam","Composition Rate[%]","%","8.5","8.1","8.5","9.3","9","8.9","7.8","9.1","8.7","9.1","8.8","8.7","8.7","8.5","8.5","8.2","8.8","8.2","9.2",
"Men","July","Gyeongnaam","Donation Count","Unit","5952","7313","6027","7327","8102","8613","8341","8733","9618","10172","9184","8455","8919","8766","8847","8936","7525","8246","8185",
"Men","July","Gyeongnaam","Composition Rate[%]","%","6.7","8.4","8","8.7","8.7","9","9.1","9.2","9.3","9.1","8.6","8.4","8.8","8.5","8.7","8.9","7.9","8.9","8.3",
"Men","July","Jeju","Donation Count","Unit","2229","2289","2034","1717","2025","2255","2070","1850","1929","2033","2232","2059","2217","2086","2210","2959","2380","2811","2734",
"Men","July","Jeju","Composition Rate[%]","%","8.9","9.6","9.4","7.4","8.1","9.1","9.5","9","9","8.8","8.7","8.7","8.6","8.6","9","10.2","8.1","9.7","8.4",
"Men","July","Outside of Korean Red Cross","Donation Count","Unit","3015","2790","3533","5401","6262","8423","8995","10540","10754","10821","11764","12783","12928","12663","10833","11506","11384","12912","14178",
"Men","July","Outside of Korean Red Cross","Composition Rate[%]","%","7.2","6.4","7.6","8.5","7.8","8.4","8.4","9.2","8.5","8.3","8.7","9.1","9","9.4","8.5","9.3","9.2","9.2","8.7",
"Men","August","Total","Donation Count","Unit","165407","156840","126794","147045","159089","161916","150461","155128","181734","185012","180552","167876","180950","170971","169943","160963","156486","150826","166315",
"Men","August","Total","Composition Rate[%]","%","9","8.8","8","8.4","8.5","8.5","8.2","8.1","8.9","8.7","8.3","8.1","8.5","8.1","8.3","8.4","8.3","8","8.3",
"Men","August","Korean Red Cross","Donation Count","Unit","162983","153663","123861","143194","153295","154216","142283","146784","171751","174558","169636","156721","168922","160694","158985","150767","146422","140118","153097",
"Men","August","Korean Red Cross","Composition Rate[%]","%","9.1","8.8","8","8.5","8.5","8.6","8.3","8.2","9","8.7","8.4","8.1","8.5","8.1","8.3","8.4","8.3","8.1","8.3",
"Men","August","Central Seoul","Donation Count","Unit","16511","15376","10360","12923","12750","16053","","","","","","","","15900","14955","12471","12277","11817","13696",
"Men","August","Central Seoul","Composition Rate[%]","%","9.7","8.8","7.5","8.8","8.6","9.3","","","","","","","","8.1","8.2","7.9","7.9","7.6","8.3",
"Men","August","Western Seoul","Donation Count","Unit","10140","9188","9447","10736","13568","-","15616","16518","20541","20999","20214","15190","16816","","","","","","",
"Men","August","Western Seoul","Composition Rate[%]","%","8.9","8.1","8","8.4","8.8","-","8.7","8.6","9.8","8.9","8.7","7.2","8.3","","","","","","",
"Men","August","Southern Seoul","Donation Count","Unit","13849","13255","11210","12392","12335","14668","13980","13236","15747","13562","14077","14864","16793","12969","12398","11582","10603","10870","12077",
"Men","August","Southern Seoul","Composition Rate[%]","%","9.2","8.8","8.2","8.6","8.7","9.1","8.7","8","9.1","8","8.5","8.8","9.1","7.5","7.7","8","8","8.2","8.2",
"Men","August","Eastern Seoul","Donation Count","Unit","15424","14496","10542","11874","12419","16362","15575","15783","17619","18971","16515","15307","16707","15801","13758","12270","13198","13248","14707",
"Men","August","Eastern Seoul","Composition Rate[%]","%","9.7","9.6","8.3","8.8","8.7","10.1","9.1","8.7","8.9","8.9","8","7.8","8.3","7.9","7.4","7.2","7.9","8","8.1",
"Men","August","Busan","Donation Count","Unit","13424","13178","11607","12574","12489","13830","11195","12111","14801","13505","13430","11523","12394","12933","12297","12744","10181","10430","11851",
"Men","August","Busan","Composition Rate[%]","%","8.2","8.2","7.9","8","7.8","8.3","7.4","7.9","9.5","8.6","8.5","8.1","8.2","8.3","8.2","9.2","7.5","7.5","8.3",
"Men","August","Daegu/Gyeongbook","Donation Count","Unit","13496","11575","8586","11499","13903","12732","12968","13476","14534","15174","14525","14469","15070","15056","13924","13714","12217","13584","13850",
"Men","August","Daegu/Gyeongbook","Composition Rate[%]","%","9.2","8.3","7.3","8.7","9.2","8.7","9.1","8.9","8.8","8.5","8.2","8.6","8.7","8.5","8.3","9.8","7.7","8.5","8.3",
"Men","August","Incheon","Donation Count","Unit","8622","7828","5673","7653","7961","10021","9374","9501","11056","11505","10658","9072","9496","8601","9775","9662","11267","9565","10646",
"Men","August","Incheon","Composition Rate[%]","%","9.5","9","7.2","8.8","8.8","9.7","8.1","8.3","9.4","9.2","8.8","8","8.2","7.8","8.7","8.1","9.4","8","8.4",
"Men","August","Ulsan","Donation Count","Unit","5626","5825","4104","4731","4554","4829","4254","5146","5091","6028","5703","5652","5759","5343","5636","5696","5083","5548","6340",
"Men","August","Ulsan","Composition Rate[%]","%","9.1","9","7.8","8.4","7.9","8.8","7.8","8.9","8.4","8.8","8.1","8.6","8.7","8.1","8.2","8.9","8","8.6","8.6",
"Men","August","Gyeonggi","Donation Count","Unit","10564","9255","8485","9125","10917","10505","10721","9862","13502","12929","13632","12433","13695","12772","13196","14219","14695","12298","14287",
"Men","August","Gyeonggi","Composition Rate[%]","%","9","8.1","8.3","8.3","8.9","8.5","8.5","7.7","9.6","8.5","8.6","8","8.6","8.2","8.3","8.3","8.7","7.7","8.4",
"Men","August","Gangwon","Donation Count","Unit","6930","6287","4211","4890","6045","6723","6359","6813","8459","8877","9610","10612","11297","11887","11124","9634","10484","7551","8469",
"Men","August","Gangwon","Composition Rate[%]","%","9.2","9.3","7.6","7.9","9.4","10.1","8.8","7.9","8.9","8.9","8.3","8.7","8.9","8.8","8.7","8.2","9.5","7.7","8",
"Men","August","Chungbook","Donation Count","Unit","5782","5331","5236","5933","6243","6553","5270","6312","6631","6245","5719","5951","6317","6232","6031","5570","5313","4763","4667",
"Men","August","Chungbook","Composition Rate[%]","%","9.5","8.6","9","8.8","7.9","8.2","7.3","8.1","8.8","8.4","7.8","8.9","8.8","8.7","8.6","8.4","8.3","7.8","7.3",
"Men","August","Daejeon/Sejong/Chungnaam","Donation Count","Unit","12917","10164","9808","11397","11825","13368","11991","12597","14913","15617","16339","14633","14654","15357","16170","15380","13980","14425","14234",
"Men","August","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","9.2","8.7","8.5","8.6","8.5","9","8.3","8.3","9.1","9.1","9","8.5","8.4","8.6","9.2","9","8.4","8.7","8.5",
"Men","August","Jeonbook","Donation Count","Unit","8543","8114","6930","7144","7445","7340","6461","7410","8023","7536","7776","6753","7047","6589","7192","6941","6510","5856","6306",
"Men","August","Jeonbook","Composition Rate[%]","%","8.9","9.1","9.1","8.7","8.1","7.8","7.1","8","8.4","8.4","8.2","7.7","8.1","8","8.8","9.1","8.5","8.5","8.7",
"Men","August","Gwangju/Jeonnaam","Donation Count","Unit","12430","14458","10489","11114","11325","11041","10080","8645","10619","11377","11397","10131","12469","10614","11018","10161","10809","10379","10462",
"Men","August","Gwangju/Jeonnaam","Composition Rate[%]","%","9.4","10","8.3","8.4","8.2","8.5","8.2","7.1","7.9","8.2","8","7.6","8.4","7.5","7.8","8","8.5","8.3","8.1",
"Men","August","Gyeongnaam","Donation Count","Unit","6500","6484","5218","7113","7371","8184","6613","7721","8295","10205","8188","8381","8128","8527","9599","8375","7535","7475","8535",
"Men","August","Gyeongnaam","Composition Rate[%]","%","7.4","7.4","6.9","8.4","7.9","8.6","7.2","8.1","8","9.2","7.7","8.4","8","8.3","9.5","8.3","7.9","8.1","8.6",
"Men","August","Jeju","Donation Count","Unit","2225","2849","1955","2096","2145","2007","1826","1653","1920","2028","1853","1750","2280","2113","1912","2348","2270","2309","2970",
"Men","August","Jeju","Composition Rate[%]","%","8.9","12","9.1","9","8.6","8.1","8.4","8.1","8.9","8.8","7.2","7.4","8.9","8.7","7.8","8.1","7.7","8","9.1",
"Men","August","Outside of Korean Red Cross","Donation Count","Unit","2424","3177","2933","3851","5794","7700","8178","8344","9983","10454","10916","11155","12028","10277","10958","10196","10064","10708","13218",
"Men","August","Outside of Korean Red Cross","Composition Rate[%]","%","5.8","7.3","6.3","6.1","7.2","7.7","7.6","7.2","7.9","8","8","7.9","8.4","7.7","8.6","8.3","8.2","7.6","8.1",
"Men","September","Total","Donation Count","Unit","154352","139731","107425","147846","152116","148223","145339","148391","152445","166206","171965","157257","176480","165388","153758","154938","153353","157647","160121",
"Men","September","Total","Composition Rate[%]","%","8.4","7.8","6.7","8.5","8.1","7.8","8","7.8","7.5","7.8","7.9","7.6","8.3","7.8","7.5","8.1","8.1","8.4","8",
"Men","September","Korean Red Cross","Donation Count","Unit","150552","134750","102202","142025","145417","139716","137209","139929","143441","156898","160655","147232","164338","154480","144527","145685","144391","146415","147969",
"Men","September","Korean Red Cross","Composition Rate[%]","%","8.4","7.7","6.6","8.5","8.1","7.8","8","7.8","7.5","7.8","7.9","7.6","8.3","7.8","7.6","8.1","8.1","8.4","8",
"Men","September","Central Seoul","Donation Count","Unit","12775","12945","8396","12573","12866","14948","","","","","","","","14913","12827","11716","12813","12658","12843",
"Men","September","Central Seoul","Composition Rate[%]","%","7.5","7.4","6.1","8.5","8.7","8.7","","","","","","","","7.6","7","7.4","8.2","8.2","7.8",
"Men","September","Western Seoul","Donation Count","Unit","9478","7924","7446","11539","12447","-","13947","13754","15357","17933","17323","14034","15523","","","","","","",
"Men","September","Western Seoul","Composition Rate[%]","%","8.3","6.9","6.3","9","8","-","7.8","7.2","7.3","7.6","7.5","6.7","7.7","","","","","","",
"Men","September","Southern Seoul","Donation Count","Unit","10866","11117","7969","10364","11483","12018","12620","13309","13745","12377","12952","13041","13746","13254","11231","10853","10332","10967","11689",
"Men","September","Southern Seoul","Composition Rate[%]","%","7.2","7.3","5.8","7.2","8.1","7.4","7.9","8","8","7.3","7.8","7.7","7.4","7.6","7","7.5","7.8","8.3","7.9",
"Men","September","Eastern Seoul","Donation Count","Unit","13170","11745","8285","10748","11984","13275","13354","13344","15158","16571","17195","14383","15566","15109","13308","13032","13061","13826","14126",
"Men","September","Eastern Seoul","Composition Rate[%]","%","8.3","7.8","6.5","8","8.4","8.2","7.8","7.4","7.7","7.8","8.3","7.3","7.7","7.5","7.1","7.6","7.8","8.3","7.8",
"Men","September","Busan","Donation Count","Unit","14647","13430","11304","13396","14062","13236","12595","11821","10888","12499","12527","10810","13033","12439","11215","10522","11064","11894","11566",
"Men","September","Busan","Composition Rate[%]","%","9","8.4","7.7","8.5","8.8","7.9","8.3","7.8","7","8","7.9","7.6","8.6","7.9","7.5","7.6","8.2","8.6","8.1",
"Men","September","Daegu/Gyeongbook","Donation Count","Unit","11977","9878","7073","10916","11170","11113","10382","11893","12805","13946","12744","13426","14713","13518","12344","11830","13932","13324","13611",
"Men","September","Daegu/Gyeongbook","Composition Rate[%]","%","8.2","7.1","6","8.3","7.4","7.6","7.3","7.8","7.7","7.8","7.2","8","8.5","7.6","7.4","8.5","8.8","8.4","8.1",
"Men","September","Incheon","Donation Count","Unit","8089","6537","4737","7633","7014","8780","8588","8864","8689","9440","9652","8758","9322","8877","9023","9888","9784","9585","9855",
"Men","September","Incheon","Composition Rate[%]","%","8.9","7.5","6","8.8","7.8","8.5","7.4","7.7","7.4","7.6","7.9","7.7","8.1","8","8.1","8.3","8.2","8","7.7",
"Men","September","Ulsan","Donation Count","Unit","5496","5279","3717","4388","4850","4345","4424","4751","3944","5251","5513","5065","5745","5527","5162","5051","4980","5535","5822",
"Men","September","Ulsan","Composition Rate[%]","%","8.9","8.1","7.1","7.8","8.5","7.9","8.1","8.2","6.5","7.7","7.9","7.7","8.7","8.4","7.5","7.9","7.8","8.6","7.9",
"Men","September","Gyeonggi","Donation Count","Unit","10135","8371","6556","9237","9357","10178","9942","9529","10444","13012","13321","12841","13426","11868","11661","14484","13151","12849","13202",
"Men","September","Gyeonggi","Composition Rate[%]","%","8.6","7.3","6.4","8.4","7.6","8.2","7.9","7.4","7.4","8.6","8.4","8.3","8.4","7.6","7.3","8.5","7.8","8.1","7.8",
"Men","September","Gangwon","Donation Count","Unit","6196","5046","3393","5348","4600","5931","6473","7001","6766","7787","9219","9643","11740","10154","10107","9915","9479","8533","8934",
"Men","September","Gangwon","Composition Rate[%]","%","8.2","7.5","6.1","8.7","7.2","8.9","8.9","8.1","7.1","7.8","7.9","7.9","9.2","7.5","7.9","8.5","8.6","8.7","8.4",
"Men","September","Chungbook","Donation Count","Unit","5086","5638","4522","6405","6755","6187","5621","6957","5826","5380","6136","5162","6319","5365","5659","5418","5383","5631","5362",
"Men","September","Chungbook","Composition Rate[%]","%","8.4","9.1","7.7","9.5","8.6","7.7","7.8","8.9","7.8","7.2","8.3","7.7","8.8","7.5","8.1","8.2","8.4","9.2","8.4",
"Men","September","Daejeon/Sejong/Chungnaam","Donation Count","Unit","12124","9428","7888","11321","10501","12031","11629","12252","12142","13361","14060","13418","14484","14524","14118","14361","13652","14142","13247",
"Men","September","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","8.6","8.1","6.8","8.5","7.5","8.1","8","8","7.4","7.8","7.8","7.8","8.3","8.1","8","8.4","8.2","8.6","7.9",
"Men","September","Jeonbook","Donation Count","Unit","9046","7340","5315","7482","8125","7604","7357","8163","7634","7318","8620","7112","7428","7042","6393","7304","6100","5849","6198",
"Men","September","Jeonbook","Composition Rate[%]","%","9.5","8.3","7","9.1","8.9","8.1","8.1","8.8","8","8.1","9.1","8.1","8.5","8.5","7.9","9.6","8","8.4","8.5",
"Men","September","Gwangju/Jeonnaam","Donation Count","Unit","10575","11306","9114","11135","10748","10647","10580","9837","9945","12084","11209","10381","12919","11948","12320","10262","10429","11231","10586",
"Men","September","Gwangju/Jeonnaam","Composition Rate[%]","%","8","7.8","7.2","8.5","7.8","8.2","8.6","8.1","7.4","8.7","7.9","7.8","8.7","8.5","8.7","8","8.2","9","8.2",
"Men","September","Gyeongnaam","Donation Count","Unit","8764","7193","4959","7545","7387","7502","7689","6740","8337","7959","8200","7235","8319","8118","7280","8545","7631","7627","8166",
"Men","September","Gyeongnaam","Composition Rate[%]","%","9.9","8.2","6.6","8.9","7.9","7.9","8.4","7.1","8","7.1","7.7","7.2","8.2","7.9","7.2","8.5","8","8.3","8.2",
"Men","September","Jeju","Donation Count","Unit","2128","1573","1528","1995","2068","1921","2008","1714","1761","1980","1984","1923","2055","1824","1879","2504","2600","2764","2762",
"Men","September","Jeju","Composition Rate[%]","%","8.5","6.6","7.1","8.6","8.3","7.8","9.2","8.4","8.2","8.6","7.7","8.1","8","7.5","7.6","8.6","8.8","9.5","8.5",
"Men","September","Outside of Korean Red Cross","Donation Count","Unit","3800","4981","5223","5821","6699","8507","8130","8462","9004","9308","11310","10025","12142","10908","9231","9253","8962","11232","12152",
"Men","September","Outside of Korean Red Cross","Composition Rate[%]","%","9","11.4","11.3","9.2","8.3","8.5","7.6","7.4","7.1","7.1","8.3","7.1","8.5","8.1","7.2","7.5","7.3","8","7.4",
"Men","October","Total","Donation Count","Unit","139089","133493","136338","146951","139856","153375","143372","156242","171485","178794","188337","181654","160708","173967","169358","158411","153422","165148","173604",
"Men","October","Total","Composition Rate[%]","%","7.6","7.4","8.6","8.4","7.4","8.1","7.9","8.2","8.4","8.4","8.7","8.8","7.5","8.3","8.3","8.3","8.1","8.8","8.6",
"Men","October","Korean Red Cross","Donation Count","Unit","135301","129985","131470","141258","133284","144258","134060","147115","160127","166879","175810","166618","149410","163155","156894","148718","142232","152696","157978",
"Men","October","Korean Red Cross","Composition Rate[%]","%","7.6","7.4","8.5","8.4","7.4","8","7.8","8.2","8.4","8.3","8.7","8.7","7.5","8.3","8.2","8.3","8","8.8","8.6",
"Men","October","Central Seoul","Donation Count","Unit","12097","12912","11810","11861","11492","15256","","","","","","","","15447","14326","12679","13159","13986","13851",
"Men","October","Central Seoul","Composition Rate[%]","%","7.1","7.4","8.6","8.1","7.8","8.8","","","","","","","","7.9","7.8","8","8.5","9","8.4",
"Men","October","Western Seoul","Donation Count","Unit","8710","9202","9826","11932","11730","-","13961","15603","17033","20182","20680","17405","15389","","","","","","",
"Men","October","Western Seoul","Composition Rate[%]","%","7.6","8.1","8.4","9.3","7.6","-","7.8","8.1","8.1","8.6","8.9","8.3","7.6","","","","","","",
"Men","October","Southern Seoul","Donation Count","Unit","12956","12936","11537","10958","10735","13022","12737","13716","14388","13610","14519","16404","14004","14622","13756","11591","10639","10736","12225",
"Men","October","Southern Seoul","Composition Rate[%]","%","8.6","8.5","8.5","7.6","7.6","8","7.9","8.3","8.4","8","8.8","9.7","7.6","8.4","8.6","8","8","8.1","8.3",
"Men","October","Eastern Seoul","Donation Count","Unit","10746","10308","11246","11310","11208","14382","14310","15625","16736","18224","18072","16827","15005","16042","15390","12440","13133","14408","14546",
"Men","October","Eastern Seoul","Composition Rate[%]","%","6.8","6.8","8.8","8.4","7.9","8.9","8.4","8.6","8.4","8.6","8.7","8.6","7.5","8","8.3","7.3","7.8","8.6","8",
"Men","October","Busan","Donation Count","Unit","13766","11535","12864","13148","12514","14009","11475","12514","13370","13112","13840","12229","11147","12585","12350","12298","10813","12397","12180",
"Men","October","Busan","Composition Rate[%]","%","8.4","7.2","8.7","8.4","7.8","8.4","7.6","8.2","8.5","8.4","8.7","8.5","7.3","8","8.2","8.9","8","9","8.6",
"Men","October","Daegu/Gyeongbook","Donation Count","Unit","11564","10213","9473","11000","10855","11125","10820","12701","14062","14044","15558","14139","13036","15237","13865","12704","13466","14338","15264",
"Men","October","Daegu/Gyeongbook","Composition Rate[%]","%","7.9","7.3","8.1","8.3","7.2","7.6","7.6","8.4","8.5","7.9","8.8","8.4","7.6","8.6","8.3","9.1","8.5","9","9.1",
"Men","October","Incheon","Donation Count","Unit","5466","6924","6434","6960","6220","8720","7961","8726","9244","11038","9595","9628","9115","9218","9978","9123","10386","10311","11040",
"Men","October","Incheon","Composition Rate[%]","%","6","8","8.1","8","6.9","8.5","6.9","7.6","7.9","8.9","7.9","8.5","7.9","8.3","8.9","7.6","8.7","8.6","8.7",
"Men","October","Ulsan","Donation Count","Unit","5603","4474","4676","5372","4264","4978","4214","4940","5322","6311","5923","5720","4880","5473","5358","5154","4942","5891","6128",
"Men","October","Ulsan","Composition Rate[%]","%","9.1","6.9","8.9","9.6","7.4","9","7.8","8.5","8.8","9.3","8.5","8.7","7.4","8.3","7.8","8.1","7.7","9.2","8.3",
"Men","October","Gyeonggi","Donation Count","Unit","8680","9025","10452","9016","8716","9485","10483","10897","11323","12794","14055","13276","11537","13324","13415","14523","14120","13895","15264",
"Men","October","Gyeonggi","Composition Rate[%]","%","7.4","7.9","10.2","8.2","7.1","7.7","8.3","8.5","8.1","8.4","8.8","8.6","7.2","8.5","8.4","8.5","8.4","8.7","9",
"Men","October","Gangwon","Donation Count","Unit","5178","3911","4749","4910","4844","5546","6173","6837","7112","7654","9165","9704","9023","11155","9394","9057","7880","7821","8345",
"Men","October","Gangwon","Composition Rate[%]","%","6.9","5.8","8.5","8","7.5","8.4","8.5","8","7.5","7.7","7.9","7.9","7.1","8.3","7.4","7.7","7.2","7.9","7.9",
"Men","October","Chungbook","Donation Count","Unit","4223","4438","4444","6344","5802","6476","5340","6498","6346","6238","6296","6403","5844","5989","5485","5643","5253","5962","5712",
"Men","October","Chungbook","Composition Rate[%]","%","7","7.2","7.6","9.5","7.4","8.1","7.4","8.3","8.5","8.4","8.6","9.6","8.1","8.4","7.8","8.6","8.2","9.7","9",
"Men","October","Daejeon/Sejong/Chungnaam","Donation Count","Unit","8747","8784","9152","11357","10559","13161","11140","13313","15118","13945","16159","14551","13383","14884","14085","15366","12953","15084","14509",
"Men","October","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","6.2","7.5","7.9","8.6","7.6","8.8","7.7","8.7","9.2","8.2","8.9","8.5","7.7","8.3","8","9","7.8","9.1","8.6",
"Men","October","Jeonbook","Donation Count","Unit","7904","6331","5968","6890","6588","8609","6937","6900","8128","7420","7999","7540","6696","7728","6750","6376","5877","6320","6676",
"Men","October","Jeonbook","Composition Rate[%]","%","8.3","7.1","7.9","8.4","7.2","9.1","7.6","7.5","8.5","8.3","8.4","8.6","7.7","9.4","8.3","8.4","7.7","9.1","9.2",
"Men","October","Gwangju/Jeonnaam","Donation Count","Unit","11229","10326","9863","10898","8953","9905","9557","9461","11508","11170","12453","12553","10906","11598","12433","10927","9898","11206","10985",
"Men","October","Gwangju/Jeonnaam","Composition Rate[%]","%","8.5","7.2","7.8","8.3","6.5","7.6","7.7","7.8","8.6","8","8.8","9.4","7.4","8.2","8.8","8.6","7.8","9","8.5",
"Men","October","Gyeongnaam","Donation Count","Unit","6032","6711","6997","7282","6799","7786","7229","7639","8499","9150","9027","8337","7464","8122","8224","8357","7287","7940","8551",
"Men","October","Gyeongnaam","Composition Rate[%]","%","6.8","7.7","9.3","8.6","7.3","8.1","7.9","8","8.2","8.2","8.5","8.3","7.4","7.9","8.1","8.3","7.7","8.6","8.6",
"Men","October","Jeju","Donation Count","Unit","2400","1955","1979","2020","2005","1798","1723","1745","1938","1987","2469","1902","1981","1731","2085","2480","2426","2401","2702",
"Men","October","Jeju","Composition Rate[%]","%","9.6","8.2","9.2","8.7","8","7.3","7.9","8.5","9","8.6","9.6","8","7.7","7.1","8.5","8.5","8.2","8.3","8.3",
"Men","October","Outside of Korean Red Cross","Donation Count","Unit","3788","3508","4868","5693","6572","9117","9312","9127","11358","11915","12527","15036","11298","10812","12464","9693","11190","12452","15626",
"Men","October","Outside of Korean Red Cross","Composition Rate[%]","%","9","8","10.5","9","8.2","9.1","8.7","7.9","9","9.2","9.2","10.7","7.9","8.1","9.8","7.9","9.1","8.8","9.5",
"Men","November","Total","Donation Count","Unit","159954","140990","131669","147126","170002","162941","160773","166119","179348","182339","183686","174568","181718","191179","177495","161702","163283","174726","179994",
"Men","November","Total","Composition Rate[%]","%","8.7","7.9","8.3","8.4","9","8.6","8.8","8.7","8.8","8.5","8.5","8.4","8.5","9.1","8.7","8.4","8.6","9.3","9",
"Men","November","Korean Red Cross","Donation Count","Unit","155060","135871","126494","140674","161999","153720","150749","154555","167550","170961","170854","163080","169242","179932","166173","151353","152402","160427","166268",
"Men","November","Korean Red Cross","Composition Rate[%]","%","8.7","7.8","8.2","8.4","9","8.6","8.8","8.6","8.8","8.5","8.4","8.5","8.5","9.1","8.7","8.4","8.6","9.2","9",
"Men","November","Central Seoul","Donation Count","Unit","15171","12496","10521","10791","12848","16060","","","","","","","","16848","16174","12304","13805","14776","15395",
"Men","November","Central Seoul","Composition Rate[%]","%","8.9","7.2","7.7","7.3","8.7","9.3","","","","","","","","8.6","8.8","7.8","8.9","9.5","9.3",
"Men","November","Western Seoul","Donation Count","Unit","8743","9488","8787","10560","13578","-","16803","17086","19405","19950","18918","16799","17156","","","","","","",
"Men","November","Western Seoul","Composition Rate[%]","%","7.7","8.3","7.5","8.3","8.8","-","9.4","8.9","9.2","8.5","8.2","8","8.5","","","","","","",
"Men","November","Southern Seoul","Donation Count","Unit","14776","12982","9974","11008","12631","14276","14113","12744","14422","14729","13275","15565","15391","15594","14014","11063","11431","11843","13044",
"Men","November","Southern Seoul","Composition Rate[%]","%","9.9","8.6","7.3","7.7","8.9","8.8","8.8","7.7","8.4","8.7","8","9.2","8.3","9","8.7","7.7","8.6","8.9","8.9",
"Men","November","Eastern Seoul","Donation Count","Unit","14982","9520","10629","10958","13455","15931","15779","16143","17200","18295","16102","16818","17036","17910","16704","13324","14736","15940","16387",
"Men","November","Eastern Seoul","Composition Rate[%]","%","9.4","6.3","8.4","8.2","9.4","9.8","9.2","8.9","8.7","8.6","7.8","8.6","8.5","8.9","9","7.8","8.8","9.6","9.1",
"Men","November","Busan","Donation Count","Unit","13162","13143","11924","15374","13552","14374","12759","13569","13236","13178","14142","11280","13841","14244","12692","12937","12167","13065","13689",
