"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","April","Daegu/Gyeongbook","Composition Rate[%]","%","8.7","9.3","9.7","8.4","8.1","8.5","8.3","8.5","8.8","8.4","8.4","8.6","7.9","8.2","8.6","5.8","8.2","8.5","8.2",
"Men+Women","April","Incheon","Donation Count","Unit","12008","9363","9219","9694","10662","10893","14104","13607","13031","14023","14409","12844","13428","12750","12417","13440","13676","15164","13141",
"Men+Women","April","Incheon","Composition Rate[%]","%","9.3","7.7","8.4","8","8.1","7.1","8.1","7.8","7.3","7.5","8","7.9","8.2","8.1","7.8","8.1","8.2","8.9","7.4",
"Men+Women","April","Ulsan","Donation Count","Unit","6375","6542","4756","5784","6286","6423","6472","6573","7399","7188","7595","7067","7015","7548","7850","5801","7187","7325","8341",
"Men+Women","April","Ulsan","Composition Rate[%]","%","8.1","8","7.3","8.1","8.5","8.6","8.8","8.3","9.1","8","8.1","8.1","8.1","8.7","8.6","7","8.6","8.4","8.4",
"Men+Women","April","Gyeonggi","Donation Count","Unit","12221","12566","10074","11960","13571","13273","14097","14077","16372","16317","17549","17624","17124","16761","17829","16427","18552","19461","16693",
"Men+Women","April","Gyeonggi","Composition Rate[%]","%","8.8","8.9","7.8","8.4","8.2","7.7","8","8","8.6","7.9","8","8.6","8.1","8.2","8.4","7.3","8.2","9","7.4",
"Men+Women","April","Gangwon","Donation Count","Unit","7443","6857","6247","6073","7131","7067","8296","9174","10695","11086","12611","12984","12653","13860","12941","11083","10939","10918","10816",
"Men+Women","April","Gangwon","Composition Rate[%]","%","9","9","9.7","8.3","8.9","8.5","9","8.5","8.9","8.7","8.4","8.7","8.2","8.6","8.4","7.9","8.1","8.7","8.1",
"Men+Women","April","Chungbook","Donation Count","Unit","6746","6633","6265","7373","9054","9085","8864","8701","8336","8725","8473","7276","7953","8274","8180","6436","7503","7094","6745",
"Men+Women","April","Chungbook","Composition Rate[%]","%","8.7","8.4","8.6","8.7","9.1","9","9.7","8.7","8.5","8.7","8.5","8.1","8.3","8.8","8.7","7.5","8.9","8.5","7.9",
"Men+Women","April","Daejeon/Sejong/Chungnaam","Donation Count","Unit","14467","12463","11341","13660","15469","15716","16422","17215","18337","18456","19792","19502","19755","20145","20486","17256","20031","20517","19634",
"Men+Women","April","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","9","8.5","7.7","7.9","8.5","8.2","8.7","8.3","8.2","8","7.9","8.2","8.2","8.1","8.2","7.2","8.6","8.7","8.4",
"Men+Women","April","Jeonbook","Donation Count","Unit","10973","11212","9120","9873","11708","11421","12110","10674","12834","12672","12950","9771","9388","9255","8418","7150","8472","7900","7561",
"Men+Women","April","Jeonbook","Composition Rate[%]","%","9.1","9.5","9.3","9.2","9.7","9.2","9.6","8.3","9.8","10.1","10","8.4","8.2","8.5","7.7","7","8.2","8.1","7.6",
"Men+Women","April","Gwangju/Jeonnaam","Donation Count","Unit","16031","16121","15080","15557","18808","16411","17732","15417","18871","18656","17958","16976","17394","17624","19061","12776","14661","16891","15032",
"Men+Women","April","Gwangju/Jeonnaam","Composition Rate[%]","%","9.2","8.1","8.5","8","9.3","8.3","9.2","8.3","9.2","8.6","8.1","8.4","7.9","8.5","9.2","7","7.9","8.9","7.9",
"Men+Women","April","Gyeongnaam","Donation Count","Unit","7801","9437","6977","8731","9087","9534","9254","9774","11352","12085","10938","10738","9874","11140","10773","9568","10454","11058","9792",
"Men+Women","April","Gyeongnaam","Composition Rate[%]","%","7.8","9.2","7.6","8.6","7.9","8","8.1","8.1","8.4","8.4","8.1","8.4","7.6","8.3","8.1","7.3","8.4","9","7.6",
"Men+Women","April","Jeju","Donation Count","Unit","2430","2250","2574","2860","3302","3146","3031","2992","2763","3038","3606","3149","2915","2922","2983","3352","4009","3260","3799",
"Men+Women","April","Jeju","Composition Rate[%]","%","7.7","7.6","9.3","8.8","8.9","8.2","8.9","9.4","8.1","8.1","8.9","8.8","7.7","8.5","8.3","8","9.5","7.8","8.1",
"Men+Women","April","Outside of Korean Red Cross","Donation Count","Unit","4450","3912","4365","6467","8618","11257","14083","14199","17999","16772","17398","19914","18192","16127","12062","12777","13622","15562","19597",
"Men+Women","April","Outside of Korean Red Cross","Composition Rate[%]","%","8.8","7.5","7.4","7.9","8","7.5","8.4","7.9","8.7","8","8.3","9","8.5","8","6.8","7.3","7.7","7.6","8.3",
"Men+Women","May","Total","Donation Count","Unit","211267","217526","198609","205860","243338","244215","250130","260505","260378","290028","276784","251621","279611","265300","254986","231927","229930","250118","243688",
"Men+Women","May","Total","Composition Rate[%]","%","9.3","9.4","9.5","8.8","9.5","9.2","9.6","9.6","8.9","9.5","9","8.8","9.5","9.2","9.1","8.9","8.8","9.4","8.8",
"Men+Women","May","Korean Red Cross","Donation Count","Unit","206129","212615","193363","197322","232614","227968","233306","242697","238239","267104","257626","230486","257624","246117","239928","216375","214333","230015","220673",
"Men+Women","May","Korean Red Cross","Composition Rate[%]","%","9.3","9.4","9.5","8.7","9.4","9.1","9.5","9.5","8.8","9.4","9","8.7","9.5","9.2","9.2","8.9","8.8","9.4","8.7",
"Men+Women","May","Central Seoul","Donation Count","Unit","18483","20793","17197","17850","18766","18914","","","","","","","","23482","22053","21178","18309","19751","19698",
"Men+Women","May","Central Seoul","Composition Rate[%]","%","8.8","9.4","9.2","8.6","9","7.5","","","","","","","","8.8","8.8","9.5","8.5","8.8","8.4",
"Men+Women","May","Western Seoul","Donation Count","Unit","11771","12504","13992","13918","19467","15981","25275","27047","26828","30847","30592","26714","27285","","","","","","",
"Men+Women","May","Western Seoul","Composition Rate[%]","%","8.8","9","9","8.1","9.3","17.8","9.3","9.6","8.9","9.2","9.2","9.2","9.8","","","","","","",
"Men+Women","May","Southern Seoul","Donation Count","Unit","17284","17771","17087","15817","21045","18190","19462","22297","19357","20921","19532","17829","21368","19471","19845","16737","15692","17100","16579",
"Men+Women","May","Southern Seoul","Composition Rate[%]","%","9.6","9.4","9.9","8.5","9.9","8.3","8.9","9.7","8.2","9.1","8.7","7.8","8.7","8.4","9.2","8.8","8.9","9.4","8.4",
"Men+Women","May","Eastern Seoul","Donation Count","Unit","15817","17707","15922","16703","17312","19855","23800","24395","24480","28386","24962","22505","24640","24629","24168","19406","19525","22107","21246",
"Men+Women","May","Eastern Seoul","Composition Rate[%]","%","8.1","8.8","8.7","8.4","9","8","9","8.8","8.3","9","8.4","8.2","8.8","8.8","9.3","8.4","8.5","9.3","8.3",
"Men+Women","May","Busan","Donation Count","Unit","22064","20927","19636","19583","21817","22223","22290","23085","20802","22725","21271","18591","20429","20888","20369","18062","18158","21577","18788",
"Men+Women","May","Busan","Composition Rate[%]","%","10.3","9.8","10.4","9.3","10.1","9.5","10.3","10.5","9","9.6","8.9","9.1","9.5","9.3","9.5","9.2","9.3","10.6","9.1",
"Men+Women","May","Daegu/Gyeongbook","Donation Count","Unit","17695","18874","15446","17247","20013","18568","19143","21419","22470","25737","23114","20312","23245","22584","21010","16050","19967","21705","21368",
"Men+Women","May","Daegu/Gyeongbook","Composition Rate[%]","%","9.1","10","9.8","9.2","9.3","8.7","9","9.4","9.2","9.8","8.9","8.6","9.7","9.2","9","8.2","8.9","9.6","9.3",
"Men+Women","May","Incheon","Donation Count","Unit","11019","9691","10378","10417","13556","12112","16071","15485","15440","17274","17622","13249","14881","13403","13308","15184","14000","15162","15397",
"Men+Women","May","Incheon","Composition Rate[%]","%","8.5","8","9.4","8.6","10.4","7.9","9.2","8.9","8.7","9.3","9.7","8.2","9.1","8.5","8.4","9.2","8.4","8.9","8.7",
"Men+Women","May","Ulsan","Donation Count","Unit","7096","7389","6011","5551","6521","6244","7456","7500","7460","8864","9015","7725","8352","8683","9000","7353","7658","8199","8448",
"Men+Women","May","Ulsan","Composition Rate[%]","%","9","9","9.2","7.8","8.8","8.4","10.1","9.5","9.2","9.9","9.6","8.8","9.7","10","9.8","8.9","9.2","9.4","8.5",
"Men+Women","May","Gyeonggi","Donation Count","Unit","12393","13286","12259","11304","14728","15047","17005","16534","16445","19443","19519","17931","19969","17573","18626","19730","20186","19619","19054",
"Men+Women","May","Gyeonggi","Composition Rate[%]","%","9","9.4","9.5","8","8.9","8.8","9.6","9.4","8.6","9.4","8.9","8.7","9.5","8.6","8.8","8.7","8.9","9","8.5",
"Men+Women","May","Gangwon","Donation Count","Unit","7107","6653","5695","6169","7012","6503","8437","9028","10180","11930","12541","12967","14524","13976","14132","12512","11926","11235","11224",
"Men+Women","May","Gangwon","Composition Rate[%]","%","8.6","8.7","8.8","8.4","8.8","7.8","9.1","8.3","8.5","9.3","8.4","8.7","9.4","8.7","9.2","8.9","8.9","9","8.4",
"Men+Women","May","Chungbook","Donation Count","Unit","7806","7783","7149","7695","9034","10123","9112","9759","9002","9638","8937","7593","8776","8717","8711","7465","7157","8112","7479",
"Men+Women","May","Chungbook","Composition Rate[%]","%","10.1","9.9","9.8","9.1","9.1","10","10","9.7","9.2","9.6","9","8.5","9.2","9.3","9.2","8.7","8.5","9.7","8.8",
"Men+Women","May","Daejeon/Sejong/Chungnaam","Donation Count","Unit","15795","13892","13861","15750","16943","17023","18584","19709","19713","21476","21907","21190","23318","24166","24729","22171","21864","22631","21108",
"Men+Women","May","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","9.8","9.5","9.5","9.1","9.3","8.9","9.8","9.6","8.8","9.3","8.8","9","9.7","9.7","9.9","9.3","9.4","9.5","9",
"Men+Women","May","Jeonbook","Donation Count","Unit","11485","12877","8775","9626","12152","12525","13124","13057","12035","12467","12185","10750","12607","9883","10337","8673","8875","9228","9040",
"Men+Women","May","Jeonbook","Composition Rate[%]","%","9.5","10.9","8.9","8.9","10","10","10.5","10.2","9.2","9.9","9.5","9.3","11","9.1","9.5","8.4","8.6","9.5","9",
"Men+Women","May","Gwangju/Jeonnaam","Donation Count","Unit","17134","20905","18700","18446","21096","20028","19096","18606","19346","21044","20461","19007","22455","22238","19180","16328","16252","17738","16293",
"Men+Women","May","Gwangju/Jeonnaam","Composition Rate[%]","%","9.8","10.5","10.5","9.5","10.5","10.1","9.9","10","9.4","9.7","9.2","9.4","10.2","10.8","9.3","8.9","8.8","9.4","8.6",
"Men+Women","May","Gyeongnaam","Donation Count","Unit","10374","9032","8717","8428","9948","11225","11150","11941","11949","12951","12511","10679","12023","13023","11039","11670","11313","11835","10939",
"Men+Women","May","Gyeongnaam","Composition Rate[%]","%","10.3","8.8","9.5","8.3","8.7","9.4","9.8","9.9","8.9","9","9.2","8.4","9.2","9.7","8.3","8.9","9.1","9.6","8.5",
"Men+Women","May","Jeju","Donation Count","Unit","2806","2531","2538","2818","3204","3407","3301","2835","2732","3401","3457","3444","3752","3401","3421","3856","3451","4016","4012",
"Men+Women","May","Jeju","Composition Rate[%]","%","8.9","8.5","9.2","8.7","8.7","8.9","9.6","8.9","8","9.1","8.5","9.6","9.9","9.9","9.5","9.3","8.2","9.6","8.5",
"Men+Women","May","Outside of Korean Red Cross","Donation Count","Unit","5138","4911","5246","8538","10724","16247","16824","17808","22139","22924","19158","21135","21987","19183","15058","15552","15597","20103","23015",
"Men+Women","May","Outside of Korean Red Cross","Composition Rate[%]","%","10.1","9.5","8.9","10.5","9.9","10.8","10","9.9","10.7","11","9.1","9.6","10.3","9.5","8.5","8.8","8.8","9.9","9.8",
"Men+Women","June","Total","Donation Count","Unit","191849","197937","177076","192024","225064","231046","207376","218602","239043","242439","245719","223390","233108","228152","224933","226746","212800","215279","232351",
"Men+Women","June","Total","Composition Rate[%]","%","8.4","8.6","8.5","8.2","8.8","8.7","7.9","8","8.2","7.9","8","7.8","8","7.9","8.1","8.7","8.2","8.1","8.4",
"Men+Women","June","Korean Red Cross","Donation Count","Unit","187169","194799","172754","185340","216066","220303","194873","204063","222628","224263","229270","204236","216420","211546","210563","211916","196943","198520","211462",
"Men+Women","June","Korean Red Cross","Composition Rate[%]","%","8.4","8.7","8.5","8.2","8.8","8.8","8","8","8.2","7.9","8","7.7","8","7.9","8.1","8.7","8.1","8.1","8.3",
"Men+Women","June","Central Seoul","Donation Count","Unit","17306","19092","15926","16838","17370","20173","","","","","","","","20849","20303","19808","18324","17572","20341",
"Men+Women","June","Central Seoul","Composition Rate[%]","%","8.2","8.6","8.5","8.1","8.3","8","","","","","","","","7.8","8.1","8.9","8.5","7.9","8.7",
"Men+Women","June","Western Seoul","Donation Count","Unit","11442","12101","13502","13004","18329","14598","21634","22321","24613","27064","26697","21301","21355","","","","","","",
"Men+Women","June","Western Seoul","Composition Rate[%]","%","8.6","8.7","8.7","7.6","8.8","16.3","8","7.9","8.1","8.1","8","7.3","7.7","","","","","","",
"Men+Women","June","Southern Seoul","Donation Count","Unit","16804","15256","15800","15157","18471","18780","17347","18261","20457","18260","18038","16573","18874","18164","16540","16845","14673","14786","16955",
"Men+Women","June","Southern Seoul","Composition Rate[%]","%","9.3","8","9.1","8.1","8.7","8.5","8","8","8.7","8","8","7.3","7.7","7.9","7.7","8.9","8.3","8.1","8.6",
"Men+Women","June","Eastern Seoul","Donation Count","Unit","15672","17790","14217","14894","16977","19361","19165","21973","25518","24476","23668","20614","22106","22300","20649","22138","19592","19048","21110",
"Men+Women","June","Eastern Seoul","Composition Rate[%]","%","8","8.9","7.8","7.5","8.8","7.8","7.2","8","8.6","7.8","7.9","7.5","7.9","8","7.9","9.6","8.5","8","8.3",
"Men+Women","June","Busan","Donation Count","Unit","18583","16708","17092","16490","17554","19263","16122","16225","18592","17526","18197","14900","17015","18776","17475","17318","14836","16655","16189",
"Men+Women","June","Busan","Composition Rate[%]","%","8.7","7.9","9","7.8","8.1","8.3","7.4","7.4","8.1","7.4","7.6","7.3","7.9","8.4","8.2","8.8","7.6","8.2","7.9",
"Men+Women","June","Daegu/Gyeongbook","Donation Count","Unit","15198","17038","12190","15138","17137","18307","17367","17198","18012","18738","20104","17402","19493","19483","19225","16322","18101","17949","18117",
"Men+Women","June","Daegu/Gyeongbook","Composition Rate[%]","%","7.8","9","7.7","8.1","8","8.6","8.2","7.6","7.4","7.1","7.7","7.3","8.1","7.9","8.3","8.3","8","8","7.9",
"Men+Women","June","Incheon","Donation Count","Unit","11114","10897","9438","10434","12139","13278","14186","14161","14851","14903","14941","12588","13227","11655","12874","14056","12385","14069","14446",
"Men+Women","June","Incheon","Composition Rate[%]","%","8.6","9","8.6","8.6","9.3","8.6","8.1","8.2","8.4","8","8.3","7.8","8.1","7.4","8.1","8.5","7.4","8.2","8.2",
"Men+Women","June","Ulsan","Donation Count","Unit","6694","7681","6015","6825","7176","6911","6008","6393","6686","6891","7929","6425","7211","6884","7349","7489","6651","6928","8213",
"Men+Women","June","Ulsan","Composition Rate[%]","%","8.5","9.4","9.2","9.6","9.7","9.3","8.2","8.1","8.2","7.7","8.5","7.4","8.4","7.9","8","9.1","8","8","8.3",
"Men+Women","June","Gyeonggi","Donation Count","Unit","10782","13077","11282","11751","15610","15094","14522","14411","16360","17135","15805","15501","16397","15719","17131","19693","17700","16895","17723",
"Men+Women","June","Gyeonggi","Composition Rate[%]","%","7.8","9.2","8.7","8.3","9.5","8.8","8.2","8.2","8.6","8.3","7.2","7.6","7.8","7.7","8.1","8.7","7.8","7.8","7.9",
"Men+Women","June","Gangwon","Donation Count","Unit","6442","6677","4988","6146","5862","6648","7598","8619","8981","9491","12750","12346","12644","13191","12234","12183","10691","10669","11888",
"Men+Women","June","Gangwon","Composition Rate[%]","%","7.8","8.7","7.7","8.4","7.3","7.9","8.2","8","7.5","7.4","8.5","8.2","8.2","8.2","8","8.7","8","8.5","8.9",
"Men+Women","June","Chungbook","Donation Count","Unit","6789","6588","5967","6716","8481","8619","7005","7864","7614","8059","8890","7388","7605","7167","7564","7219","6782","7115","7515",
"Men+Women","June","Chungbook","Composition Rate[%]","%","8.8","8.3","8.2","7.9","8.5","8.5","7.7","7.9","7.8","8","8.9","8.3","8","7.6","8","8.4","8","8.5","8.8",
